am_sid,probability,loiczid
Fis-22832,0.29,126469.0
Fis-22832,0.29,126470.0
Fis-22832,0.29,125749.0
Fis-22832,0.29,125750.0
Fis-22832,0.41,125021.0
Fis-22832,0.41,125022.0
Fis-22832,0.41,124301.0
Fis-22832,0.41,124302.0
Fis-22832,0.39,125023.0
Fis-22832,0.39,125024.0
Fis-22832,0.39,124303.0
Fis-22832,0.39,124304.0
Fis-22832,0.36,125025.0
Fis-22832,0.36,125026.0
Fis-22832,0.36,124305.0
Fis-22832,0.36,124306.0
Fis-22832,0.33,125027.0
Fis-22832,0.33,125028.0
Fis-22832,0.33,124307.0
Fis-22832,0.33,124308.0
Fis-22832,0.3,125029.0
Fis-22832,0.3,125030.0
Fis-22832,0.3,124309.0
Fis-22832,0.3,124310.0
Fis-22832,0.42,123581.0
Fis-22832,0.42,123582.0
Fis-22832,0.42,122861.0
Fis-22832,0.42,122862.0
Fis-22832,0.39,123583.0
Fis-22832,0.39,123584.0
Fis-22832,0.39,122863.0
Fis-22832,0.39,122864.0
Fis-22832,0.36,123585.0
Fis-22832,0.36,123586.0
Fis-22832,0.36,122865.0
Fis-22832,0.36,122866.0
Fis-22832,0.34,123587.0
Fis-22832,0.34,123588.0
Fis-22832,0.34,122867.0
Fis-22832,0.34,122868.0
Fis-22832,0.32,123589.0
Fis-22832,0.32,123590.0
Fis-22832,0.32,122869.0
Fis-22832,0.32,122870.0
Fis-22832,0.23,129351.0
Fis-22832,0.23,129352.0
Fis-22832,0.23,128631.0
Fis-22832,0.23,128632.0
Fis-22832,0.2,129353.0
Fis-22832,0.2,129354.0
Fis-22832,0.2,128633.0
Fis-22832,0.2,128634.0
Fis-22832,0.18,129355.0
Fis-22832,0.18,129356.0
Fis-22832,0.18,128635.0
Fis-22832,0.18,128636.0
Fis-22832,0.16,129357.0
Fis-22832,0.16,129358.0
Fis-22832,0.16,128637.0
Fis-22832,0.16,128638.0
Fis-22832,0.14,129359.0
Fis-22832,0.14,129360.0
Fis-22832,0.14,128639.0
Fis-22832,0.14,128640.0
Fis-22832,0.24,127911.0
Fis-22832,0.24,127912.0
Fis-22832,0.24,127191.0
Fis-22832,0.24,127192.0
Fis-22832,0.21,127913.0
Fis-22832,0.21,127914.0
Fis-22832,0.21,127193.0
Fis-22832,0.21,127194.0
Fis-22832,0.18,127915.0
Fis-22832,0.18,127916.0
Fis-22832,0.18,127195.0
Fis-22832,0.18,127196.0
Fis-22832,0.16,127917.0
Fis-22832,0.16,127918.0
Fis-22832,0.16,127197.0
Fis-22832,0.16,127198.0
Fis-22832,0.14,127919.0
Fis-22832,0.14,127920.0
Fis-22832,0.14,127199.0
Fis-22832,0.14,127200.0
Fis-22832,0.25,126471.0
Fis-22832,0.25,126472.0
Fis-22832,0.25,125751.0
Fis-22832,0.25,125752.0
Fis-22832,0.22,126473.0
Fis-22832,0.22,126474.0
Fis-22832,0.22,125753.0
Fis-22832,0.22,125754.0
Fis-22832,0.19,126475.0
Fis-22832,0.19,126476.0
Fis-22832,0.19,125755.0
Fis-22832,0.19,125756.0
Fis-22832,0.16,126477.0
Fis-22832,0.16,126478.0
Fis-22832,0.16,125757.0
Fis-22832,0.16,125758.0
Fis-22832,0.15,126479.0
Fis-22832,0.15,126480.0
Fis-22832,0.15,125759.0
Fis-22832,0.15,125760.0
Fis-22832,0.27,125031.0
Fis-22832,0.27,125032.0
Fis-22832,0.27,124311.0
Fis-22832,0.27,124312.0
Fis-22832,0.23,125033.0
Fis-22832,0.23,125034.0
Fis-22832,0.23,124313.0
Fis-22832,0.23,124314.0
Fis-22832,0.2,125035.0
Fis-22832,0.2,125036.0
Fis-22832,0.2,124315.0
Fis-22832,0.2,124316.0
Fis-22832,0.18,125037.0
Fis-22832,0.18,125038.0
Fis-22832,0.18,124317.0
Fis-22832,0.18,124318.0
Fis-22832,0.16,125039.0
Fis-22832,0.16,125040.0
Fis-22832,0.16,124319.0
Fis-22832,0.16,124320.0
Fis-22832,0.29,123591.0
Fis-22832,0.29,123592.0
Fis-22832,0.29,122871.0
Fis-22832,0.29,122872.0
Fis-22832,0.26,123593.0
Fis-22832,0.26,123594.0
Fis-22832,0.26,122873.0
Fis-22832,0.26,122874.0
Fis-22832,0.22,123595.0
Fis-22832,0.22,123596.0
Fis-22832,0.22,122875.0
Fis-22832,0.22,122876.0
Fis-22832,0.19,123597.0
Fis-22832,0.19,123598.0
Fis-22832,0.19,122877.0
Fis-22832,0.19,122878.0
Fis-22832,0.17,123599.0
Fis-22832,0.17,123600.0
Fis-22832,0.17,122879.0
Fis-22832,0.17,122880.0
Fis-22832,0.44,122141.0
Fis-22832,0.44,122142.0
Fis-22832,0.44,121421.0
Fis-22832,0.44,121422.0
Fis-22832,0.41,122143.0
Fis-22832,0.41,122144.0
Fis-22832,0.41,121423.0
Fis-22832,0.41,121424.0
Fis-22832,0.38,122145.0
Fis-22832,0.38,122146.0
Fis-22832,0.38,121425.0
Fis-22832,0.38,121426.0
Fis-22832,0.36,122147.0
Fis-22832,0.36,122148.0
Fis-22832,0.36,121427.0
Fis-22832,0.36,121428.0
Fis-22832,0.34,122149.0
Fis-22832,0.34,122150.0
Fis-22832,0.34,121429.0
Fis-22832,0.34,121430.0
Fis-22832,0.46,120701.0
Fis-22832,0.46,120702.0
Fis-22832,0.45,119981.0
Fis-22832,0.46,119982.0
Fis-22832,0.43,120703.0
Fis-22832,0.43,120704.0
Fis-22832,0.43,119983.0
Fis-22832,0.43,119984.0
Fis-22832,0.4,120705.0
Fis-22832,0.4,120706.0
Fis-22832,0.4,119985.0
Fis-22832,0.4,119986.0
Fis-22832,0.38,120707.0
Fis-22832,0.38,120708.0
Fis-22832,0.38,119987.0
Fis-22832,0.38,119988.0
Fis-22832,0.36,120709.0
Fis-22832,0.36,120710.0
Fis-22832,0.35,119989.0
Fis-22832,0.36,119990.0
Fis-22832,0.45,119261.0
Fis-22832,0.48,119262.0
Fis-22832,0.39,118541.0
Fis-22832,0.47,118542.0
Fis-22832,0.46,119263.0
Fis-22832,0.46,119264.0
Fis-22832,0.44,118543.0
Fis-22832,0.45,118544.0
Fis-22832,0.43,119265.0
Fis-22832,0.43,119266.0
Fis-22832,0.43,118545.0
Fis-22832,0.43,118546.0
Fis-22832,0.41,119267.0
Fis-22832,0.4,119268.0
Fis-22832,0.41,118547.0
Fis-22832,0.4,118548.0
Fis-22832,0.39,119269.0
Fis-22832,0.39,119270.0
Fis-22832,0.39,118549.0
Fis-22832,0.39,118550.0
Fis-22832,0.38,117821.0
Fis-22832,0.48,117822.0
Fis-22832,0.39,117101.0
Fis-22832,0.47,117102.0
Fis-22832,0.48,117823.0
Fis-22832,0.48,117824.0
Fis-22832,0.47,117103.0
Fis-22832,0.48,117104.0
Fis-22832,0.46,117825.0
Fis-22832,0.46,117826.0
Fis-22832,0.46,117105.0
Fis-22832,0.46,117106.0
Fis-22832,0.44,117827.0
Fis-22832,0.46,117828.0
Fis-22832,0.46,117107.0
Fis-22832,0.46,117108.0
Fis-22832,0.44,117829.0
Fis-22832,0.44,117830.0
Fis-22832,0.44,117109.0
Fis-22832,0.44,117110.0
Fis-22832,0.42,116382.0
Fis-22832,0.38,115662.0
Fis-22832,0.48,116383.0
Fis-22832,0.49,116384.0
Fis-22832,0.47,115663.0
Fis-22832,0.49,115664.0
Fis-22832,0.49,116385.0
Fis-22832,0.5,116386.0
Fis-22832,0.5,115665.0
Fis-22832,0.5,115666.0
Fis-22832,0.49,116387.0
Fis-22832,0.49,116388.0
Fis-22832,0.49,115667.0
Fis-22832,0.49,115668.0
Fis-22832,0.47,116389.0
Fis-22832,0.47,116390.0
Fis-22832,0.47,115669.0
Fis-22832,0.47,115670.0
Fis-22832,0.31,122151.0
Fis-22832,0.31,122152.0
Fis-22832,0.31,121431.0
Fis-22832,0.31,121432.0
Fis-22832,0.29,122153.0
Fis-22832,0.29,122154.0
Fis-22832,0.29,121433.0
Fis-22832,0.29,121434.0
Fis-22832,0.25,122155.0
Fis-22832,0.25,122156.0
Fis-22832,0.25,121435.0
Fis-22832,0.25,121436.0
Fis-22832,0.22,122157.0
Fis-22832,0.22,122158.0
Fis-22832,0.22,121437.0
Fis-22832,0.22,121438.0
Fis-22832,0.19,122159.0
Fis-22832,0.19,122160.0
Fis-22832,0.19,121439.0
Fis-22832,0.19,121440.0
Fis-22832,0.34,120711.0
Fis-22832,0.34,120712.0
Fis-22832,0.34,119991.0
Fis-22832,0.34,119992.0
Fis-22832,0.31,120713.0
Fis-22832,0.31,120714.0
Fis-22832,0.31,119993.0
Fis-22832,0.31,119994.0
Fis-22832,0.28,120715.0
Fis-22832,0.28,120716.0
Fis-22832,0.28,119995.0
Fis-22832,0.28,119996.0
Fis-22832,0.25,120717.0
Fis-22832,0.25,120718.0
Fis-22832,0.25,119997.0
Fis-22832,0.25,119998.0
Fis-22832,0.22,120719.0
Fis-22832,0.22,120720.0
Fis-22832,0.22,119999.0
Fis-22832,0.22,12e4
Fis-22832,0.37,119271.0
Fis-22832,0.37,119272.0
Fis-22832,0.37,118551.0
Fis-22832,0.37,118552.0
Fis-22832,0.34,119273.0
Fis-22832,0.34,119274.0
Fis-22832,0.34,118553.0
Fis-22832,0.34,118554.0
Fis-22832,0.31,119275.0
Fis-22832,0.31,119276.0
Fis-22832,0.31,118555.0
Fis-22832,0.31,118556.0
Fis-22832,0.28,119277.0
Fis-22832,0.28,119278.0
Fis-22832,0.28,118557.0
Fis-22832,0.28,118558.0
Fis-22832,0.25,119279.0
Fis-22832,0.25,119280.0
Fis-22832,0.25,118559.0
Fis-22832,0.25,118560.0
Fis-22832,0.41,117831.0
Fis-22832,0.41,117832.0
Fis-22832,0.41,117111.0
Fis-22832,0.41,117112.0
Fis-22832,0.37,117833.0
Fis-22832,0.37,117834.0
Fis-22832,0.37,117113.0
Fis-22832,0.37,117114.0
Fis-22832,0.34,117835.0
Fis-22832,0.34,117836.0
Fis-22832,0.34,117115.0
Fis-22832,0.34,117116.0
Fis-22832,0.31,117837.0
Fis-22832,0.31,117838.0
Fis-22832,0.31,117117.0
Fis-22832,0.31,117118.0
Fis-22832,0.28,117839.0
Fis-22832,0.28,117840.0
Fis-22832,0.28,117119.0
Fis-22832,0.28,117120.0
Fis-22832,0.44,116391.0
Fis-22832,0.44,116392.0
Fis-22832,0.44,115671.0
Fis-22832,0.44,115672.0
Fis-22832,0.4,116393.0
Fis-22832,0.4,116394.0
Fis-22832,0.4,115673.0
Fis-22832,0.4,115674.0
Fis-22832,0.37,116395.0
Fis-22832,0.37,116396.0
Fis-22832,0.37,115675.0
Fis-22832,0.37,115676.0
Fis-22832,0.34,116397.0
Fis-22832,0.34,116398.0
Fis-22832,0.34,115677.0
Fis-22832,0.34,115678.0
Fis-22832,0.32,116399.0
Fis-22832,0.32,116400.0
Fis-22832,0.32,115679.0
Fis-22832,0.32,115680.0
Fis-22832,0.13,129361.0
Fis-22832,0.13,129362.0
Fis-22832,0.13,128641.0
Fis-22832,0.13,128642.0
Fis-22832,0.12,129363.0
Fis-22832,0.12,129364.0
Fis-22832,0.12,128643.0
Fis-22832,0.12,128644.0
Fis-22832,0.11,129365.0
Fis-22832,0.11,129366.0
Fis-22832,0.11,128645.0
Fis-22832,0.11,128646.0
Fis-22832,0.1,129367.0
Fis-22832,0.1,129368.0
Fis-22832,0.1,128647.0
Fis-22832,0.1,128648.0
Fis-22832,0.1,129369.0
Fis-22832,0.1,129370.0
Fis-22832,0.1,128649.0
Fis-22832,0.1,128650.0
Fis-22832,0.13,127921.0
Fis-22832,0.13,127922.0
Fis-22832,0.13,127201.0
Fis-22832,0.13,127202.0
Fis-22832,0.12,127923.0
Fis-22832,0.12,127924.0
Fis-22832,0.12,127203.0
Fis-22832,0.12,127204.0
Fis-22832,0.11,127925.0
Fis-22832,0.11,127926.0
Fis-22832,0.11,127205.0
Fis-22832,0.11,127206.0
Fis-22832,0.1,127927.0
Fis-22832,0.1,127928.0
Fis-22832,0.1,127207.0
Fis-22832,0.1,127208.0
Fis-22832,0.1,127929.0
Fis-22832,0.1,127930.0
Fis-22832,0.1,127209.0
Fis-22832,0.1,127210.0
Fis-22832,0.13,126481.0
Fis-22832,0.13,126482.0
Fis-22832,0.13,125761.0
Fis-22832,0.13,125762.0
Fis-22832,0.12,126483.0
Fis-22832,0.12,126484.0
Fis-22832,0.12,125763.0
Fis-22832,0.12,125764.0
Fis-22832,0.11,126485.0
Fis-22832,0.11,126486.0
Fis-22832,0.11,125765.0
Fis-22832,0.11,125766.0
Fis-22832,0.11,126487.0
Fis-22832,0.11,126488.0
Fis-22832,0.11,125767.0
Fis-22832,0.11,125768.0
Fis-22832,0.1,126489.0
Fis-22832,0.1,126490.0
Fis-22832,0.1,125769.0
Fis-22832,0.1,125770.0
Fis-22832,0.14,125041.0
Fis-22832,0.14,125042.0
Fis-22832,0.14,124321.0
Fis-22832,0.14,124322.0
Fis-22832,0.13,125043.0
Fis-22832,0.13,125044.0
Fis-22832,0.13,124323.0
Fis-22832,0.13,124324.0
Fis-22832,0.12,125045.0
Fis-22832,0.12,125046.0
Fis-22832,0.12,124325.0
Fis-22832,0.12,124326.0
Fis-22832,0.11,125047.0
Fis-22832,0.11,125048.0
Fis-22832,0.11,124327.0
Fis-22832,0.11,124328.0
Fis-22832,0.1,125049.0
Fis-22832,0.1,125050.0
Fis-22832,0.1,124329.0
Fis-22832,0.1,124330.0
Fis-22832,0.15,123601.0
Fis-22832,0.15,123602.0
Fis-22832,0.15,122881.0
Fis-22832,0.15,122882.0
Fis-22832,0.13,123603.0
Fis-22832,0.13,123604.0
Fis-22832,0.13,122883.0
Fis-22832,0.13,122884.0
Fis-22832,0.12,123605.0
Fis-22832,0.12,123606.0
Fis-22832,0.12,122885.0
Fis-22832,0.12,122886.0
Fis-22832,0.11,123607.0
Fis-22832,0.11,123608.0
Fis-22832,0.11,122887.0
Fis-22832,0.11,122888.0
Fis-22832,0.1,123609.0
Fis-22832,0.1,123610.0
Fis-22832,0.1,122889.0
Fis-22832,0.1,122890.0
Fis-22832,0.1,129371.0
Fis-22832,0.1,129372.0
Fis-22832,0.1,128651.0
Fis-22832,0.1,128652.0
Fis-22832,0.1,129373.0
Fis-22832,0.1,129374.0
Fis-22832,0.1,128653.0
Fis-22832,0.1,128654.0
Fis-22832,0.09,129375.0
Fis-22832,0.09,129376.0
Fis-22832,0.09,128655.0
Fis-22832,0.09,128656.0
Fis-22832,0.09,129377.0
Fis-22832,0.09,129378.0
Fis-22832,0.09,128657.0
Fis-22832,0.09,128658.0
Fis-22832,0.09,129379.0
Fis-22832,0.09,129380.0
Fis-22832,0.09,128659.0
Fis-22832,0.09,128660.0
Fis-22832,0.1,127931.0
Fis-22832,0.1,127932.0
Fis-22832,0.1,127211.0
Fis-22832,0.1,127212.0
Fis-22832,0.1,127933.0
Fis-22832,0.1,127934.0
Fis-22832,0.1,127213.0
Fis-22832,0.1,127214.0
Fis-22832,0.09,127935.0
Fis-22832,0.09,127936.0
Fis-22832,0.09,127215.0
Fis-22832,0.09,127216.0
Fis-22832,0.09,127937.0
Fis-22832,0.09,127938.0
Fis-22832,0.09,127217.0
Fis-22832,0.09,127218.0
