"","X.1","X","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","total_area","log_total_area"
"1729",1729,1729,"ITS-180629",2060,"Arctocephalus pusillus",NA,NA,"MAMMMARINE","LC","Increasing",2747437.20423367,2303346.61574843,28.4259259259259,15.8333333333333,55.7407407407407,64.2259414225941,"AM",2747437.20423367,14.8261791093968
"1730",1730,1730,"ITS-180634",2057,"Arctocephalus galapagoensis",NA,NA,"MAMMMARINE","EN","Decreasing",179653.692937392,154872.937750919,53.448275862069,13.7931034482759,32.7586206896552,79.4871794871795,"AM",179653.692937392,12.0987863486198
"1731",1731,1731,"ITS-180635",2059,"Arctocephalus philippii",NA,NA,"MAMMMARINE","NT","Increasing",4112905.93118227,1308721.4574179,28.9340101522843,68.4644670050761,2.60152284263959,91.7505030181087,"IUCN",4112905.93118227,15.229640375855
"1732",1732,1732,"ITS-180659",13653,"Monachus monachus",NA,NA,"MAMMMARINE","CR","Decreasing",2548308.97634453,645752.3037199,19.140625,74.90234375,5.95703125,76.2645914396887,"IUCN",2548308.97634453,14.7509405506241
"1733",1733,1733,"ITS-180661",13654,"Monachus schauinslandi",NA,NA,"MAMMMARINE","CR","Decreasing",3641494.20724601,475770.862737733,13.1455399061033,86.8544600938967,0,100,"IUCN",3641494.20724601,15.1079046518784
"1734",1734,1734,"ITS-180671",13583,"Mirounga leonina",NA,NA,"MAMMMARINE","LC","Unknown",170674274.56515,73573243.6887555,52.2890940137098,44.2921131431117,3.4187928431785,93.8630003109591,"IUCN",170674274.56515,18.9552674708723
"1735",1735,1735,"ITS-612591",41711,"Eubalaena japonica",NA,133706,"MAMMMARINE","EN","Unknown",38146115.8842391,6769317.0105323,21.4687556711633,78.1924868429012,0.338757485935515,98.4466019417476,"IUCN",38146115.8842391,17.4569344988272
"1736",1736,1736,"ITS-612591",133706,"Eubalaena japonica",41711,NA,"MAMMMARINE","CR","Unknown",38146115.8842391,6769317.0105323,21.4687556711633,78.1924868429012,0.338757485935515,98.4466019417476,"IUCN",38146115.8842391,17.4569344988272
"1737",1737,1737,"Fis-112900",187465,"Halichoeres stigmaticus",NA,NA,"WRASSES","LC","Unknown",1560595.35782934,593756.603098714,14.1791044776119,60.8208955223881,25,36.1904761904762,"IUCN",1560595.35782934,14.260577946054
"1738",1738,1738,"Fis-113012",46079214,"Antennablennius adenensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1876904.50880188,1625906.30531698,22.5460122699387,13.0368098159509,64.4171779141104,63.3620689655172,"AM",1876904.50880188,14.4451344399015
"1739",1739,1739,"Fis-113020",46079868,"Mimoblennius cirrosus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2265511.06262843,1508702.87918112,41.7201540436457,32.6059050064185,25.6739409499358,61.9047619047619,"IUCN",2265511.06262843,14.6333109261621
"1740",1740,1740,"Fis-113024",46079911,"Parablennius opercularis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1263485.45041775,691059.367724955,19.1343963553531,43.7357630979499,37.129840546697,34.0080971659919,"IUCN",1263485.45041775,14.0493846904435
"1741",1741,1741,"Fis-113197",187429,"Bodianus sanguineus",NA,NA,"WRASSES","LC","Unknown",477266.506776276,361663.524441125,18.452380952381,23.8095238095238,57.7380952380952,43.6619718309859,"AM",477266.506776276,13.0758303282634
"1742",1742,1742,"Fis-113245",187505,"Cirrhilabrus flavidorsalis",NA,NA,"WRASSES","LC","Unknown",5212494.07660941,3836768.09032942,29.1347851677457,26.3684520306062,44.496762801648,52.492046659597,"AM",5212494.07660941,15.4665690087067
"1743",1743,1743,"Fis-113380",48342460,"Meiacanthus abditus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3303154.65469848,1076870.58625291,16.2011173184358,67.5046554934823,16.2942271880819,49.8567335243553,"IUCN",3303154.65469848,15.010388525771
"1744",1744,1744,"Fis-113466",48342398,"Meiacanthus crinitus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2837764.10012228,694890.137720409,11.2798264642082,75.4880694143167,13.2321041214751,46.0176991150442,"IUCN",2837764.10012228,14.8585270113736
"1745",1745,1745,"Fis-113469",48342185,"Meiacanthus geminatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1735970.2097322,414227.367120029,7.58377425044092,76.1904761904762,16.2257495590829,31.8518518518519,"IUCN",1735970.2097322,14.3670770137627
"1746",1746,1746,"Fis-113542",48342099,"Meiacanthus tongaensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",402918.434111401,177767.646977258,8.08823529411765,55.1470588235294,36.7647058823529,18.0327868852459,"IUCN",402918.434111401,12.9064894236979
"1747",1747,1747,"Fis-114176",187630,"Pictilabrus viridis",NA,NA,"WRASSES","LC","Unknown",604219.361909177,302795.329090104,23.9495798319328,50.4201680672269,25.6302521008403,48.3050847457627,"IUCN",604219.361909177,13.3116925929512
"1748",1748,1748,"Fis-115419",48342234,"Ecsenius lubbocki",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",467174.27164707,193559.432826986,14.4736842105263,58.5526315789474,26.9736842105263,34.9206349206349,"IUCN",467174.27164707,13.0544576397312
"1749",1749,1749,"Fis-121765",196065,"Myxine mcmillanae",NA,NA,"hagfishes","LC","Unknown",1933799.19587078,183860.062422892,5.68862275449102,90.1197604790419,4.19161676646707,57.5757575757576,"IUCN",1933799.19587078,14.474997121203
"1750",1750,1750,"Fis-125999",185136,"Parablennius salensis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",220253.70994432,220253.70994432,10.8108108108108,0,89.1891891891892,100,"AM",220253.70994432,12.3025353878987
"1751",1751,1751,"Fis-126141",187499,"Choerodon zosterophorus",NA,NA,"WRASSES","LC","Unknown",8453980.41371887,5090793.63264922,27.0728190338861,40.1946647440519,32.732516222062,45.2682338758288,"IUCN",8453980.41371887,15.9501479432998
"1752",1752,1752,"Fis-127175",193637,"Torquigener andersonae",NA,NA,"PUFFERFISH","LC","Unknown",109975.746305278,78333.4799928782,13.953488372093,27.906976744186,58.1395348837209,33.3333333333333,"AM",109975.746305278,11.6080151323296
"1753",1753,1753,"Fis-131556",196072,"Nemamyxine kreffti",NA,NA,"hagfishes","NT","Unknown",1634819.1594961,186941.28337348,6.62650602409639,89.0060240963855,4.36746987951807,60.2739726027397,"IUCN",1634819.1594961,14.3070427503834
"1754",1754,1754,"Fis-131591",196064,"Myxine mccoskeri",NA,NA,"hagfishes","LC","Unknown",2561138.12588405,675072.460410063,11.5083798882682,75.195530726257,13.2960893854749,46.3963963963964,"IUCN",2561138.12588405,14.7559622980826
"1755",1755,1755,"Fis-131598",196068,"Myxine robinsorum",NA,NA,"hagfishes","LC","Unknown",353913.741903634,79110.7734865237,4.58015267175572,80.1526717557252,15.2671755725191,23.0769230769231,"IUCN",353913.741903634,12.7768084954854
"1756",1756,1756,"Fis-131607",196017,"Eptatretus caribbeaus",NA,NA,"hagfishes","LC","Unknown",1316909.79242626,444323.90431596,10.8888888888889,67.1111111111111,22,33.1081081081081,"IUCN",1316909.79242626,14.0907984836387
"1757",1757,1757,"Fis-131620",196082,"Paramyxine fernholmi",NA,NA,"hagfishes","VU","Unknown",373282.404587367,25845.6044209245,4.65116279069767,93.0232558139535,2.32558139534884,66.6666666666667,"IUCN",373282.404587367,12.8300905290138
"1758",1758,1758,"Fis-131621",196022,"Eptatretus fritzi",NA,NA,"hagfishes","LC","Unknown",1391864.60837003,65023.8444523745,0.819672131147541,95.0819672131148,4.0983606557377,16.6666666666667,"IUCN",1391864.60837003,14.1461548510441
"1759",1759,1759,"Fis-131624",154797,"Eptatretus mendozai",NA,NA,"hagfishes","LC","Unknown",1731630.67092769,108169.674634782,4,93.8333333333333,2.16666666666667,64.8648648648649,"IUCN",1731630.67092769,14.3645741068716
"1760",1760,1760,"Fis-131708",196043,"Eptatretus sinus",NA,NA,"hagfishes","LC","Unknown",986425.233901172,88168.1556440127,9.06432748538012,90.6432748538012,0.292397660818713,96.875,"IUCN",986425.233901172,13.8018428123189
"1761",1761,1761,"Fis-132096",187440,"Cirrhilabrus condei",NA,NA,"WRASSES","LC","Unknown",3104836.90742859,1264495.59966882,12.007874015748,59.4488188976378,28.5433070866142,29.6116504854369,"IUCN",3104836.90742859,14.9484717461823
"1762",1762,1762,"Fis-132105",187580,"Cirrhilabrus pylei",NA,NA,"WRASSES","LC","Unknown",2967448.66207194,426965.775634848,3.7037037037037,85.4938271604938,10.8024691358025,25.531914893617,"IUCN",2967448.66207194,14.9032131052563
"1763",1763,1763,"Fis-132106",187770,"Cirrhilabrus walindi",NA,NA,"WRASSES","LC","Unknown",3729308.59005262,1594009.73410325,6.66118421052632,57.3190789473684,36.0197368421053,15.606936416185,"IUCN",3729308.59005262,15.1317334098407
"1764",1764,1764,"Fis-132342",187537,"Halichoeres orientalis",NA,NA,"WRASSES","LC","Unknown",1422569.84758785,1037531.33578642,28.4615384615385,25.9615384615385,45.5769230769231,52.2968197879859,"AM",1422569.84758785,14.1679755457721
"1765",1765,1765,"Fis-132415",196025,"Eptatretus grouseri",NA,NA,"hagfishes","LC","Unknown",99124.6722533128,6195.71960877179,6.25,93.75,0,100,"IUCN",99124.6722533128,11.5041336525338
"1766",1766,1766,"Fis-134060",193614,"Torquigener vicinus",NA,NA,"PUFFERFISH","LC","Unknown",415016.201457789,172106.999135527,8.80503144654088,59.1194968553459,32.0754716981132,21.5384615384615,"IUCN",415016.201457789,12.9360728381081
"1767",1767,1767,"Fis-134084",193628,"Lagocephalus suezensis",NA,NA,"PUFFERFISH","LC","Unknown",19127961.6712836,17129078.8244431,4.08775252525253,10.7165404040404,85.1957070707071,27.6119402985075,"AM",19127961.6712836,16.7666617843167
"1768",1768,1768,"Fis-134094",167006,"Takifugu ocellatus",NA,NA,"PUFFERFISH","NT","Decreasing",1363903.88927118,1363903.88927118,4.91803278688525,0,95.0819672131148,100,"AM",1363903.88927118,14.1258616524918
"1769",1769,1769,"Fis-135029",187659,"Coris hewetti",NA,NA,"WRASSES","LC","Unknown",180390.751993621,174306.215727353,15.2542372881356,3.38983050847458,81.3559322033898,81.8181818181818,"AM",180390.751993621,12.1028806214032
"1770",1770,1770,"Fis-135071",187603,"Coris roseoviridis",NA,NA,"WRASSES","LC","Unknown",1047076.12136907,634913.656232319,3.59116022099448,38.3977900552486,58.0110497237569,8.55263157894737,"AM",1047076.12136907,13.8615121914783
"1771",1771,1771,"Fis-138294",48342258,"Parablennius cyclops",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",914498.549422557,626064.270960577,41.4330218068536,32.398753894081,26.1682242990654,61.2903225806452,"IUCN",914498.549422557,13.7261311606145
"1772",1772,1772,"Fis-138523",187798,"Cirrhilabrus adornatus",NA,NA,"WRASSES","LC","Unknown",815696.690043452,352875.814581391,17.7358490566038,56.9811320754717,25.2830188679245,41.2280701754386,"IUCN",815696.690043452,13.6117978614693
"1773",1773,1773,"Fis-139509",187595,"Centrolabrus caeruleus",NA,NA,"WRASSES","LC","Unknown",203503.965105852,203503.965105852,10.7142857142857,0,89.2857142857143,100,"AM",203503.965105852,12.2234407682246
"1774",1774,1774,"Fis-139756",187738,"Stethojulis terina",NA,NA,"WRASSES","LC","Unknown",2476456.32794534,2147384.43916908,25.7174392935982,14.0176600441501,60.2649006622517,64.7222222222222,"AM",2476456.32794534,14.722339196268
"1775",1775,1775,"Fis-140176",183754,"Xyrichtys mundiceps",NA,NA,"WRASSES","LC","Unknown",851445.395108456,372292.608556783,9.75609756097561,55.4006968641115,34.8432055749129,21.875,"IUCN",851445.395108456,13.6546906491466
"1776",1776,1776,"Fis-142115",187371,"Choerodon margaritiferus",NA,NA,"WRASSES","LC","Unknown",6094715.41845772,1378380.50501975,11.1441307578009,77.2164437840515,11.6394254581476,48.9130434782609,"IUCN",6094715.41845772,15.6229326288243
"1777",1777,1777,"Fis-142137",187687,"Halichoeres chlorocephalus",NA,NA,"WRASSES","LC","Unknown",5525264.0517776,2601847.02939198,23.9046034387133,53.1891292290627,22.9062673322241,51.0663507109005,"IUCN",5525264.0517776,15.524841596403
"1778",1778,1778,"Fis-143520",196069,"Myxine sotoi",NA,NA,"hagfishes","VU","Unknown",430794.17122271,192759.066154627,10,53.3333333333333,36.6666666666667,21.4285714285714,"IUCN",430794.17122271,12.9733856940491
"1779",1779,1779,"Fis-143809",185140,"Parablennius sierraensis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",778211.394981068,282721.222812005,24.7058823529412,63.5294117647059,11.7647058823529,67.741935483871,"IUCN",778211.394981068,13.5647534821664
"1780",1780,1780,"Fis-144755",48342256,"Salarias patzneri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",8539628.51667569,6155454.63670388,21.4772319827895,28.2179992828971,50.3047687343134,43.2178932178932,"AM",8539628.51667569,15.9602280656003
"1781",1781,1781,"Fis-145041",132803,"Cephalopholis polyspila",NA,NA,"GROUPERS","LC","Unknown",160612.634336758,160612.634336758,5.76923076923077,0,94.2307692307692,100,"AM",160612.634336758,11.9867507469943
"1782",1782,1782,"Fis-145098",48342518,"Entomacrodus williamsi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3890949.99267691,2600404.84034662,22.2924901185771,33.201581027668,44.5059288537549,40.1709401709402,"AM",3890949.99267691,15.174163899835
"1783",1783,1783,"Fis-145099",48342356,"Entomacrodus lemuria",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1184938.10148731,817179.872306459,11.2219451371571,30.1745635910224,58.6034912718205,27.1084337349398,"AM",1184938.10148731,13.9852010961553
"1784",1784,1784,"Fis-145208",190748,"Scarus trispinosus",NA,NA,"PARROTFISH","EN","Decreasing",917707.224315309,820334.577027601,54.5454545454545,10.7142857142857,34.7402597402597,83.5820895522388,"AM",917707.224315309,13.7296336909733
"1785",1785,1785,"Fis-145245",187415,"Cirrhilabrus earlei",NA,NA,"WRASSES","LC","Unknown",3160743.61313774,236152.498067798,1.454898157129,92.5315227934045,6.01357904946654,19.4805194805195,"IUCN",3160743.61313774,14.9663178784928
"1786",1786,1786,"Fis-145250",187413,"Paracheilinus attenuatus",NA,NA,"WRASSES","LC","Unknown",1120659.63249817,241012.677449143,7.54716981132075,78.9757412398922,13.4770889487871,35.8974358974359,"IUCN",1120659.63249817,13.9294280274915
"1787",1787,1787,"Fis-145261",196034,"Eptatretus menezesi",NA,NA,"hagfishes","LC","Unknown",786512.665616411,303000.154964978,13.5646687697161,64.3533123028391,22.0820189274448,38.0530973451327,"IUCN",786512.665616411,13.5753641051225
"1788",1788,1788,"Fis-145446",48342448,"Dodekablennos fraseri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",150946.11315399,141959.163216684,11.5384615384615,5.76923076923077,82.6923076923077,66.6666666666667,"AM",150946.11315399,11.9246781855752
"1789",1789,1789,"Fis-145460",48321164,"Alticus montanoi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2388665.73450732,1599501.5863124,17.3482032218092,31.7224287484511,50.9293680297398,35.3535353535354,"AM",2388665.73450732,14.6862454979363
"1790",1790,1790,"Fis-145524",193779,"Takifugu snyderi",NA,NA,"PUFFERFISH","LC","Unknown",1024198.74829408,999043.844859245,39.6551724137931,2.46305418719212,57.8817733990148,94.1520467836257,"AM",1024198.74829408,13.8394211558795
"1791",1791,1791,"Fis-145527",193624,"Takifugu reticularis",NA,NA,"PUFFERFISH","LC","Decreasing",1349358.98198153,810109.557264174,1.89753320683112,39.4686907020873,58.6337760910816,4.58715596330275,"AM",1349358.98198153,14.1151402094862
"1792",1792,1792,"Fis-145595",187635,"Paracheilinus flavianalis",NA,NA,"WRASSES","LC","Unknown",2473137.33880991,1651204.81445613,11.4914425427873,34.2298288508557,54.278728606357,25.1336898395722,"AM",2473137.33880991,14.7209980802668
"1793",1793,1793,"Fis-145631",48342416,"Meiacanthus fraseri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",814275.809409114,161761.656256189,3.30882352941176,79.7794117647059,16.9117647058824,16.3636363636364,"IUCN",814275.809409114,13.6100544197919
"1794",1794,1794,"Fis-145633",48342122,"Praealticus triangulus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1843571.1539209,1720947.07998369,11.3144758735441,6.65557404326123,82.0299500831947,62.962962962963,"AM",1843571.1539209,14.4272150931021
"1795",1795,1795,"Fis-145639",196688,"Hypleurochilus multifilis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",2312055.7518091,265405.721203365,8,87.75,4.25,65.3061224489796,"IUCN",2312055.7518091,14.6536476225879
"1796",1796,1796,"Fis-145643",48342148,"Enchelyurus brunneolus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",571719.579804752,545773.636645017,18,4.5,77.5,80,"AM",571719.579804752,13.2564039050559
"1797",1797,1797,"Fis-146176",48342339,"Ecsenius tricolor",NA,NA,"COMBTOOTHBLENNIES","VU","Unknown",3780822.85168235,201343.861863382,2.02922077922078,94.6428571428571,3.32792207792208,37.8787878787879,"IUCN",3780822.85168235,15.1454522295359
"1798",1798,1798,"Fis-146270",187427,"Cirrhilabrus bathyphilus",NA,NA,"WRASSES","LC","Unknown",1902674.50820848,303230.043304837,6.26959247648903,83.8557993730408,9.87460815047022,38.8349514563107,"IUCN",1902674.50820848,14.4587710902452
"1799",1799,1799,"Fis-148572",165613,"Prognathodes brasiliensis",NA,NA,"BUTTERFLYFISH","LC","Unknown",878991.290158115,658721.287336553,45.0847457627119,25.4237288135593,29.4915254237288,63.9423076923077,"AM",878991.290158115,13.6865302678106
"1800",1800,1800,"Fis-149115",187390,"Suezichthys caudavittatus",NA,NA,"WRASSES","LC","Unknown",2267340.07809195,1868748.93734595,42.2535211267606,17.4135723431498,40.3329065300896,70.8154506437768,"AM",2267340.07809195,14.6341179306306
"1801",1801,1801,"Fis-149493",196033,"Eptatretus mccoskeri",NA,NA,"hagfishes","LC","Unknown",55758.1736437759,9292.28186435241,5.55555555555556,83.3333333333333,11.1111111111111,33.3333333333333,"IUCN",55758.1736437759,10.9287792910202
"1802",1802,1802,"Fis-149524",190680,"Siphonognathus caninis",NA,NA,"PARROTFISH","LC","Unknown",935243.287437378,930247.311532649,45.1612903225806,0.537634408602151,54.3010752688172,98.8235294117647,"AM",935243.287437378,13.7485619748923
"1803",1803,1803,"Fis-150216",193725,"Canthigaster jamestyleri",NA,NA,"PUFFERFISH","LC","Unknown",2470240.74139958,2025439.63059591,17.5785797438882,17.6949941792782,64.7264260768335,49.8349834983498,"AM",2470240.74139958,14.7198261700083
"1804",1804,1804,"Fis-150301",48342378,"Meiacanthus urostigma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",873257.018164466,232125.789465179,10.1754385964912,73.3333333333333,16.4912280701754,38.1578947368421,"IUCN",873257.018164466,13.6799851994698
"1805",1805,1805,"Fis-150910",193695,"Canthigaster natalensis",NA,NA,"PUFFERFISH","LC","Unknown",1671911.23370403,508932.733281821,11.0320284697509,68.8612099644128,20.1067615658363,35.4285714285714,"IUCN",1671911.23370403,14.3294779813275
"1806",1806,1806,"Fis-153187",187410,"Cirrhilabrus marjorie",NA,NA,"WRASSES","LC","Unknown",4201104.45142003,426837.269511039,3.89891696750903,89.5306859205776,6.57039711191336,37.2413793103448,"IUCN",4201104.45142003,15.2508580133083
"1807",1807,1807,"Fis-160906",170179,"Acanthopagrus chinshira",NA,NA,"SEABREAMS_PORGIES","NT","Unknown",701352.002282528,70405.3007066007,7.08661417322835,90.1574803149606,2.75590551181102,72,"IUCN",701352.002282528,13.4607651830415
"1808",1808,1808,"Fis-161080",187622,"Epibulus brevis",NA,NA,"WRASSES","LC","Unknown",6965370.14496179,6536005.28329654,30.2776553547818,6.17011899515205,63.5522256500661,83.0713422007255,"AM",6965370.14496179,15.7564613073535
"1809",1809,1809,"Fis-161183",187543,"Cirrhilabrus cenderawasih",NA,NA,"WRASSES","LC","Unknown",308495.377099924,74296.7407012036,6,76,18,25,"IUCN",308495.377099924,12.6394621371259
"1810",1810,1810,"Fis-161547",187742,"Cirrhilabrus beauperryi",NA,NA,"WRASSES","LC","Unknown",3938505.74857002,1726919.95559314,17.3508907823393,56.4678543764524,26.1812548412084,39.8576512455516,"IUCN",3938505.74857002,15.1863119577081
"1811",1811,1811,"Fis-161602",169679,"Centropyge abei",NA,NA,"ANGELFISH","LC","Stable",2468184.27236674,126208.359956924,1.36986301369863,94.8941469489415,3.7359900373599,26.8292682926829,"IUCN",2468184.27236674,14.7189933258744
