iucn_sid,cellarea_tot,ocean_range,marine_range,mpa2015,pct2015,cat2015,speciesid
133271,19873803.6,18278615.22,18063818.080296,426254.522016,0.0235971443092066,2-5%,iucn133271
133272,19936968.8,18123381.19,17872138.005468,461064.510988,0.0257979493470192,2-5%,iucn133272
133276,2162250.13,1856787.28,1819967.236656,4437.730028,0.0024383570971057,0-2%,iucn133276
133277,23649483.71,21682622.03,21415233.284716,455007.294668,0.0212468988135066,2-5%,iucn133277
133281,3504099.38,3108352.08,3081914.55202,60691.712884,0.0196928603501419,0-2%,iucn133281
133282,165687.07,144090.73,140481.098152,5.56822,3.96367915203454e-05,0-2%,iucn133282
133283,8440334.07,7389516.06,7240859.149636,86125.75742,0.0118944113730385,0-2%,iucn133283
133284,29381499.89,26580623.7,26226355.030236,572246.497016,0.0218195207209033,2-5%,iucn133284
133285,8497358.88,7430852.8,7281048.855172,86712.204296,0.011909301258761,0-2%,iucn133285
133286,70541.06,55180.73,56550.928216,214.038408,0.00378487877656873,0-2%,iucn133286
133287,3136254.87,2822813.99,2796467.726196,4839.892948,0.00173071654024903,0-2%,iucn133287
133289,10707580.52,9579038.58,9419520.307192,182459.058448,0.019370313189801,0-2%,iucn133289
133290,27654021.94,24957488.01,24622579.916988,520146.409404,0.0211247729180943,2-5%,iucn133290
133291,9942034.86,8947364.72,8795014.124772,126303.457992,0.0143608021772534,0-2%,iucn133291
133292,27891805.47,25410973.23,25107231.787184,469190.114084,0.0186874490211023,0-2%,iucn133292
133294,9519697.76,8423984.73,8271865.708504,331072.229832,0.0400238883824766,2-5%,iucn133294
133295,2072840.51,1659201.17,1629966.991864,4762.997312,0.00292214341503513,0-2%,iucn133295
133296,8427270.58,7373859.13,7225078.587472,86399.73372,0.0119583105808446,0-2%,iucn133296
133297,627775.13,475518.34,460881.10494,2667.281784,0.00578735330090662,0-2%,iucn133297
133298,26895522.83,24470533.49,24158978.128548,467533.611256,0.0193523752854235,0-2%,iucn133298
133299,19471267.54,17934276.54,17741341.151152,397690.75786,0.0224160481708665,2-5%,iucn133299
133302,19403630.3,17588285.58,17347630.990184,458165.589644,0.026410844795076,2-5%,iucn133302
133304,21802657.37,19569339.36,19280958.84178,464043.072828,0.0240674271770376,2-5%,iucn133304
133305,2536976.16,2519052.67,2516034.965756,47296.086708,0.018797865431806,0-2%,iucn133305
133307,19810799.19,17893167.37,17633853.940196,420373.996588,0.023839031332213,2-5%,iucn133307
133308,22632668.64,20763071.49,20551963.057172,381076.463128,0.0185420955685796,0-2%,iucn133308
133309,619001.61,550783.1,537096.6077,3507.121668,0.00652977810271133,0-2%,iucn133309
133311,1893761.61,1724140.9,1693051.733896,20934.712968,0.0123650757675465,0-2%,iucn133311
133313,26354807.59,24029808.59,23743816.67226,420453.309156,0.0177079074926997,0-2%,iucn133313
133315,23778955.32,21771229.53,21505351.180156,444616.207928,0.0206746778605628,2-5%,iucn133315
133317,17086826.59,15485577.13,15273373.087236,380702.853024,0.0249259185151546,2-5%,iucn133317
133319,26692704.78,24258141.81,23964639.596112,422279.946104,0.0176209595980117,0-2%,iucn133319
133320,17488589.93,15812302.33,15581989.918916,411183.594624,0.0263883879250132,2-5%,iucn133320
133321,13662337.75,12435685.81,12265087.46524,299770.779392,0.024440981790107,2-5%,iucn133321
133324,23468644.6,21069494.57,20768344.475188,461936.148024,0.0222423192458059,2-5%,iucn133324
133325,26511347.58,24140548.04,23842138.346992,467136.032224,0.0195928748263025,0-2%,iucn133325
133327,11701254.01,10872536.03,10764756.176848,326718.20094,0.0303507293219219,2-5%,iucn133327
133328,89474.44,82494.71,81728.04288,3047.801008,0.0372919857199448,2-5%,iucn133328
133329,19351438.39,17480319.59,17225878.605288,442016.263592,0.025660012689066,2-5%,iucn133329
133331,560212.72,538007.8,535231.481952,41613.43646,0.0777484842786806,5-10%,iucn133331
133332,24239936.06,21909786.98,21621614.926392,494159.58934,0.022854888084091,2-5%,iucn133332
133333,19924080.01,18023241.87,17770297.303592,446542.215352,0.025128573130948,2-5%,iucn133333
133334,872860.04,735124.26,719954.840072,2205.682372,0.00306363989688495,0-2%,iucn133334
133336,624754.45,472497.66,457860.42494,2667.281784,0.00582553467980888,0-2%,iucn133336
133337,25881651.85,23639949.86,23344916.76678,502147.017972,0.0215099082591958,2-5%,iucn133337
133340,1289170.38,1084129.5,1051428.917432,64933.273472,0.0617571691204693,5-10%,iucn133340
133343,25793085.48,23557793.54,23266236.2932,507758.27328,0.0218238251722906,2-5%,iucn133343
133344,627775.13,475518.34,460881.10494,2667.281784,0.00578735330090662,0-2%,iucn133344
133345,28937817.62,26428371.64,26126535.615972,470471.91826,0.018007436009709,0-2%,iucn133345
133347,1903126.21,1613811.01,1574181.42236,4726.774632,0.00300268734267849,0-2%,iucn133347
133348,1539494.61,1243632.34,1217403.827076,2674.06052,0.00219652711822226,0-2%,iucn133348
133349,589414.82,574341.11,572524.1061,5587.729748,0.0097598156801873,0-2%,iucn133349
133351,28222794.04,25645429.65,25327713.311244,474989.742852,0.0187537555015333,0-2%,iucn133351
133352,6735390.52,5877217.42,5744608.770168,76024.335032,0.0132340317806841,0-2%,iucn133352
133355,6570541.95,5684459.49,5552434.71624,77023.189812,0.0138719667584239,0-2%,iucn133355
133357,10512767.29,9300712.7,9128379.530388,232652.474644,0.0254867223552121,2-5%,iucn133357
133358,9052164.43,8118237.92,7980906.318024,124330.66154,0.0155785140917157,0-2%,iucn133358
133359,18572561.42,16837300.26,16612958.657144,410003.670972,0.0246797502740843,2-5%,iucn133359
133360,19227339.66,17642174.59,17442210.54516,369284.291428,0.0211718744290971,2-5%,iucn133360
133362,1197289.52,975060.98,954775.428528,2971.109168,0.00311184083631125,0-2%,iucn133362
133365,25434947.94,23022968.4,22722032.845332,469529.676264,0.0206640699562434,2-5%,iucn133365
133366,16748006.27,14754124.14,14491907.767132,465098.488372,0.0320936688147336,2-5%,iucn133366
133368,8127162.91,7059827.82,6914171.141696,78206.146916,0.0113109938000199,0-2%,iucn133368
133370,5706834.01,5125651.75,5077593.171028,14145.712192,0.00278590893668153,0-2%,iucn133370
133371,25637376.88,23534206.33,23253363.587872,410327.795808,0.0176459544984714,0-2%,iucn133371
133372,7388322.33,7112852.77,7077189.656924,16312.764912,0.00230497778112253,0-2%,iucn133372
133373,3493118.47,3088421.4,3063392.149376,60076.381868,0.0196110647734856,0-2%,iucn133373
133375,13745544.53,12515294.1,12341266.464192,369387.319792,0.0299310707587241,2-5%,iucn133375
133376,18700852.42,16995192.78,16779569.006424,146310.483564,0.00871956148027316,0-2%,iucn133376
133377,3334256.2,2964291.32,2937972.863388,60000.945152,0.0204225661508692,2-5%,iucn133377
133378,26771328.65,24284215.86,23978767.88746,469354.077832,0.019573736233439,0-2%,iucn133378
133379,6167383.84,5339523.75,5214210.9218,76024.335032,0.0145802185934119,0-2%,iucn133379
133381,3356097.92,2965766.39,2941287.511444,57552.210572,0.0195670128636099,0-2%,iucn133381
133383,14874966.74,13657545.35,13486559.28408,410220.369584,0.0304169774471861,2-5%,iucn133383
133384,3286874.63,2897628.03,2848417.943148,32813.575308,0.0115199299972585,0-2%,iucn133384
133385,165133.12,140534.7,137012.802008,90.5276,0.000660723659930072,0-2%,iucn133385
133386,15369981.36,13669822.61,13449734.130512,428006.328608,0.0318226609132018,2-5%,iucn133386
133387,15833691.47,14717303.36,14556134.484408,132230.253928,0.00908415995123157,0-2%,iucn133387
133388,1168944.26,1106000.54,1101639.262068,38661.203092,0.0350942494727585,2-5%,iucn133388
133392,19264080.45,17053761.58,16764013.609336,421614.735188,0.0251499876469439,2-5%,iucn133392
133393,11580860.24,10552033.16,10401968.804392,130627.637088,0.0125579723939227,0-2%,iucn133393
133395,4827485.14,4268075.18,4206562.703064,63457.779176,0.0150854233385796,0-2%,iucn133395
133396,8440334.07,7389516.06,7240859.149636,86125.75742,0.0118944113730385,0-2%,iucn133396
133398,29825555.88,27030517.58,26666518.031416,528113.008036,0.0198043481872596,0-2%,iucn133398
133399,630788.42,550400.89,535874.102852,8756.261644,0.0163401470558064,0-2%,iucn133399
133400,3368777.49,2991473.65,2965258.535804,60151.40732,0.0202853837510969,2-5%,iucn133400
133401,6947030.85,6082390.87,5938189.010888,79274.630116,0.0133499674683048,0-2%,iucn133401
133402,3978963.73,3470939.5,3430449.53622,5928.389344,0.00172816690098653,0-2%,iucn133402
133403,24048313.41,21687609.09,21396189.116568,502726.669976,0.0234960846175507,2-5%,iucn133403
133405,17306236.95,15340854.47,15093188.247004,355018.128928,0.0235217452481235,2-5%,iucn133405
133406,27679256.31,25192307.04,24892044.693924,498536.31656,0.0200279375475205,2-5%,iucn133406
133407,29084427.12,26489465.47,26145192.4395,488731.94276,0.0186929946639684,0-2%,iucn133407
133408,20740394.06,18875700.01,18634936.798128,471155.60638,0.0252834560956134,2-5%,iucn133408
133409,8589314.79,7496476.6,7344302.711172,87780.265868,0.0119521579270515,0-2%,iucn133409
133410,26757188.23,24398377.34,24102534.616984,468568.829336,0.0194406454251421,0-2%,iucn133410
133412,3166366.85,2766164.67,2729479.917288,4756.073744,0.0017424835089923,0-2%,iucn133412
133414,27284523.81,24831460.77,24519187.899712,506696.339948,0.0206652986232856,2-5%,iucn133414
133415,15354552.43,14123984.04,13952643.269716,415169.696144,0.0297556303933549,2-5%,iucn133415
133416,1495329.06,1193966.84,1170680.629772,2722.73008,0.00232576674693104,0-2%,iucn133416
133417,19408859.33,17911418.08,17722573.884892,375318.1585,0.0211774069013727,2-5%,iucn133417
133419,26780306.75,24389930.62,24086811.899968,503778.061144,0.0209150992350577,2-5%,iucn133419
133420,21562947.02,19807381.03,19573981.225656,441086.743732,0.0225343397772273,2-5%,iucn133420
133421,63177.98,62118.34,61505.848164,2.288636,3.72100551137438e-05,0-2%,iucn133421
133422,16029482.9,14533449.08,14329989.871256,408025.57624,0.0284735425430023,2-5%,iucn133422
133423,25023026.76,22906437.09,22632799.823808,444947.681688,0.0196594184171571,0-2%,iucn133423
133425,3536762.5,3130686.05,3099275.739008,60289.083696,0.019452636284404,0-2%,iucn133425
133428,27726527.25,25141219.1,24824653.941808,546634.055796,0.0220198056769442,2-5%,iucn133428
133429,16597141.67,14987469.23,14759771.43994,405530.240648,0.0274753740122719,2-5%,iucn133429
133430,3857577.95,3370736.49,3309709.383364,214519.236516,0.0648151277554049,5-10%,iucn133430
133432,15955550.24,14356127.26,14145920.673992,371147.742456,0.0262370863664162,2-5%,iucn133432
133433,17864106.97,16207397.58,15982735.252316,398366.680376,0.024924812560996,2-5%,iucn133433
133434,8509404.02,7435963.34,7285992.94392,86837.62366,0.0119184336751882,0-2%,iucn133434
133435,8937877.03,7888803.57,7740342.420028,89299.607428,0.0115369065839954,0-2%,iucn133435
133437,19036725.96,17284534.61,17050681.611176,339422.977716,0.0199067102099615,0-2%,iucn133437
133439,1778100.92,1515409.95,1501636.270584,41250.6039,0.0274704365551568,2-5%,iucn133439
133440,25308886.12,23152730.12,22866297.430684,501510.015628,0.021932279029793,2-5%,iucn133440
133441,3636885.12,3260514.49,3209576.394016,76818.813552,0.0239342530357659,2-5%,iucn133441
133442,24979937.77,22505667.04,22201757.702348,422502.416032,0.0190301336361002,0-2%,iucn133442
133443,17200109.27,15728748.33,15523580.539316,378220.544816,0.0243642595120433,2-5%,iucn133443
133444,824392.81,713790.83,707233.13932,6444.28348,0.00911196481289909,0-2%,iucn133444
133445,1994617.21,1566710.39,1534822.501172,5711.52998,0.00372129674645677,0-2%,iucn133445
133447,8031137.86,7115557.03,6977111.69072,79542.566656,0.0114005006916826,0-2%,iucn133447
133450,12655417.88,11227672.66,11022225.678232,436333.076268,0.0395866578135596,2-5%,iucn133450
133451,25770041.46,23489515.54,23207847.900956,462487.812724,0.0199280784111373,0-2%,iucn133451
133454,36724.74,31766.99,30485.852688,0,0,gap,iucn133454
133455,89060.11,83153.6,80747.74524,1519.824132,0.0188218770379625,0-2%,iucn133455
133457,3306111.35,2939257.46,2912851.212992,59858.732672,0.0205498764938683,2-5%,iucn133457
133458,27421587.19,24885018.32,24574268.436524,465378.506488,0.0189376342042525,0-2%,iucn133458
133459,24418381.33,21894573.23,21583078.597924,505696.036528,0.0234302087273426,2-5%,iucn133459
133460,8228062.4,7177686.56,7024547.500432,89436.275844,0.0127319625696174,0-2%,iucn133460
133462,116135.16,115829.33,115737.631496,999.26892,0.00863391540922051,0-2%,iucn133462
133464,8307810.27,7303672.93,7156779.568896,88612.109128,0.0123815618847779,0-2%,iucn133464
133466,650670.44,557821.14,555091.802896,6807.521168,0.0122637753475805,0-2%,iucn133466
133468,28797409.39,26095937.59,25759859.598468,510044.78214,0.0197999830003085,0-2%,iucn133468
133469,1921670.36,1504002.03,1474104.48918,5711.52998,0.00387457607104714,0-2%,iucn133469
133470,16128477.31,14558237.1,14352475.738932,416568.502744,0.0290241565511957,2-5%,iucn133470
133472,12066197.19,10768369.48,10593453.201356,306472.981492,0.0289304134984776,2-5%,iucn133472
133474,23430905.02,21057091.75,20759936.97442,468249.747188,0.0225554512889403,2-5%,iucn133474
133475,8091539.52,7158574.35,7025156.808984,80503.477052,0.0114593138973139,0-2%,iucn133475
133476,1639227.31,1461945.49,1425708.527228,4307.493324,0.00302130010569204,0-2%,iucn133476
133478,26927327.68,24243668.34,23910775.320424,527946.170936,0.0220798432447751,2-5%,iucn133478
133479,26444486.69,24135535.69,23829646.861628,433932.516148,0.0182097753553682,0-2%,iucn133479
133481,8646182.21,8252778.39,8206514.506944,293938.374448,0.0358176877892901,2-5%,iucn133481
133482,26394969.11,24034915.87,23741861.49592,511002.616848,0.0215232751204372,2-5%,iucn133482
133483,12320749.23,10892648.67,10704437.574712,111927.717368,0.0104561978699765,0-2%,iucn133483
133484,4482314.85,3854765.53,3802112.934892,8260.731612,0.00217266865910038,0-2%,iucn133484
133485,16330579.46,15191042.18,15026824.343936,382085.788072,0.0254269151835923,2-5%,iucn133485
133487,70541.06,55180.73,56550.928216,214.038408,0.00378487877656873,0-2%,iucn133487
133488,2729964.97,2474176.36,2452551.357388,3111.335828,0.00126861189619027,0-2%,iucn133488
133489,7339599.66,6366303.97,6216297.351984,89160.680748,0.0143430527369389,0-2%,iucn133489
133492,25337907.09,23050538.06,22749955.409816,468013.107276,0.0205720450368032,2-5%,iucn133492
133493,21027431.96,19215960.18,18972944.42724,441070.95086,0.0232473642955883,2-5%,iucn133493
133494,9138720.36,8041213.81,7886806.538268,128958.312068,0.0163511443373531,0-2%,iucn133494
133495,17484324.69,15961389.07,15751952.03226,445731.36162,0.0282968968358424,2-5%,iucn133495
133496,23888185.59,21763570.13,21480063.865828,463381.486432,0.0215726307578247,2-5%,iucn133496
133497,11724989.15,10433041.79,10263893.392408,321775.208428,0.0313502095282878,2-5%,iucn133497
133498,24641905.48,22251362.65,21948477.93212,464085.756148,0.0211443252504013,2-5%,iucn133498
133500,3667561.49,3194438.15,3118333.587252,68343.185272,0.0219165728616696,2-5%,iucn133500
133502,29174501.11,26507696.03,26167165.460284,509352.545748,0.0194653313336932,0-2%,iucn133502
133504,3482005.87,3078696.25,3052804.28926,60378.179392,0.0197779397796364,0-2%,iucn133504
133506,806730.02,654017.8,639788.654336,2667.281784,0.00416900450785302,0-2%,iucn133506
133509,17457991.21,15957515.6,15768322.735344,377598.03586,0.0239466202079712,2-5%,iucn133509
133511,2512086.19,2027039.26,1985577.402436,32431.278188,0.0163334242967369,0-2%,iucn133511
133512,364351.38,278991.36,267405.982768,2495.53318,0.00933237601555501,0-2%,iucn133512
133513,20012122.31,17972501.49,17716218.258792,418781.728856,0.0236383252192195,2-5%,iucn133513
133516,17374415.7,15624760.75,15390697.912168,386588.166664,0.0251182999543095,2-5%,iucn133516
133517,147940.47,122350.82,120952.16414,2284.880576,0.0188907787822241,0-2%,iucn133517
133518,10476472.87,9212867.61,9030029.357144,151178.053088,0.016741701173806,0-2%,iucn133518
133521,3542444.33,3137487.23,3111612.811176,60520.391872,0.0194498466051523,0-2%,iucn133521
133522,3476426.03,3072810.16,3047694.407028,60076.381868,0.0197120753739166,0-2%,iucn133522
133523,20053681.04,18081552.41,17830944.62648,455003.644736,0.0255176410598176,2-5%,iucn133523
133525,25674114.72,23106841.43,22788454.808844,508364.28854,0.0223079753675404,2-5%,iucn133525
133526,9588929.63,8740588.43,8622583.262728,375827.328668,0.0435863960041479,2-5%,iucn133526
133527,691492.74,561660.22,553878.159208,1362.552984,0.00246002295152482,0-2%,iucn133527
133528,19471525.35,17146333.96,16875483.622368,417197.344844,0.0247220971072507,2-5%,iucn133528
133530,16862784.66,15059038.3,14847119.101792,101412.440632,0.00683044568691847,0-2%,iucn133530
133532,22297396.8,20266673.2,19996681.420148,463334.439964,0.023170566666985,2-5%,iucn133532
133534,5505460.29,5251562.09,5220660.737248,15755.513096,0.003017915526207,0-2%,iucn133534
133535,4168906.61,3630353.74,3597291.018832,58914.763556,0.0163775361091383,0-2%,iucn133535
133537,4412098.9,3721611.32,3647892.532468,90590.307036,0.0248336008338246,2-5%,iucn133537
133538,26616565.44,24293175.85,23999249.529412,459633.829988,0.0191520084586271,0-2%,iucn133538
133540,2503263.68,2303765.66,2284475.293884,3726.440272,0.00163120182650976,0-2%,iucn133540
133542,7999985.5,6946743.15,6783164.23964,90554.61492,0.013349907465134,0-2%,iucn133542
133543,589414.82,574341.11,572524.1061,5587.729748,0.0097598156801873,0-2%,iucn133543
133544,48328.12,47692.35,47447.26692,59.270404,0.00124918478655335,0-2%,iucn133544
133545,13427390.11,12226178.97,12064387.280056,376267.809996,0.0311883066467884,2-5%,iucn133545
133547,19762586.99,17987851.98,17762302.792728,419015.160476,0.0235901372342075,2-5%,iucn133547
133548,22796374.76,20719832.5,20452565.06464,514052.905608,0.0251339088267581,2-5%,iucn133548
133551,26054817.76,23765247.71,23465007.320332,467329.959516,0.0199160372352012,0-2%,iucn133551
133556,25558023.83,23285796.32,22997583.909636,423350.46886,0.018408475887009,0-2%,iucn133556
133557,14375666.43,12817924.88,12626388.186072,156124.888956,0.0123649682439052,0-2%,iucn133557
133560,22468527.08,20501170.15,20239696.080736,446083.934368,0.0220400510258936,2-5%,iucn133560
133561,735845.87,687662.15,676936.177844,2200.813268,0.00325113849729446,0-2%,iucn133561
133562,627775.13,475518.34,460881.10494,2667.281784,0.00578735330090662,0-2%,iucn133562
133563,21965524.16,19970075.57,19705275.61014,413133.537336,0.0209656310071303,2-5%,iucn133563
133564,3340857.39,2966594.78,2941128.806332,59699.147628,0.0202980391404391,2-5%,iucn133564
133566,11337057.72,9960283.19,9768633.397696,440504.976612,0.0450938180069175,2-5%,iucn133566
133568,7239428.02,6327262.05,6185928.466924,76096.044876,0.0123014750789447,0-2%,iucn133568
133569,28583768.75,25875031.98,25537891.014808,515374.996628,0.0201807970881058,2-5%,iucn133569
133570,27511075.43,24976820.54,24663699.767672,504441.0787,0.0204527740546533,2-5%,iucn133570
133571,10354918.47,9043103.48,8867268.007588,82477.573784,0.00930135118431307,0-2%,iucn133571
133572,1479892.45,1196247.82,1168287.876676,3741.497848,0.00320254786743595,0-2%,iucn133572
133574,28856.39,27125.83,26624.762872,2392.338396,0.0898538855538844,5-10%,iucn133574
133575,3611526.27,3189001.57,3159377.64734,60706.719304,0.0192147714139559,0-2%,iucn133575
133577,3955311.84,3500700.41,3452304.902504,9742.688184,0.00282208219121478,0-2%,iucn133577
133581,2641185.82,2183662.81,2144971.997444,47885.592472,0.0223245769777235,2-5%,iucn133581
133582,12606619.5,11102622.56,10903149.069428,172015.935756,0.0157767205291475,0-2%,iucn133582
133584,3320660.58,2938203.24,2912461.68764,59858.732672,0.0205526249241425,2-5%,iucn133584
133586,691492.74,561660.22,553878.159208,1362.552984,0.00246002295152482,0-2%,iucn133586
133587,19103842.47,17788400.8,17619470.767844,415218.485772,0.0235658886264498,2-5%,iucn133587
133589,22485222.61,20461561.92,20211451.237468,353159.20136,0.0174732233331822,0-2%,iucn133589
133590,15244139.08,13609218.07,13402210.30466,92192.602268,0.00687891028213042,0-2%,iucn133590
133591,3334860.66,2961114.12,2935037.31166,59964.1949,0.0204304710750288,2-5%,iucn133591
133592,16484518.36,15011954.68,14809078.024012,166800.78166,0.011263414332043,0-2%,iucn133592
133595,27243739.34,24702699.09,24385518.728316,370660.606932,0.0152000296184635,0-2%,iucn133595
133597,1321896.77,1035534.12,1012312.951008,3942.57372,0.00389461946137726,0-2%,iucn133597
133598,6167383.84,5339523.75,5214210.9218,76024.335032,0.0145802185934119,0-2%,iucn133598
133599,21828558.75,19798257.9,19531234.460312,456706.2013,0.0233833761111229,2-5%,iucn133599
133600,8589324.41,7509046.14,7349840.581676,89995.965248,0.0122446145937329,0-2%,iucn133600
133602,1595489.87,1371873.15,1338610.894512,30963.620928,0.0231311586174472,2-5%,iucn133602
133604,686249.56,579621.34,567396.130744,2345.986016,0.00413465282698319,0-2%,iucn133604
133606,23767657.96,21607227.88,21329004.845932,422754.291368,0.0198206289708181,0-2%,iucn133606
133607,26051946.93,23778421.91,23492009.618236,458215.812896,0.0195051773067683,0-2%,iucn133607
133608,624754.45,472497.66,457860.42494,2667.281784,0.00582553467980888,0-2%,iucn133608
133610,58005.83,47158.77,46137.168788,191.564596,0.00415206656655154,0-2%,iucn133610
133611,3080527.19,2733569.17,2708114.524364,56664.098072,0.0209238189752361,2-5%,iucn133611
133613,27570064.17,25062840.46,24754858.677148,469950.219316,0.0189841608649467,0-2%,iucn133613
133614,12118619.99,10817897.47,10648173.41964,93472.707344,0.00877828559512324,0-2%,iucn133614
133618,3567629.08,3161125.57,3134723.691396,60670.85404,0.0193544503480564,0-2%,iucn133618
133619,13096029.41,12157499.24,12037780.345152,383889.790664,0.0318904133201438,2-5%,iucn133619
133620,9748507.19,8606525.08,8453664.093928,310453.143896,0.0367240927066157,2-5%,iucn133620
133621,24643121.37,22204946.72,21910322.57272,420359.41738,0.0191854508752591,0-2%,iucn133621
133622,14517260.57,13374533.79,13206124.2154,147064.01924,0.0111360469461967,0-2%,iucn133622
133625,698687.21,683554.41,681778.787972,5587.729748,0.00819581049833056,0-2%,iucn133625
133628,13258564.31,11974673.79,11800446.405936,210518.032016,0.0178398362887444,0-2%,iucn133628
133629,9922106.64,8681867.85,8509241.377416,102513.897484,0.0120473603858597,0-2%,iucn133629
133630,8153677.02,7167306.14,7015114.690184,81740.062448,0.0116519923134508,0-2%,iucn133630
133631,743980.71,566436.63,546340.135796,3278.848,0.00600147744083056,0-2%,iucn133631
133633,28356152.42,25629516.11,25293111.501868,501871.595836,0.0198422244649076,0-2%,iucn133633
133634,25668093.43,23217407.97,22906095.288188,470154.299788,0.020525292236536,2-5%,iucn133634
133636,17803044.35,16400138.8,16206494.155816,416913.197448,0.0257250700515252,2-5%,iucn133636
133637,2257162.39,2093136.43,2077993.372348,3055.868972,0.00147058648630196,0-2%,iucn133637
133638,19983244.01,18154039.06,17926428.382956,470106.686532,0.0262242247306198,2-5%,iucn133638
133639,9610028.4,8517314.59,8359556.189988,86945.43414,0.0104007236944148,0-2%,iucn133639
133640,17950087.44,16056218.33,15829251.27904,419856.400352,0.0265240846171887,2-5%,iucn133640
133642,16411014.77,14453887.67,14195194.206652,224976.252524,0.0158487618590364,0-2%,iucn133642
133643,624754.45,472497.66,457860.42494,2667.281784,0.00582553467980888,0-2%,iucn133643
133645,1501533.94,1320506.55,1311395.40946,679.66532,0.000518276421510328,0-2%,iucn133645
133646,27788964.39,25300586.25,24997427.010228,470329.379268,0.0188151116143097,0-2%,iucn133646
133647,20607728.62,18705599.5,18463737.637328,442041.074296,0.02394103961932,2-5%,iucn133647
133648,28137539.47,25546499.34,25223445.586516,528218.97736,0.0209415868878111,2-5%,iucn133648
133649,26013612.62,23797268.97,23514449.981308,461524.121188,0.0196272556472668,0-2%,iucn133649
133651,25038044.28,22546713.3,22239974.036984,448932.145076,0.0201858214550722,2-5%,iucn133651
133653,2831805.64,2586742.59,2556866.527372,12579.83516,0.00492002027690112,0-2%,iucn133653
133654,23120487.45,20669917.28,20369450.370088,460007.197648,0.0225831914602619,2-5%,iucn133654
133656,8363147.34,7309666.57,7160420.69024,86396.050164,0.0120657785207735,0-2%,iucn133656
133658,11544571.29,10424375.28,10263888.269564,134683.486592,0.0131220725571793,0-2%,iucn133658
133659,1311687.35,1042361.93,1022308.686064,2668.4923,0.00261026081102175,0-2%,iucn133659
133660,20506141.57,18729628.59,18491743.048504,441032.58114,0.0238502438619857,2-5%,iucn133660
133662,27325147.75,24774917.4,24459854.398464,470374.207712,0.0192304582050798,0-2%,iucn133662
133665,1031214.3,835120.18,816742.481928,2729.164876,0.00334152433158312,0-2%,iucn133665
133666,21623434.88,19627862.05,19358568.224696,463332.751228,0.0239342468848972,2-5%,iucn133666
133668,23813021.7,21408001.58,21100896.322624,426210.460388,0.0201986898504887,2-5%,iucn133668
133671,5804907.46,5033136.47,4930707.489448,75785.4345,0.0153700933714249,0-2%,iucn133671
133672,11328966.49,10103701.05,9918863.47926,93158.457196,0.0093920495418443,0-2%,iucn133672
133673,23866365.71,21704178.74,21429018.351028,457136.386052,0.0213325864285365,2-5%,iucn133673
133674,23665842.14,21166866.36,20858495.063384,477712.455528,0.0229025370275442,2-5%,iucn133674
133676,5203489.27,5073663.04,5052252.471352,53438.109632,0.0105770861482106,0-2%,iucn133676
133677,624754.45,472497.66,457860.42494,2667.281784,0.00582553467980888,0-2%,iucn133677
133679,23083352.9,20634546.72,20338606.785684,406447.984648,0.0199840622777609,0-2%,iucn133679
133680,5706710.65,4996034.34,4925006.324928,65041.754348,0.0132064306230004,0-2%,iucn133680
133681,1076079.69,959381.29,949008.522256,196678.498856,0.207246293624901,>10%,iucn133681
133682,20858667.74,18744552.07,18474889.228104,410153.813124,0.0222006101395225,2-5%,iucn133682
133684,404918.96,335907.08,326030.656616,7982.16236,0.0244828582773473,2-5%,iucn133684
133685,26829288.78,24351907.64,24048324.933276,504510.195048,0.0209790160623579,2-5%,iucn133685
133686,3293873.63,2918504.07,2892276.757332,59858.732672,0.020696059780675,2-5%,iucn133686
133687,3920960.5,3417854.55,3378326.230524,5779.828128,0.0017108555342518,0-2%,iucn133687
133689,10237402.86,9063665.07,8896623.876292,149245.012612,0.0167754661416802,0-2%,iucn133689
133690,10232235.03,9065890.98,8894927.757804,98916.927768,0.0111205993417108,0-2%,iucn133690
133692,1145782.38,956513.66,941296.990444,1283.121304,0.00136314183198946,0-2%,iucn133692
133693,15318127.88,13778305.08,13586129.273052,391582.368476,0.0288222171750346,2-5%,iucn133693
133694,9483911.82,8383759.28,8223199.776352,89557.3611,0.010890816657227,0-2%,iucn133694
133697,26767480.25,24230881.81,23914135.892196,496699.291644,0.0207701124507739,2-5%,iucn133697
133699,625124.23,508956.7,492378.829108,1183.62874,0.0024038985229001,0-2%,iucn133699
133701,527033.21,522358.13,522390.422184,1058.27464,0.00202583086339061,0-2%,iucn133701
133702,29416409.51,26666501.65,26315547.605056,527332.034488,0.0200388014873262,2-5%,iucn133702
133703,70541.06,55180.73,56550.928216,214.038408,0.00378487877656873,0-2%,iucn133703
136315,2254322.27,1901077.85,1863637.271884,153538.037984,0.0823862241329743,5-10%,iucn136315
136623,24617076.85,23438799.35,23269786.431436,153561.11924,0.00659916324081723,0-2%,iucn136623
153534,2493046.34,2015616.87,1974366.901844,32431.278188,0.016426165854842,0-2%,iucn153534
153535,3297051.34,2752165.42,2698127.109012,40769.258072,0.0151102066080678,0-2%,iucn153535
153538,14174959.32,11472975.18,11188312.12982,108349.896492,0.00968420394736906,0-2%,iucn153538
154623,25814692.86,23836989,23583545.903904,442985.07786,0.0187836502477207,0-2%,iucn154623
154630,338364.1,279960.39,269987.481604,8834.016284,0.0327200958782125,2-5%,iucn154630
