"","X.1","X","am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area"
"668",668,679,"Fis-119162","Coris ballieui","LC",187498,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,899268.977450621,384151.326744287,686464.650923599,18.9274447949527,23.9747634069401,57.0977917981073,44.1176470588235,"AM",13.7093374649778
"669",669,680,"Fis-119366","Chlorurus oedema","LC",190746,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,12150243.6698623,10577993.5762657,2860702.19505168,10.4059040590406,76.6543665436654,12.939729397294,44.5732349841939,"IUCN",16.3128597826824
"670",670,681,"Fis-121729","Chlorurus bleekeri","LC",190744,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,13429890.6136794,4533568.14537173,12611442.972552,27.6518585675431,6.11967361740707,66.2284678150499,81.8791946308725,"AM",16.4129934235429
"671",671,682,"Fis-121730","Scarus xanthopleura","LC",190725,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,16489190.8745596,10741378.478914,9909097.95863344,24.7906807426283,40.8809610484165,34.3283582089552,41.9334975369458,"IUCN",16.6182156256885
"672",672,683,"Fis-123148","Chlorurus atrilunula","LC",190699,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,2531936.70774166,1664331.53909986,1493030.55655864,24.9414519906323,40.3981264637002,34.6604215456674,41.8467583497053,"IUCN",14.7444950649913
"673",673,684,"Fis-123150","Chlorurus enneacanthus","LC",190692,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,3985400.05436732,2721440.79870793,1920659.59358426,16.338880484115,52.1936459909228,31.4674735249622,34.1772151898734,"IUCN",15.1981482552222
"674",674,685,"Fis-123151","Chlorurus bowersi","NT",190711,"NT","Unknown",NA,NA,"NT","iucn","PARROTFISH",NA,"iucn",0.2,NA,6085465.65137165,4704584.02630724,2695931.71632419,21.7456359102244,55.2618453865337,22.9925187032419,48.6064659977703,"IUCN",15.6214138059413
"675",675,686,"Fis-123152","Chlorurus frontalis","LC",190762,"LC","Stable",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,0,16016271.3574745,7994237.19947663,10548521.4415166,15.8438145297541,33.8464426506476,50.3097428195983,31.8851530034001,"AM",16.5891157232929
"676",676,687,"Fis-123153","Chlorurus perspicillatus","LC",190718,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,889241.297721275,360068.387056185,686464.650923599,17.5718849840256,23.0031948881789,59.4249201277955,43.3070866141732,"AM",13.6981239036748
"677",677,688,"Fis-123736","Thunnus orientalis","LC",170341,"VU","Decreasing",NA,NA,"VU","iucn","TUNAS_BILLFISHES",170341,"iucn",0.4,-0.5,154749039.772953,152989544.786856,51245827.445644,32.0210578559274,66.2967952353942,1.68214690867839,95.0089407804775,"IUCN",18.8573152644884
"678",678,689,"Fis-126019","Labrus viridis","VU",187654,"VU","Decreasing",NA,NA,"VU","iucn","WRASSES",NA,"iucn",0.4,-0.5,3122768.5999991,1451388.67052138,2928340.25839796,40.3590944574551,5.77673692427791,53.864168618267,87.4788494077834,"AM",14.9542305380987
"679",679,690,"Fis-127090","Hypleurochilus fissicornis",NA,185149,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185149,"iucn",0,NA,1989188.14403088,1577421.9566536,861639.296328826,20.1799485861183,60.9254498714653,18.8946015424165,51.6447368421053,"IUCN",14.5032371456355
"680",680,691,"Fis-127171","Torquigener squamicauda",NA,193760,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193760,"iucn",0,NA,2719428.62853005,2620952.19564336,338382.509314562,9.25726587728741,86.8675995694295,3.8751345532831,70.4918032786885,"IUCN",14.8159323531654
"681",681,692,"Fis-127179","Contusus brevicaudus",NA,193631,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193631,"iucn",0,NA,1144489.34232021,818152.543107048,716604.918731039,34.2672413793103,36.4224137931034,29.3103448275862,53.8983050847458,"IUCN",13.9504691062477
"682",682,693,"Fis-127185","Tetractenos glaber",NA,193661,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193661,"iucn",0,NA,2076735.19429111,1813229.66092264,750089.903642539,24.3542435424354,62.3616236162362,13.2841328413284,64.7058823529412,"IUCN",14.5463076004071
"683",683,694,"Fis-127204","Bodianus frenchii","NT",187506,"NT","Decreasing",NA,NA,"NT","iucn","WRASSES",NA,"iucn",0.2,-0.5,1423406.45304651,1048345.61841899,925884.358183101,38.3512544802867,35.4838709677419,26.1648745519713,59.4444444444444,"IUCN",14.168563467381
"684",684,695,"Fis-127206","Pteragogus enneacanthus","LC",187604,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,14124002.6694974,7603164.26676134,10457056.9554325,27.6772407919949,26.6340217159889,45.6887374920162,50.9604076832615,"AM",16.4633862250347
"685",685,696,"Fis-128051","Coris cuvieri","LC",187640,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,7558577.56690685,3846259.36815949,6044711.17243647,30.7509881422925,20.3162055335968,48.9328063241107,60.2167182662539,"AM",15.8381935779273
"686",686,697,"Fis-128246","Parablennius yatabei","LC",154829,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",154829,"iucn",0,0,3163152.11962379,1842922.66308997,1694177.78044682,12.5552608311229,43.7665782493369,43.6781609195402,22.3270440251572,"IUCN",14.9670795945944
"687",687,698,"Fis-130735","Halichoeres bicolor","LC",187598,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,10462776.0783438,7969094.3703707,4769542.58896267,21.4430599826137,55.056505360765,23.5004346566213,47.7111540941328,"IUCN",16.1633343808481
"688",688,699,"Fis-130760","Cirrisalarias bunares",NA,48342287,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342287,"iucn",0,0,5583108.45239223,4154096.60866482,1761678.41170932,5.98290598290598,68.5363247863248,25.4807692307692,19.0152801358234,"IUCN",15.5352562495726
"689",689,701,"Fis-132769","Symphodus doderleini","LC",187775,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,2486841.4604371,1341904.14096218,2376597.18225572,49.6551724137931,4.5320197044335,45.8128078817734,91.6363636363636,"AM",14.7265239734424
"690",690,702,"Fis-133251","Scomber colias","LC",170357,"LC","Unknown",NA,NA,"LC","iucn","TUNAS_BILLFISHES",170357,"iucn",0,NA,12481441.6816021,7890474.3702727,7328814.11485921,23.1578947368421,39.5175438596491,37.3245614035088,38.2886149383611,"IUCN",16.3397534335929
"691",691,703,"Fis-133976","Omegophora cyanopunctata",NA,193803,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193803,"iucn",0,NA,903358.201253222,605994.543010876,562488.578847255,29.0140845070423,38.3098591549296,32.6760563380282,47.0319634703196,"IUCN",13.7138744328715
"692",692,704,"Fis-133990","Tetractenos hamiltoni",NA,193784,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193784,"iucn",0,NA,622486.079911585,200999.078938493,512379.392552526,15.0214592274678,18.8841201716738,66.0944206008584,44.3037974683544,"AM",13.3414765454832
"693",693,705,"Fis-134077","Canthigaster papua",NA,193623,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193623,"iucn",0,NA,15194484.3342758,8325925.02559919,11693775.2340953,31.5705128205128,23.3373397435897,45.0921474358974,57.4972637723459,"AM",16.5364430472172
"694",694,706,"Fis-134684","Pseudocheilinus ocellatus","LC",155314,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,12070340.8159404,5457127.04310068,8172251.53276415,12.9318854886476,32.3790720631787,54.6890424481737,28.5403050108932,"AM",16.3062618292898
"695",695,707,"Fis-135733","Epinephelus coeruleopunctatus","LC",132751,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,NA,24178743.8713662,14151516.9481544,18070176.1080708,33.2505587285821,25.341445244599,41.407996026819,56.7493112947658,"AM",17.0009844527265
"696",696,708,"Fis-136667","Abudefduf declivifrons","LC",183460,"LC","Unknown",NA,NA,"LC","iucn","DAMSELFISH",183460,"iucn",0,NA,853974.761881961,416864.852872364,738562.006389634,35.2739726027397,13.3561643835616,51.3698630136986,72.5352112676056,"AM",13.6576569195026
"697",697,709,"Fis-138052","Dentex spariformis",NA,170157,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170157,"iucn",0,NA,9271207.67749029,8755054.22099806,947740.887294587,4.69948849104859,89.6739130434783,5.62659846547315,45.5108359133127,"IUCN",16.042424207103
"698",698,710,"Fis-138277","Parablennius tasmanianus",NA,48342223,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342223,"iucn",0,0,1571236.06959341,1297630.13590573,703207.724252159,27.6295133437991,54.3171114599686,18.0533751962323,60.4810996563574,"IUCN",14.2673731730356
"699",699,711,"Fis-138530","Stegastes beebei","VU",183462,"VU","Unknown",NA,NA,"VU","iucn","DAMSELFISH",183462,"iucn",0.4,NA,287146.884719409,123704.490897101,188180.755889122,8.60215053763441,34.4086021505376,56.989247311828,20,"AM",12.5677491572676
"700",700,712,"Fis-138631","Prognathodes falcifer","LC",165701,"LC","Unknown",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,NA,2150200.24001946,1824019.19532493,545435.873811449,10.062893081761,75.2201257861635,14.7169811320755,40.6091370558376,"IUCN",14.5810715306598
"701",701,713,"Fis-138814","Halichoeres leucurus","LC",187478,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,12667935.6021963,7081170.82859083,8943901.18004164,26.1534783648099,30.2175472149175,43.6289744202725,46.3952502120441,"AM",16.3545846031257
"702",702,714,"Fis-138816","Halichoeres papilionaceus","LC",155221,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,8052541.46707,4090825.77201893,6770051.2123151,34.8323170731707,15.967987804878,49.1996951219512,68.5671417854464,"AM",15.9014983097638
"703",703,715,"Fis-138844","Omobranchus rotundiceps","LC",155108,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",155108,"iucn",0,0,8477609.48268442,6899484.36291005,2453044.99033744,10.4688050757843,70.5675008812126,18.9636940430032,35.5688622754491,"IUCN",15.9529390673998
"704",704,716,"Fis-139086","Parablennius intermedius",NA,48342502,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342502,"iucn",0,0,2817936.63603005,2121297.88491485,1499579.96281904,28.3057851239669,47.2107438016529,24.4834710743802,53.6203522504892,"IUCN",14.851515485748
"705",705,717,"Fis-139219","Ophthalmolepis lineolata","LC",187409,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1173283.18295116,636856.191419076,1130952.10607568,50.755939524838,3.88768898488121,45.3563714902808,92.8853754940711,"AM",13.9753165161897
"706",706,718,"Fis-139731","Salaria basilisca","LC",194856,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",194856,"iucn",0,NA,1159905.43975925,918455.989060019,475840.336578546,20.5821205821206,58.8357588357588,20.5821205821206,50,"IUCN",13.9638490423109
"707",707,719,"Fis-139755","Stethojulis notialis","LC",187730,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,3172679.97420972,2372664.34690247,1225019.34103145,13.5640785781104,60.8044901777362,25.6314312441534,34.6062052505967,"IUCN",14.970087206421
"708",708,720,"Fis-140317","Ctenochaetus flavicauda","LC",178018,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178018,"iucn",0,NA,4998120.00102355,2223730.35691814,3221352.58270626,8.9179548156956,35.4934601664685,55.5885850178359,20.0803212851406,"AM",15.4245723998974
"709",709,721,"Fis-142138","Halichoeres nigrescens","LC",187600,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,18424872.7740533,11666801.5781211,13684773.0551459,37.3185450986788,26.1295057902463,36.5519491110749,58.8174807197943,"AM",16.7292120909441
"710",710,722,"Fis-142714","Omobranchus obliquus",NA,48342168,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342168,"iucn",0,0,14047674.5641062,8897097.75077384,8443044.23350082,23.2628398791541,40.0949503668537,36.6422097539922,38.8328530259366,"IUCN",16.457967428594
"711",711,723,"Fis-143216","Centropyge bispinosa","LC",165871,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,27635470.0272019,12408406.7935519,23282267.9932104,28.9219411573119,15.9700358267289,55.1080230159592,64.4256348246675,"AM",17.1346106515073
"712",712,724,"Fis-143219","Centropyge ferrugata","LC",165849,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,5696484.25185313,4824794.55523872,1530676.86285951,12.0959332638165,71.584984358707,16.3190823774765,42.5688073394495,"IUCN",15.5553597445862
"713",713,725,"Fis-143220","Centropyge flavissima","LC",165878,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,14666548.2223726,6553405.30714556,10262305.4431876,14.6615008156607,29.9551386623165,55.3833605220228,32.8610603290676,"AM",16.5010798274345
"714",714,726,"Fis-143223","Centropyge venusta","LC",165900,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,5911145.01359663,5312339.34849346,1088115.75047335,8.64072764022233,80.6973218797372,10.6619504800404,44.7643979057592,"IUCN",15.5923501123421
"715",715,727,"Fis-143281","Scarus fuscocaudalis","LC",190702,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,9833480.00150425,6703732.06361064,5934824.80370552,28.3700980392157,39.7671568627451,31.8627450980392,47.1007121057986,"IUCN",16.1013034479379
"716",716,728,"Fis-143889","Zebrasoma desjardinii","LC",178024,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178024,"iucn",0,0,7936760.65601283,3080464.69233869,7162084.47945909,28.9969834087481,10.1432880844646,60.8597285067873,74.0847784200385,"AM",15.8870157721456
"717",717,729,"Fis-145088","Halichoeres kallochroma","LC",187766,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,6983858.46579747,6412346.30752535,799668.026939386,3.2258064516129,88.666085440279,8.10810810810811,28.4615384615385,"IUCN",15.7591121108033
"718",718,730,"Fis-145135","Scarus iseri","LC",190732,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,4516157.16520602,2940739.28165301,3059573.46499721,32.7296248382924,32.5355756791721,34.7347994825356,50.1486620416254,"AM",15.3231720055075
"719",719,731,"Fis-145166","Ctenochaetus cyanocheilus","LC",177958,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177958,"iucn",0,0,17357459.5380559,5484094.57929926,15934815.8339592,23.3904828551435,8.4149755073478,68.1945416375087,73.5423542354235,"AM",16.669532916514
"720",720,732,"Fis-145167","Ctenochaetus truncatus","LC",177992,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177992,"iucn",0,NA,6792562.75816796,3033115.78633947,5614768.7199226,27.1441202475685,17.816091954023,55.0397877984085,60.3736479842674,"AM",15.7313388595727
"721",721,733,"Fis-145444","Omobranchus germaini",NA,48342171,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342171,"iucn",0,0,13464025.5878363,7693908.71102716,10567236.9854965,35.3914988814318,21.8568232662192,42.751677852349,61.8210238374365,"AM",16.4155319153142
"722",722,734,"Fis-145453","Praealticus bilineatus",NA,48342217,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342217,"iucn",0,0,7763592.92048809,3768015.40238982,5820537.31816919,23.2421875,24.6875,52.0703125,48.4922575387123,"AM",15.8649557902231
"723",723,735,"Fis-145458","Atrosalarias hosokawai",NA,48342427,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342427,"iucn",0,0,7652491.12973827,4570299.08212373,5118460.06419557,26.1538461538462,33.767258382643,40.0788954635108,43.6471362738644,"AM",15.8505417906685
"724",724,736,"Fis-145465","Praealticus striatus",NA,48342289,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342289,"iucn",0,0,8373018.69271921,5535300.28281105,4816369.21383372,23.5804701627486,42.6039783001808,33.8155515370705,41.0838059231254,"IUCN",15.9405250336837
"725",725,737,"Fis-145583","Choerodon sugillatum","LC",187720,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,5210784.48883649,4455584.27457451,1742694.37487221,18.8755020080321,66.7240390131956,14.4004589787722,56.7241379310345,"IUCN",15.4662409760675
"726",726,738,"Fis-145609","Bodianus trilineatus","LC",187753,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,2628744.9728868,1957416.70460625,1219518.88633609,20.8853575482406,53.5754824063564,25.539160045403,44.9877750611247,"IUCN",14.7820170936384
"727",727,739,"Fis-146038","Ophioblennius macclurei",NA,46104090,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46104090,"iucn",0,NA,3994873.6852962,1808713.29267917,3551542.21826122,34.0925789860397,10.6539309331374,55.2534900808229,76.1904761904762,"AM",15.2005225184839
"728",728,740,"Fis-146179","Iniistius pentadactylus","LC",187411,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,17944201.2859356,11114207.7231876,12766884.2500598,32.6813774657305,29.4215981277165,37.897024406553,52.6244952893674,"AM",16.70277757257
"729",729,741,"Fis-146180","Iniistius aneitensis","LC",187395,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,15604657.9836938,5451561.50190978,13695845.560535,22.5349378881988,12.402950310559,65.0621118012422,64.5,"AM",16.5630800163494
"730",730,742,"Fis-146181","Iniistius baldwini","LC",187731,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,11605527.798489,10681539.8268572,1343791.7869334,3.62281603288798,88.1808838643371,8.19630010277492,30.6521739130435,"IUCN",16.2669920769227
"731",731,743,"Fis-146727","Naso elegans","LC",178004,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178004,"iucn",0,NA,7968024.12419112,3030788.90419589,7207196.5090401,28.4745762711864,9.79284369114878,61.7325800376648,74.4094488188976,"AM",15.8909471058764
"732",732,744,"Fis-146734","Naso tonganus","LC",177951,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177951,"iucn",0,0,26217990.9570969,15060851.6567769,18894670.2070737,29.2152825440403,28.494623655914,42.2900938000458,50.6243805748266,"AM",17.0819564108278
"733",733,745,"Fis-148569","Prognathodes aya","LC",165621,"LC","Unknown",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,NA,1771871.98761046,1361691.13972556,1231014.27703455,46.9291338582677,29.9212598425197,23.1496062992126,66.9662921348315,"IUCN",14.3875471657828
"734",734,746,"Fis-148570","Prognathodes guyanensis","LC",165646,"LC","Unknown",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,NA,4821188.89624205,3082360.08590859,3595771.32589287,38.438071995119,25.869432580842,35.6924954240391,59.7722960151803,"AM",15.3885311145828
"735",735,747,"Fis-148575","Prognathodes aculeatus","LC",165627,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,4220475.7861639,2594184.45950769,3548147.00684004,45.2791178497588,16.4713990351482,38.249483115093,73.3258928571429,"AM",15.2554584251934
"736",736,748,"Fis-149111","Clepticus brasiliensis","LC",187719,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1932233.12277999,1221604.91844551,1300609.89923943,29.5964125560538,33.7817638266069,36.6218236173393,46.6981132075472,"AM",14.4741869504401
"737",737,749,"Fis-149118","Oxycheilinus digramma","LC",187466,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,26260662.5916602,13647397.4250745,21902340.6215093,35.0740273155056,16.8828187765408,48.0431539079536,67.5060746631323,"AM",17.0835826584955
"738",738,750,"Fis-149158","Bodianus flavifrons","LC",187807,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,2551414.67747422,2279254.1614631,386824.117478202,4.73506200676437,83.8782412626832,11.3866967305524,29.3706293706294,"IUCN",14.7521585387837
"739",739,751,"Fis-150213","Canthigaster figueiredoi",NA,190172,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",190172,"iucn",0,NA,2147338.86415587,634956.768589434,2096542.30008998,27.3109243697479,2.38095238095238,70.3081232492997,91.9811320754717,"AM",14.5797398958721
"740",740,752,"Fis-150289","Praealticus caesius",NA,48342229,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342229,"iucn",0,0,5063013.35285183,2513144.8641312,3107325.90409251,11.013986013986,38.1118881118881,50.8741258741259,22.4199288256228,"AM",15.4374723882885
"741",741,753,"Fis-150321","Enchelyurus kraussii",NA,48342433,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342433,"iucn",0,0,20650489.3156718,12204828.4768145,15016796.6527072,31.5766423357664,27.6642335766423,40.7591240875912,53.3021192705766,"AM",16.8432495727648
