am_sid,sciname,am_class,iucn_sid,sciname_iucn,iucn_class,class
URM-2-2258,Didemnum studeri,Ascidiacea,NA,NA,NA,Ascidiacea
SLB-133001,Digenea simplex,Florideophyceae,NA,NA,NA,Florideophyceae
W-Msc-420774,Dimya argentea,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-160265,Diodora cayenensis,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419339,Diodora dysoni,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419340,Diodora fluviana,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-571922,Diodora granifera,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419342,Diodora jaumei,Gastropoda,NA,NA,NA,Gastropoda
SLB-71854,Diodora listeri,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419345,Diodora minuta,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419347,Diodora sayi,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419349,Diodora viridula,Gastropoda,NA,NA,NA,Gastropoda
SLB-118050,Diogenes avarus,Malacostraca,NA,NA,NA,Malacostraca
SLB-118065,Diogenes custos,Malacostraca,NA,NA,NA,Malacostraca
SLB-101152,Diogenes edwardsii,Malacostraca,NA,NA,NA,Malacostraca
SLB-118066,Diogenes gardineri,Malacostraca,NA,NA,NA,Malacostraca
SLB-155710,Diogenes pallescens,Malacostraca,NA,NA,NA,Malacostraca
ITS-174525,Diomedea exulans,Aves,NA,NA,NA,Aves
SLB-65013,Diphyes bojani,Hydrozoa,NA,NA,NA,Hydrozoa
W-Hyd-135420,Diphyes dispar,Hydrozoa,NA,NA,NA,Hydrozoa
URM-Cn-5517,Diploastrea heliopora,Anthozoa,133231,Diploastrea heliopora,Anthozoa,Anthozoa
W-Msc-420808,Diplodonta punctata,Bivalvia,NA,NA,NA,Bivalvia
SLB-65689,Diplopteraster multipes,Asteroidea,NA,NA,NA,Asteroidea
URM-2-2285,Diplosoma antarcticum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2291,Diplosoma listerianum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2292,Diplosoma longinquum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2294,Diplosoma macdonaldi,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2316,Diplosoma virens,Ascidiacea,NA,NA,NA,Ascidiacea
SLB-190543,Dipsastraea pallida,Anthozoa,132936,Favia pallida,Anthozoa,Anthozoa
SLB-77430,Discodoris evelinae,Gastropoda,NA,NA,NA,Gastropoda
SLB-71465,Discoteuthis discus,Cephalopoda,NA,NA,NA,Cephalopoda
W-Bry-173982,Disporella fimbriata,Gymnolaemata,NA,NA,NA,Gymnolaemata
URM-2-2598,Distaplia colligans,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2602,Distaplia cylindrica,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2613,Distaplia occidentalis,Ascidiacea,NA,NA,NA,Ascidiacea
W-Hyd-210734,Distichopora violacea,Hydrozoa,NA,NA,NA,Hydrozoa
W-Msc-217011,Distorsio anus,Gastropoda,NA,NA,NA,Gastropoda
SLB-76458,Distorsio clathrata,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-140726,Distorsio perdistorta,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-476487,Distorsio reticularis,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-420748,Divarilima albicoma,Bivalvia,NA,NA,NA,Bivalvia
SLB-170290,Dodecas elongata,Malacostraca,NA,NA,NA,Malacostraca
SLB-185176,Dodecasella georgiana,Malacostraca,NA,NA,NA,Malacostraca
URM-2-638,Dodecolopoda mawsoni,Pycnogonida,NA,NA,NA,Pycnogonida
W-Msc-208629,Dolabella auricularia,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-224652,Dolabrifera dolabrifera,Gastropoda,NA,NA,NA,Gastropoda
W-Iso-174599,Dolichiscus meridionalis,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209147,Domecia glabra,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209146,Domecia hispida,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-216498,Donax cuneatus,Bivalvia,NA,NA,NA,Bivalvia
SLB-92432,Donax deltoides,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-216485,Donax faba,Bivalvia,NA,NA,NA,Bivalvia
SLB-92437,Donax incarnatus,Bivalvia,NA,NA,NA,Bivalvia
SLB-92441,Donax scortum,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-139601,Donax semistriatus,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-494732,Donax striatus,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-139602,Donax trunculus,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-139603,Donax venustus,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-139604,Donax vittatus,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-181246,Dondice occidentalis,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-558499,Doriprismatica atromarginata,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-411132,Doris kerguelenensis,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-574540,Doryteuthis opalescens,Cephalopoda,NA,NA,NA,Cephalopoda
W-Msc-574541,Doryteuthis pealeii,Cephalopoda,NA,NA,NA,Cephalopoda
W-Msc-574543,Doryteuthis pleii,Cephalopoda,NA,NA,NA,Cephalopoda
W-Msc-574544,Doryteuthis roperi,Cephalopoda,NA,NA,NA,Cephalopoda
W-Msc-342291,Dosidicus gigas,Cephalopoda,NA,NA,NA,Cephalopoda
W-Msc-141911,Dosinia exoleta,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-141912,Dosinia lupinus,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-532765,Doto pita,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-532767,Doto uva,Gastropoda,NA,NA,NA,Gastropoda
W-Gtr-114552,Draculiciteria tesselata,Not assigned,NA,NA,NA,Not assigned
W-Msc-183133,Drilliola loprestiana,Gastropoda,NA,NA,NA,Gastropoda
URM-2-268,Dromedopycnon acanthus,Pycnogonida,NA,NA,NA,Pycnogonida
W-Bch-394917,Dromia wilsoni,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-396689,Drupa grossularia,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-459085,Drupa morum,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-596436,Drupa ricinus,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-212142,Drupa rubusidaeus,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-212155,Drupella cornus,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-396963,Drupella fragum,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-212154,Drupella rugosa,Gastropoda,NA,NA,NA,Gastropoda
ITS-Mam-180679,Dugong dugon,Mammalia,6909,Dugong dugon,Mammalia,Mammalia
SLB-118543,Dulichiella australis,Malacostraca,NA,NA,NA,Malacostraca
SLB-118564,Dulichiella pacifica,Malacostraca,NA,NA,NA,Malacostraca
SLB-132112,Durvillaea antarctica,Phaeophyceae,NA,NA,NA,Phaeophyceae
W-Iso-256988,Dynamene bidentata,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-118943,Dynamene torelliae,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209477,Dynomene hispida,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-440133,Dynomene pilumnoides,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209478,Dynomene praedator,Malacostraca,NA,NA,NA,Malacostraca
W-Ase-213319,Echinaster callosus,Asteroidea,NA,NA,NA,Asteroidea
W-Ase-367951,Echinaster luzonicus,Asteroidea,NA,NA,NA,Asteroidea
SLB-174488,Echiniphimedia echinata,Malacostraca,NA,NA,NA,Malacostraca
SLB-174489,Echiniphimedia hodgsoni,Malacostraca,NA,NA,NA,Malacostraca
W-Ech-124392,Echinocardium cordatum,Echinoidea,NA,NA,NA,Echinoidea
W-Por-167963,Echinodictyum asperum,Demospongiae,NA,NA,NA,Demospongiae
W-Bch-442367,Echinoecus pentagonus,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-419560,Echinolittorina meleagris,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-437373,Echinolittorina millegrana,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419563,Echinolittorina tuberculata,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419564,Echinolittorina ziczac,Gastropoda,NA,NA,NA,Gastropoda
W-Ech-213383,Echinometra mathaei,Echinoidea,NA,NA,NA,Echinoidea
W-Ech-212461,Echinoneus cyclostomus,Echinoidea,NA,NA,NA,Echinoidea
SLB-62815,Echinophyllia aspera,Anthozoa,133172,Echinophyllia aspera,Anthozoa,Anthozoa
URM-Cn-5930,Echinophyllia echinata,Anthozoa,133058,Echinophyllia echinata,Anthozoa,Anthozoa
SLB-62820,Echinophyllia orpheensis,Anthozoa,NA,NA,NA,Anthozoa
URM-Cn-5524,Echinopora gemmacea,Anthozoa,132987,Echinopora gemmacea,Anthozoa,Anthozoa
URM-Cn-5525,Echinopora hirsutissima,Anthozoa,NA,NA,NA,Anthozoa
URM-Cn-5526,Echinopora horrida,Anthozoa,133429,Echinopora horrida,Anthozoa,Anthozoa
URM-Cn-5528,Echinopora lamellosa,Anthozoa,133088,Echinopora lamellosa,Anthozoa,Anthozoa
ITS-64279,Echinorhynchus gadi,Palaeacanthocephala,NA,NA,NA,Palaeacanthocephala
ITS-682559,Echinosquilla guerinii,Malacostraca,NA,NA,NA,Malacostraca
W-Ech-513245,Echinostrephus aciculatus,Echinoidea,NA,NA,NA,Echinoidea
W-Ech-213377,Echinothrix calamaris,Echinoidea,NA,NA,NA,Echinoidea
W-Ech-213378,Echinothrix diadema,Echinoidea,NA,NA,NA,Echinoidea
W-Ech-124280,Echinus alexandri,Echinoidea,NA,NA,NA,Echinoidea
W-Por-169801,Ecionemia acervus,Demospongiae,NA,NA,NA,Demospongiae
SLB-141074,Ecklonia radiata,Phaeophyceae,NA,NA,NA,Phaeophyceae
URM-2-2719,Ecteinascidia sluiteri,Ascidiacea,NA,NA,NA,Ascidiacea
W-Hyd-117982,Ectopleura dumortierii,Hydrozoa,NA,NA,NA,Hydrozoa
W-Iso-257851,Edotia lyonsi,Malacostraca,NA,NA,NA,Malacostraca
Chn-08d9eb73-87c3-4b8a-8861-baf5b2862d8c,Eduarctus martensii,Malacostraca,170037,Eduarctus martensii,Malacostraca,Malacostraca
Hex-193871,Edwardsia claparedii,Anthozoa,NA,NA,NA,Anthozoa
SLB-71435,Egea inermis,Cephalopoda,NA,NA,NA,Cephalopoda
URM-Cn-5418,Eguchipsammia strigosa,Anthozoa,NA,NA,NA,Anthozoa
ITS-97837,Elassochirus tenuimanus,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-140600,Eledone cirrhosa,Cephalopoda,NA,NA,NA,Cephalopoda
W-Msc-140601,Eledone moschata,Cephalopoda,NA,NA,NA,Cephalopoda
W-Msc-574843,Ellobium aurisjudae,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-139682,Elysia ornata,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-420575,Elysia tuca,Gastropoda,NA,NA,NA,Gastropoda
SLB-71866,Emarginula conica,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419352,Emarginula phrixodes,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-139969,Emarginula tuberculosa,Gastropoda,NA,NA,NA,Gastropoda
Rep-4964,Emydocephalus annulatus,Reptilia,176720,Emydocephalus annulatus,Reptilia,Reptilia
URM-2-665,Endeis australis,Pycnogonida,NA,NA,NA,Pycnogonida
URM-2-670,Endeis flaccida,Pycnogonida,NA,NA,NA,Pycnogonida
URM-2-675,Endeis mollis,Pycnogonida,NA,NA,NA,Pycnogonida
URM-2-680,Endeis spinosa,Pycnogonida,NA,NA,NA,Pycnogonida
URM-2-682,Endeis viridis,Pycnogonida,NA,NA,NA,Pycnogonida
URM-Cn-5425,Endopsammia philippensis,Anthozoa,NA,NA,NA,Anthozoa
W-Msc-212165,Engina alveolata,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-212164,Engina mendicaria,Gastropoda,NA,NA,NA,Gastropoda
ITS-Mam-180547,Enhydra lutris,Mammalia,7750,Enhydra lutris,Mammalia,Mammalia
SLB-88877,Enhydrina schistosa,Reptilia,176719,Enhydrina schistosa,Reptilia,Reptilia
W-Msc-140584,Ennucula tenuis,Bivalvia,NA,NA,NA,Bivalvia
SLB-155867,Enoplometopus crosnieri,Malacostraca,185051,Enoplometopus crosnieri,Malacostraca,Malacostraca
ITS-677526,Enoplometopus occidentalis,Malacostraca,185060,Enoplometopus occidentalis,Malacostraca,Malacostraca
Chn-989e06a2-4a12-4203-ab29-63f4980177e2,Enosteoides ornatus,Malacostraca,NA,NA,NA,Malacostraca
SLB-174486,Enriquea leviantennata,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-140732,Ensis directus,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-140735,Ensis siliqua,Bivalvia,NA,NA,NA,Bivalvia
SLB-154893,Entacmaea quadricolor,Anthozoa,NA,NA,NA,Anthozoa
W-Sca-344253,Entalina platamodes,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-139691,Entalina tetragona,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-344566,Entalinopsis stellata,Scaphopoda,NA,NA,NA,Scaphopoda
W-Msc-342305,Enteroctopus dofleini,Cephalopoda,NA,NA,NA,Cephalopoda
W-Iso-260262,Entophilus omnitectus,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-211034,Epiactaea nodulosa,Malacostraca,NA,NA,NA,Malacostraca
Hex-3898,Epiactis prolifera,Anthozoa,NA,NA,NA,Anthozoa
W-Cep-212957,Epigonichthys cultellus,Cephalochordata,NA,NA,NA,Cephalochordata
W-Cep-104907,Epigonichthys lucayanum,Cephalochordata,NA,NA,NA,Cephalochordata
SLB-176487,Epimeria inermis,Malacostraca,NA,NA,NA,Malacostraca
SLB-176488,Epimeria macrodonta,Malacostraca,NA,NA,NA,Malacostraca
W-Sca-344398,Episiphon didymum,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-344403,Episiphon kiaochowwanense,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-344408,Episiphon sowerbyi,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-344409,Episiphon subtorquatum,Scaphopoda,NA,NA,NA,Scaphopoda
SLB-75723,Epitonium albidum,Gastropoda,NA,NA,NA,Gastropoda
SLB-75730,Epitonium candeanum,Gastropoda,NA,NA,NA,Gastropoda
SLB-75738,Epitonium denticulatum,Gastropoda,NA,NA,NA,Gastropoda
SLB-75741,Epitonium foliaceicosta,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-207934,Epitonium lamellosum,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-160295,Epitonium multistriatum,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-160297,Epitonium novangliae,Gastropoda,NA,NA,NA,Gastropoda
SLB-75756,Epitonium occidentale,Gastropoda,NA,NA,NA,Gastropoda
SLB-75768,Epitonium unifasciatum,Gastropoda,NA,NA,NA,Gastropoda
W-Bch-440217,Eplumula phalangium,Malacostraca,NA,NA,NA,Malacostraca
Rep-5181,Eretmochelys imbricata,Reptilia,8005,Eretmochelys imbricata,Reptilia,Reptilia
W-Iso-157887,Erichsonella attenuata,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-157888,Erichsonella filiformis,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-257860,Erichsonella floridana,Malacostraca,NA,NA,NA,Malacostraca
ITS-Mam-180655,Erignathus barbatus,Mammalia,8010,Erignathus barbatus,Mammalia,Mammalia
W-Bch-440405,Erimacrus isenbeckii,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-107451,Eriocheir sinensis,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-207601,Eriphia scabricula,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-207602,Eriphia sebana,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-107409,Eriphia verrucosa,Malacostraca,NA,NA,NA,Malacostraca
Chn-58fbf663-c32a-4053-b54d-872ad5bbd716,Erugosquilla grahami,Malacostraca,NA,NA,NA,Malacostraca
Chn-364c26b3-84d3-460d-9d53-2d3d5d4352f8,Erugosquilla woodmasoni,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-216457,Ervilia bisculpta,Bivalvia,NA,NA,NA,Bivalvia
W-Por-170070,Erylus formosus,Demospongiae,NA,NA,NA,Demospongiae
ITS-90185,Erythrops erythrophthalma,Malacostraca,NA,NA,NA,Malacostraca
ITS-90198,Erythrops serrata,Malacostraca,NA,NA,NA,Malacostraca
W-Bry-111495,Escharella variolosa,Gymnolaemata,NA,NA,NA,Gymnolaemata
ITS-Mam-180521,Eschrichtius robustus,Mammalia,8097,Eschrichtius robustus,Mammalia,Mammalia
W-Bch-440445,Ethusa izuensis,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-440471,Ethusina microspina,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209117,Etisus anaglyptus,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209112,Etisus demani,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209113,Etisus dentatus,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209118,Etisus electra,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209111,Etisus frontalis,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209115,Etisus laevimanus,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209109,Etisus splendidus,Malacostraca,NA,NA,NA,Malacostraca
SLB-88554,Etisus utilis,Malacostraca,NA,NA,NA,Malacostraca
Chn-a683929c-256b-4e14-b3e3-082b41f024ce,Euacasta dofleini,Maxillopoda,NA,NA,NA,Maxillopoda
ITS-Mam-552771,Eubalaena australis,Mammalia,8153,Eubalaena australis,Mammalia,Mammalia
ITS-Mam-180537,Eubalaena glacialis,Mammalia,41712,Eubalaena glacialis,Mammalia,Mammalia
W-Msc-160307,Eubela limacina,Gastropoda,NA,NA,NA,Gastropoda
ITS-89964,Euchaetomera tenuis,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-216300,Euchelus atratus,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419391,Euchelus guttarosea,Gastropoda,NA,NA,NA,Gastropoda
SLB-136896,Eucheuma denticulatum,Florideophyceae,NA,NA,NA,Florideophyceae
W-Msc-342313,Eucleoteuthis luminosa,Cephalopoda,NA,NA,NA,Cephalopoda
ITS-682610,Eucopia hanseni,Malacostraca,NA,NA,NA,Malacostraca
ITS-682611,Eucopia major,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-440920,Eucrate laevis,Malacostraca,NA,NA,NA,Malacostraca
W-Hyd-117544,Eudendrium capillare,Hydrozoa,NA,NA,NA,Hydrozoa
W-Hyd-117545,Eudendrium carneum,Hydrozoa,NA,NA,NA,Hydrozoa
SLB-63973,Eudendrium glomeratum,Hydrozoa,NA,NA,NA,Hydrozoa
W-Hyd-117553,Eudendrium racemosum,Hydrozoa,NA,NA,NA,Hydrozoa
W-Hyd-117554,Eudendrium rameum,Hydrozoa,NA,NA,NA,Hydrozoa
W-Hyd-117555,Eudendrium ramosum,Hydrozoa,NA,NA,NA,Hydrozoa
ITS-94764,Eudevenopus honduranus,Malacostraca,NA,NA,NA,Malacostraca
URM-2-2782,Eudistoma amplum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2793,Eudistoma capsulatum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2795,Eudistoma carolinense,Ascidiacea,NA,NA,NA,Ascidiacea
SLB-174500,Eudistoma magalhaensis,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2833,Eudistoma obscuratum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2835,Eudistoma olivaceum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2849,Eudistoma reginum,Ascidiacea,NA,NA,NA,Ascidiacea
W-Cum-182286,Eudorella fallax,Malacostraca,NA,NA,NA,Malacostraca
W-Cum-182287,Eudorella gracilior,Malacostraca,NA,NA,NA,Malacostraca
W-Cum-182297,Eudorella splendida,Malacostraca,NA,NA,NA,Malacostraca
W-Hyd-135423,Eudoxoides mitra,Hydrozoa,NA,NA,NA,Hydrozoa
W-Iso-118559,Eugerda tenuimana,Malacostraca,NA,NA,NA,Malacostraca
URM-2-3325,Eugyra arenosa,Ascidiacea,NA,NA,NA,Ascidiacea
SLB-181750,Eugyra kerguelenensis,Ascidiacea,NA,NA,NA,Ascidiacea
SLB-185071,Eugyra polyducta,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2581,Euherdmania claviformis,Ascidiacea,NA,NA,NA,Ascidiacea
W-Iso-260328,Euidotea halei,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-260329,Euidotea peronii,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-260330,Euidotea stricta,Malacostraca,NA,NA,NA,Malacostraca
W-Cha-105416,Eukrohnia hamata,Not assigned,NA,NA,NA,Not assigned
W-Msc-139805,Eulima glabra,Gastropoda,NA,NA,NA,Gastropoda
SLB-172870,Eulithidium adamsi,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419484,Eulithidium bellum,Gastropoda,NA,NA,NA,Gastropoda
SLB-173740,Eulithidium tessellatum,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-419487,Eulithidium thalassicola,Gastropoda,NA,NA,NA,Gastropoda
ITS-Mam-180625,Eumetopias jubatus,Mammalia,8239,Eumetopias jubatus,Mammalia,Mammalia
SLB-119072,Eumunida bella,Malacostraca,NA,NA,NA,Malacostraca
SLB-119090,Eumunida capillata,Malacostraca,NA,NA,NA,Malacostraca
SLB-119105,Eumunida funambulus,Malacostraca,NA,NA,NA,Malacostraca
SLB-119127,Eumunida minor,Malacostraca,NA,NA,NA,Malacostraca
SLB-119135,Eumunida pacifica,Malacostraca,NA,NA,NA,Malacostraca
ITS-98144,Eumunida picta,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-174884,Euneognathia gigas,Malacostraca,NA,NA,NA,Malacostraca
ITS-552928,Eunephrops cadenasi,Malacostraca,170093,Eunephrops cadenasi,Malacostraca,Malacostraca
SLB-2031,Eunice antennata,Polychaeta,NA,NA,NA,Polychaeta
W-Pol-130067,Eunice vittata,Polychaeta,NA,NA,NA,Polychaeta
WBD-Eup-16,Euphausia americana,Malacostraca,NA,NA,NA,Malacostraca
WBD-Eup-17,Euphausia brevis,Malacostraca,NA,NA,NA,Malacostraca
WBD-Eup-18,Euphausia crystallorophias,Malacostraca,NA,NA,NA,Malacostraca
WBD-Eup-19,Euphausia diomedeae,Malacostraca,NA,NA,NA,Malacostraca
WBD-Eup-25,Euphausia gibboides,Malacostraca,NA,NA,NA,Malacostraca
SLB-12888,Euphausia hemigibba,Malacostraca,NA,NA,NA,Malacostraca
WBD-Eup-32,Euphausia mucronata,Malacostraca,NA,NA,NA,Malacostraca
WBD-Eup-35,Euphausia pacifica,Malacostraca,NA,NA,NA,Malacostraca
WBD-Eup-37,Euphausia pseudogibba,Malacostraca,NA,NA,NA,Malacostraca
WBD-Eup-43,Euphausia superba,Malacostraca,NA,NA,NA,Malacostraca
WBD-Eup-44,Euphausia tenera,Malacostraca,NA,NA,NA,Malacostraca
SLB-62354,Euphyllia ancora,Anthozoa,NA,NA,NA,Anthozoa
URM-Cn-5478,Euphyllia cristata,Anthozoa,NA,NA,NA,Anthozoa
SLB-62356,Euphyllia divisa,Anthozoa,NA,NA,NA,Anthozoa
URM-Cn-5481,Euphyllia glabrescens,Anthozoa,133256,Euphyllia glabrescens,Anthozoa,Anthozoa
URM-Cn-5485,Euphyllia yaeyamaensis,Anthozoa,132967,Euphyllia yaeyamaensis,Anthozoa,Anthozoa
W-Msc-511780,Euplica scripta,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-511782,Euplica varians,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-342317,Euprymna morsei,Cephalopoda,NA,NA,NA,Cephalopoda
W-Msc-342322,Euprymna scolopes,Cephalopoda,NA,NA,NA,Cephalopoda
W-Msc-342324,Euprymna tasmanica,Cephalopoda,NA,NA,NA,Cephalopoda
URM-2-275,Eurycyde clitellaria,Pycnogonida,NA,NA,NA,Pycnogonida
URM-2-286,Eurycyde raphiaster,Pycnogonida,NA,NA,NA,Pycnogonida
W-Iso-118843,Eurydice affinis,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-256597,Eurydice convexa,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-118849,Eurydice inermis,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-148637,Eurydice spinigera,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-366245,Eurypodius latreillii,Malacostraca,NA,NA,NA,Malacostraca
SLB-98842,Eurysquilloides sibogae,Malacostraca,NA,NA,NA,Malacostraca
ITS-206533,Eurythenes obesus,Malacostraca,NA,NA,NA,Malacostraca
SLB-183331,Eurythenes thurstoni,Malacostraca,NA,NA,NA,Malacostraca
W-Pol-129829,Eurythoe complanata,Polychaeta,NA,NA,NA,Polychaeta
ITS-657431,Eusirus antarcticus,Malacostraca,NA,NA,NA,Malacostraca
ITS-657433,Eusirus microps,Malacostraca,NA,NA,NA,Malacostraca
ITS-657432,Eusirus perdentatus,Malacostraca,NA,NA,NA,Malacostraca
URM-Cn-5815,Eusmilia fastigiata,Anthozoa,133400,Eusmilia fastigiata,Anthozoa,Anthozoa
W-Msc-140528,Euspira catena,Gastropoda,NA,NA,NA,Gastropoda
W-Pol-131290,Eusyllis blomstrandi,Polychaeta,NA,NA,NA,Polychaeta
URM-2-3844,Eusynstyela latericius,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-3847,Eusynstyela tincta,Ascidiacea,NA,NA,NA,Ascidiacea
W-Msc-394073,Euvola ziczac,Bivalvia,NA,NA,NA,Bivalvia
W-Bch-210202,Euxanthus exsculptus,Malacostraca,NA,NA,NA,Malacostraca
ITS-553008,Evibacus princeps,Malacostraca,169969,Evibacus princeps,Malacostraca,Malacostraca
W-Iso-258413,Excirolana braziliensis,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-258418,Excirolana hirsuticauda,Malacostraca,NA,NA,NA,Malacostraca
W-Pol-333453,Exogone dispar,Polychaeta,NA,NA,NA,Polychaeta
W-Pol-327981,Exogone lourei,Polychaeta,NA,NA,NA,Polychaeta
W-Bch-442179,Exopalicus maculatus,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-118946,Exosphaeroma gigas,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-139908,Facelina bostoniensis,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-139111,Falcidens aequabilis,Aplacophora,NA,NA,NA,Aplacophora
W-Msc-139112,Falcidens crossotus,Aplacophora,NA,NA,NA,Aplacophora
W-Msc-545059,Falcidens hartmanae,Aplacophora,NA,NA,NA,Aplacophora
SLB-94465,Falcidens longus,Aplacophora,NA,NA,NA,Aplacophora
Chn-f530af20-5532-4197-9324-3417559a8a5e,Fallosquilla fallax,Malacostraca,NA,NA,NA,Malacostraca
ITS-551570,Farfantepenaeus aztecus,Malacostraca,NA,NA,NA,Malacostraca
ITS-551572,Farfantepenaeus brevirostris,Malacostraca,NA,NA,NA,Malacostraca
ITS-551573,Farfantepenaeus californiensis,Malacostraca,NA,NA,NA,Malacostraca
ITS-551574,Farfantepenaeus duorarum,Malacostraca,NA,NA,NA,Malacostraca
