"am_sid","sciname","am_category","reviewed","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area","area_ratio","lg_area_pct","spp_group_text.x","spp_group_text.y"
"Fis-31454","Heniochus chrysostomus","LC",1,165640,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,22373992.5,10491676.6,18823418.7,30.775,15.975,53.25,65.829,"AM",16.923,55.737,5.081,"Butterflyfish","Butterflyfish"
"Fis-32521","Heniochus diphreutes","LC",1,165683,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,19806902,13759839.8,10961578.2,24.517,44.886,30.598,44.483,"IUCN",16.802,79.664,3.714,"Butterflyfish","Butterflyfish"
"Fis-35097","Heniochus intermedius","LC",NA,165691,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,1801380.4,1459062,910840.9,31.461,49.759,18.78,62.62,"IUCN",14.404,62.426,0.394,"Butterflyfish","Butterflyfish"
"Fis-31455","Heniochus monoceros","LC",NA,165650,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,27859087.8,14177810,21433383.3,27.606,23.276,49.118,54.255,"AM",17.143,66.148,5.786,"Butterflyfish","Butterflyfish"
"Fis-35229","Heniochus pleurotaenia","LC",NA,165608,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,3924921.5,2553037.9,2364671.6,25.173,40.061,34.766,41.997,"IUCN",15.183,92.622,0.689,"Butterflyfish","Butterflyfish"
"Fis-31456","Heniochus singularius","LC",NA,165622,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,23077927.9,15252060.4,16750382.9,38.343,27.749,33.908,58.015,"AM",16.954,91.055,4.521,"Butterflyfish","Butterflyfish"
"Fis-25702","Heniochus varius","LC",1,165652,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,18528531.6,7774492.6,16636444.7,31.606,10.444,57.95,75.164,"AM",16.735,46.732,4.491,"Butterflyfish","Butterflyfish"
"Fis-165475","Heteroscarus acroptilus","LC",NA,190675,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,1437042.9,759130.8,1272499.4,41.289,11.672,47.038,77.961,"AM",14.178,59.657,0.343,"Parrotfish","Parrotfish"
"Fis-26760","Hipposcarus harid","LC",NA,190733,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,13703642,10333681.3,5540094.1,15.862,59.602,24.536,39.264,"IUCN",16.433,53.612,2.789,"Parrotfish","Parrotfish"
"Fis-25691","Hipposcarus longiceps","LC",NA,190745,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,21427372.5,9991308.5,17831685,29.731,16.909,53.359,63.745,"AM",16.88,56.031,4.813,"Parrotfish","Parrotfish"
"Fis-50524","Hirculops cornifer",NA,NA,46079775,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079775,"iucn",0,0,4243951,2606131,3061575.8,33.585,27.622,38.794,54.871,"AM",15.261,85.124,0.826,"Blenniidae","Blenniidae"
"Fis-34365","Holacanthus africanus","LC",NA,165825,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,1349952.5,675915.9,1249837.4,42.568,7.432,50,85.135,"AM",14.116,54.08,0.337,"Angelfish","Angelfish"
"Fis-30117","Holacanthus bermudensis","LC",1,165832,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,2256140.6,1522150.5,1815067.5,48.079,19.579,32.342,71.062,"AM",14.629,83.862,0.49,"Angelfish","Angelfish"
"Fis-24677","Holacanthus ciliaris","LC",NA,165883,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,5843686.9,2253660.6,5777401.1,37.786,1.142,61.072,97.066,"AM",15.581,39.008,1.56,"Angelfish","Angelfish"
"Fis-32755","Holacanthus passer","LC",NA,165880,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,2110377.9,1189184,1525557.2,28.631,27.514,43.855,50.995,"AM",14.562,77.951,0.412,"Angelfish","Angelfish"
"Fis-24678","Holacanthus tricolor","LC",NA,165879,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,5504594.8,2377114.8,5393397.5,41.068,2.061,56.871,95.221,"AM",15.521,44.075,1.456,"Angelfish","Angelfish"
"Fis-25727","Hologymnosus annulatus","LC",NA,187698,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,26392402.4,13918366.3,20557067.5,30.384,22.191,47.425,57.792,"AM",17.089,67.706,5.549,"Wrasses","Wrasses"
"Fis-25728","Hologymnosus doliatus","LC",NA,187527,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,25726264.6,12633709.9,21375191,31.98,17.081,50.94,65.184,"AM",17.063,59.105,5.77,"Wrasses","Wrasses"
"Fis-28752","Hologymnosus longipes","LC",NA,187406,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,2219686.7,1676838.8,873516.9,15.119,59.947,24.934,37.748,"IUCN",14.613,52.093,0.453,"Wrasses","Wrasses"
"Fis-32426","Hologymnosus rhodonotus","LC",NA,187627,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,8664976.2,8118606.8,940954.1,4.626,88.81,6.565,41.337,"IUCN",15.975,11.59,2.191,"Wrasses","Wrasses"
"Fis-24687","Hypleurochilus aequipinnis",NA,NA,185141,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185141,"iucn",0,NA,3526939,3201462.9,567815.3,6.717,84.131,9.152,42.328,"IUCN",15.076,17.736,0.864,"Blenniidae","Blenniidae"
"Fis-30135","Hypleurochilus bermudensis",NA,NA,46104052,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46104052,"iucn",0,NA,2334685,1862927.4,916851.1,19.581,59.483,20.936,48.328,"IUCN",14.663,49.216,0.503,"Blenniidae","Blenniidae"
"Fis-127090","Hypleurochilus fissicornis",NA,NA,185149,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185149,"iucn",0,NA,1905753.7,1466425.1,856314.6,19.419,59.841,20.74,48.355,"IUCN",14.46,58.395,0.396,"Blenniidae","Blenniidae"
"Fis-24688","Hypleurochilus geminatus",NA,NA,47141089,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",47141089,"iucn",0,NA,949292.4,653448.5,788926.9,52.273,16.477,31.25,76.033,"AM",13.763,82.828,0.213,"Blenniidae","Blenniidae"
"Fis-30136","Hypleurochilus springeri",NA,NA,46104061,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46104061,"iucn",0,NA,2846991.2,2074821.8,1295278.4,18.705,54.06,27.235,40.716,"IUCN",14.862,62.428,0.56,"Blenniidae","Blenniidae"
"Fis-163774","Hyporthodus acanthistius","LC",NA,132730,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,NA,1772805.7,879792.4,1717669.1,46.787,2.965,50.247,94.04,"AM",14.388,51.22,0.464,"Groupers","Groupers"
"Fis-163776","Hyporthodus ergastularius","LC",NA,132795,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,NA,546928.7,278205.3,521240.3,46.465,4.545,48.99,91.089,"AM",13.212,53.374,0.141,"Groupers","Groupers"
"Fis-163777","Hyporthodus flavolimbatus","VU",NA,64400,"VU","Decreasing",NA,NA,"VU","iucn","GROUPERS",NA,"iucn",0.4,-0.5,5303463.8,3175065.6,4690578.1,48.336,11.348,40.316,80.987,"AM",15.484,67.69,1.266,"Groupers","Groupers"
"Fis-163778","Hyporthodus mystacinus","LC",NA,132827,"LC","Stable",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,0,4521045.5,3024964.4,3476758.5,44.48,22.399,33.121,66.508,"AM",15.324,87.005,0.938,"Groupers","Groupers"
"Fis-163779","Hyporthodus nigritus","CR",1,7860,"CR","Unknown",NA,NA,"CR","iucn","GROUPERS",NA,"iucn",0.8,NA,2968133.3,1875489.2,1740158.3,22.605,39.751,37.644,37.52,"IUCN",14.903,92.784,0.506,"Groupers","Groupers"
"Fis-163781","Hyporthodus niveatus","VU",NA,7861,"VU","Decreasing",NA,NA,"VU","iucn","GROUPERS",NA,"iucn",0.4,-0.5,5479106.3,4009309.4,4160091.6,48.777,24.05,27.173,66.976,"AM",15.516,96.376,1.123,"Groupers","Groupers"
"Fis-163783","Hyporthodus quernus","NT",NA,44675,"NT","Unknown",NA,NA,"NT","iucn","GROUPERS",NA,"iucn",0.2,NA,553017,236695.7,427465.4,20,23.077,56.923,46.429,"AM",13.223,55.372,0.115,"Groupers","Groupers"
"Fis-163784","Hyporthodus septemfasciatus","LC",NA,132807,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,NA,1529563.6,602745.2,1362119.9,29.01,10.922,60.068,72.65,"AM",14.24,44.251,0.368,"Groupers","Groupers"
"Fis-26938","Hypsoblennius brevipinnis","LC",NA,183425,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",183425,"iucn",0,NA,2077585.6,1119239.1,1567415.1,29.303,25.178,45.519,53.786,"AM",14.547,71.407,0.423,"Blenniidae","Blenniidae"
"Fis-24694","Hypsoblennius gentilis","LC",NA,183611,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",183611,"iucn",0,NA,1536526.7,1228483.2,619958.4,21.363,57.643,20.994,50.435,"IUCN",14.245,50.465,0.332,"Blenniidae","Blenniidae"
"Fis-155663","Hypsoblennius hentz",NA,NA,46104064,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46104064,"iucn",0,NA,1485765.2,757199.6,1341569.1,40.62,9.294,50.086,81.379,"AM",14.211,56.441,0.362,"Blenniidae","Blenniidae"
"Fis-24701","Hypsypops rubicundus","LC",NA,183367,"LC","Unknown",NA,NA,"LC","iucn","DAMSELFISH",183367,"iucn",0,NA,699669.2,128566.8,691944.8,17.49,1.141,81.369,93.878,"AM",13.458,18.58,0.187,"Damselfish","Damselfish"
"Fis-146180","Iniistius aneitensis","LC",NA,187395,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,16361212,6710442.6,13605913.3,23.975,17.025,59,58.475,"AM",16.61,49.32,3.673,"Wrasses","Wrasses"
"Fis-146181","Iniistius baldwini","LC",NA,187731,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,10879554.3,9967248,1335270.3,3.877,87.527,8.595,31.087,"IUCN",16.202,13.397,2.69,"Wrasses","Wrasses"
"Fis-155103","Iniistius dea","LC",NA,187623,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,13479530.4,11976100.8,3161624.7,12.333,76.35,11.317,52.146,"IUCN",16.417,26.399,3.233,"Wrasses","Wrasses"
"Fis-166560","Iniistius melanopus","LC",NA,187655,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,11958574.6,9448340.3,5025646.9,20.916,58.094,20.991,49.91,"IUCN",16.297,53.191,2.55,"Wrasses","Wrasses"
"Fis-7176","Iniistius pavo","LC",NA,187705,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,31784582.9,16592110.8,25964085.1,33.718,18.533,47.749,64.531,"AM",17.274,63.904,7.009,"Wrasses","Wrasses"
"Fis-146179","Iniistius pentadactylus","LC",NA,187411,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,19693690.9,13192575.9,12683270.8,30.961,36.204,32.835,48.532,"IUCN",16.796,96.139,3.561,"Wrasses","Wrasses"
"Fis-166561","Iniistius twistii","LC",NA,187539,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,10202567.5,7739502.4,4370752.2,18.533,57.439,24.028,43.544,"IUCN",16.138,56.473,2.089,"Wrasses","Wrasses"
"Fis-47995","Istiblennius bellus",NA,NA,48342134,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342134,"iucn",0,0,10768136.7,8660211.4,2981671.7,8.216,71.978,19.806,29.319,"IUCN",16.192,34.43,2.338,"Blenniidae","Blenniidae"
"Fis-26594","Istiblennius dussumieri",NA,NA,48342482,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342482,"iucn",0,0,19769514.4,10347612.6,15238592.8,28.881,24.149,46.97,54.461,"AM",16.8,67.904,4.113,"Blenniidae","Blenniidae"
"Fis-25979","Istiblennius edentulus",NA,NA,46079801,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079801,"iucn",0,0,30458078.9,12810738.3,27707662.9,32.877,9.19,57.933,78.155,"AM",17.232,46.235,7.479,"Blenniidae","Blenniidae"
"Fis-25980","Istiblennius lineatus",NA,NA,48342321,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342321,"iucn",0,0,23373381.7,10358825.3,18567773.3,23.575,20.72,55.705,53.223,"AM",16.967,55.789,5.012,"Blenniidae","Blenniidae"
"Fis-28971","Istiblennius meleagris",NA,NA,48342442,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342442,"iucn",0,0,6717054.3,5690847.6,2329543,19.137,65.869,14.994,56.07,"IUCN",15.72,40.935,1.536,"Blenniidae","Blenniidae"
"Fis-61807","Istiblennius muelleri",NA,NA,48342271,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342271,"iucn",0,0,5144687.3,3933714.7,2326079.9,21.596,54.93,23.474,47.917,"IUCN",15.453,59.132,1.062,"Blenniidae","Blenniidae"
"Fis-22766","Istiophorus platypterus","LC",1,170338,"LC","Unknown",NA,NA,"LC","iucn","TUNAS_BILLFISHES",170338,"iucn",0,NA,238353485.8,161569319.3,233316396.4,64.17,2.261,33.569,96.596,"AM",19.289,69.249,62.98,"Tunas/Billfishes","Tunas/Billfishes"
"Fis-28456","Johnrandallia nigrirostris","LC",1,165633,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0,1866283.8,685885.6,1655371.9,25.434,12.006,62.559,67.932,"AM",14.439,41.434,0.447,"Butterflyfish","Butterflyfish"
"Fis-164253","Kajikia albida","VU",NA,170322,"VU","Decreasing",NA,NA,"VU","iucn","TUNAS_BILLFISHES",170322,"iucn",0.4,-0.5,65093370.6,62722441.9,62966446.6,92.06,3.808,4.133,96.028,"AM",17.991,99.612,16.997,"Tunas/Billfishes","Tunas/Billfishes"
"Fis-163398","Kajikia audax","NT",1,170309,"NT","Decreasing",NA,NA,"NT","iucn","TUNAS_BILLFISHES",170309,"iucn",0.2,-0.5,209229678.4,208507232.1,173978084.1,80.189,19.394,0.417,99.483,"IUCN",19.159,83.44,56.283,"Tunas/Billfishes","Tunas/Billfishes"
"Fis-22777","Katsuwonus pelamis","LC",1,170310,"LC","Stable",NA,NA,"LC","iucn","TUNAS_BILLFISHES",170310,"iucn",0,0,283074694.4,282273619.7,228858854.9,77.334,22.351,0.315,99.595,"IUCN",19.461,81.077,76.195,"Tunas/Billfishes","Tunas/Billfishes"
"Fis-25464","Labrichthys unilineatus","LC",NA,187631,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,23327444.9,9464512.3,20946587.8,30.111,10.273,59.616,74.561,"AM",16.965,45.184,5.654,"Wrasses","Wrasses"
"Fis-31477","Labroides bicolor","LC",NA,187767,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,28105507,13095833.5,23614321,30.487,16.104,53.41,65.435,"AM",17.151,55.457,6.374,"Wrasses","Wrasses"
"Fis-25637","Labroides dimidiatus","LC",1,187396,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,31567465.1,13947964,30151232.2,39.442,4.634,55.924,89.487,"AM",17.268,46.26,8.139,"Wrasses","Wrasses"
"Fis-31478","Labroides pectoralis","LC",1,187575,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,14786235.1,5642586.8,13361907.2,28.392,9.829,61.779,74.283,"AM",16.509,42.229,3.607,"Wrasses","Wrasses"
"Fis-32519","Labroides phthirophagus","LC",NA,155017,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,701768.7,167586.5,682219.1,20.968,2.823,76.21,88.136,"AM",13.461,24.565,0.184,"Wrasses","Wrasses"
"Fis-53996","Labroides rubrolabiatus","LC",NA,187755,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4770702.1,676289.9,4636123.1,11.303,2.903,85.794,79.565,"AM",15.378,14.587,1.251,"Wrasses","Wrasses"
"Fis-31125","Labropsis alleni","LC",NA,187702,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,9382223,4977580.1,7179134.9,29.532,23.522,46.946,55.664,"AM",16.054,69.334,1.938,"Wrasses","Wrasses"
"Fis-31129","Labropsis australis","LC",NA,187675,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,5189647.1,1918227.3,4472722.8,23.328,13.779,62.893,62.866,"AM",15.462,42.887,1.207,"Wrasses","Wrasses"
"Fis-21727","Labropsis manabei","LC",NA,187620,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,10405187.4,7913778.6,4735290.1,21.239,54.924,23.837,47.118,"IUCN",16.158,59.836,2.136,"Wrasses","Wrasses"
"Fis-31128","Labropsis micronesica","LC",NA,187728,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,3384251.7,1746701.4,1959446.7,9.481,42.218,48.301,18.339,"AM",15.035,89.143,0.529,"Wrasses","Wrasses"
"Fis-31127","Labropsis xanthonota","LC",NA,187497,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,20071748.9,8205444.2,16887012.3,24.836,16.041,59.123,60.759,"AM",16.815,48.59,4.558,"Wrasses","Wrasses"
"Fis-29425","Labrus bergylta","LC",NA,187398,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,2604861.3,1631756.7,2389132.6,55.049,8.275,36.676,86.932,"AM",14.773,68.299,0.645,"Wrasses","Wrasses"
"Fis-31025","Labrus merula","LC",NA,187541,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,3035209.2,1526227.6,2859937.3,44.928,5.314,49.758,89.423,"AM",14.926,53.366,0.772,"Wrasses","Wrasses"
"Fis-3208","Labrus mixtus","LC",NA,187397,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,6196526.6,4679940.1,4992636.6,56.075,22.652,21.272,72.498,"IUCN",15.639,93.737,1.348,"Wrasses","Wrasses"
"Fis-126019","Labrus viridis","VU",NA,187381,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,3105764.5,1461026.5,2912461.3,40.906,5.777,53.318,87.625,"AM",14.949,50.165,0.786,"Wrasses","Wrasses"
"Fis-126019","Labrus viridis","VU",NA,187654,"VU","Decreasing",NA,NA,"VU","iucn","WRASSES",NA,"iucn",0.4,-0.5,3105764.5,1461026.5,2912461.3,40.906,5.777,53.318,87.625,"AM",14.949,50.165,0.786,"Wrasses","Wrasses"
"Fis-23577","Lachnolaimus maximus","VU",NA,11130,"VU","Decreasing",NA,NA,"VU","iucn","WRASSES",NA,"iucn",0.4,-0.5,4814256.6,2404942.7,4675676.9,47.447,3.063,49.489,93.936,"AM",15.387,51.435,1.262,"Wrasses","Wrasses"
"Fis-64430","Lagocephalus guentheri",NA,NA,193718,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193718,"iucn",0,NA,15901430.5,14525888.5,2715961,8.45,82.75,8.8,48.986,"IUCN",16.582,18.697,3.921,"Pufferfish","Pufferfish"
"Fis-26839","Lagocephalus inermis",NA,NA,193717,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193717,"iucn",0,NA,24279655.1,18663501.9,17012575.2,46.216,31.212,22.572,67.186,"IUCN",17.005,91.154,5.038,"Pufferfish","Pufferfish"
"Fis-23579","Lagocephalus laevigatus",NA,NA,190380,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",190380,"iucn",0,NA,9944366.3,6155838.4,9073321.5,50.921,9.101,39.978,84.837,"AM",16.113,67.845,2.449,"Pufferfish","Pufferfish"
"Fis-136019","Lagocephalus lagocephalus",NA,NA,190464,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",190464,"iucn",0,NA,143397777.3,42261032.4,130432825.3,20.187,13.426,66.387,60.058,"AM",18.781,32.401,35.208,"Pufferfish","Pufferfish"
"Fis-26935","Lagocephalus lunaris",NA,NA,193664,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193664,"iucn",0,NA,25479371.9,18909290.4,19699408.7,50.647,24.087,25.266,67.77,"AM",17.053,95.989,5.318,"Pufferfish","Pufferfish"
"Fis-25293","Lagocephalus sceleratus",NA,NA,166947,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",166947,"iucn",0,NA,35447761,19841493.4,30290202.5,40.786,15.537,43.677,72.415,"AM",17.384,65.505,8.176,"Pufferfish","Pufferfish"
"Fis-26889","Lagocephalus spadiceus",NA,NA,193622,"LC","Decreasing",NA,NA,"LC","iucn","PUFFERFISH",193622,"iucn",0,-0.5,24876596.7,16706590.1,21344106.8,52.35,14.797,32.853,77.963,"AM",17.029,78.273,5.761,"Pufferfish","Pufferfish"
"Fis-24727","Lagodon rhomboides",NA,NA,170250,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170250,"iucn",0,0,2178438.7,1505119.4,1800734.4,51.98,16.584,31.436,75.812,"AM",14.594,83.584,0.486,"Sparidae","Sparidae"
"Fis-32417","Laiphognathus multimaculatus",NA,NA,48342362,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342362,"iucn",0,0,15572882.2,9960370.7,10369518.2,30.129,34.331,35.54,46.74,"AM",16.561,96.054,2.799,"Blenniidae","Blenniidae"
"Fis-52009","Lappanella fasciata","LC",NA,187678,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,2217264.3,1403370.7,1592857.8,35.847,26.995,37.158,57.043,"AM",14.612,88.104,0.43,"Wrasses","Wrasses"
"Fis-27845","Leptojulis cyanopleura","LC",NA,187797,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,18565437.4,14766694.8,9126640.9,28.293,51.496,20.211,58.331,"IUCN",16.737,61.806,3.986,"Wrasses","Wrasses"
"Fis-25083","Leptoscarus vaigiensis","LC",NA,190756,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,25789257.2,12339498.7,21537313.1,31.152,16.672,52.176,65.138,"AM",17.065,57.294,5.814,"Parrotfish","Parrotfish"
"Fis-27330","Lipophrys pholis",NA,1,185180,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185180,"iucn",0,NA,2046731,1320635.4,1278525.7,28.093,35.396,36.511,44.249,"AM",14.532,96.811,0.356,"Blenniidae","Blenniidae"
"Fis-49074","Lipophrys trigloides",NA,1,185127,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185127,"iucn",0,0,2966779,1691408.4,2477275.4,41.326,15.303,43.372,72.977,"AM",14.903,68.277,0.669,"Blenniidae","Blenniidae"
"Fis-23177","Lithognathus mormyrus",NA,NA,170160,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170160,"iucn",0,0,9479205.2,6801963.7,6629313.2,42.695,28.624,28.681,59.864,"AM",16.065,97.462,1.836,"Sparidae","Sparidae"
"Fis-57940","Macropharyngodon bipartitus","LC",NA,187416,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4829380.7,1907667.8,4300180.5,28.37,11.091,60.539,71.894,"AM",15.39,44.363,1.161,"Wrasses","Wrasses"
"Fis-35500","Macropharyngodon kuiteri","LC",NA,187414,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,2968178.2,2188894.4,1281952.7,17.268,56.195,26.537,39.421,"IUCN",14.903,58.566,0.591,"Wrasses","Wrasses"
"Fis-25409","Macropharyngodon meleagris","LC",1,187692,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,21539162.8,9154835.2,18539701.2,28.358,13.957,57.685,67.016,"AM",16.885,49.38,5.004,"Wrasses","Wrasses"
"Fis-21770","Macropharyngodon negrosensis","LC",NA,187772,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,17573805.5,10411121.6,12607245.2,30.807,28.35,40.843,52.077,"AM",16.682,82.58,3.403,"Wrasses","Wrasses"
"Fis-35326","Macropharyngodon ornatus","LC",NA,187768,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,14121659.2,11539243.2,5093352.1,17.462,64.59,17.948,49.314,"IUCN",16.463,44.139,3.115,"Wrasses","Wrasses"
"Fis-29447","Makaira nigricans","VU",1,170314,"VU","Decreasing",NA,NA,"VU","iucn","TUNAS_BILLFISHES",170314,"iucn",0.4,-0.5,208815900.4,67754183.4,189225820.6,23.199,10.713,66.088,68.409,"AM",19.157,35.806,51.078,"Tunas/Billfishes","Tunas/Billfishes"
"Fis-62815","Marilyna darwinii",NA,NA,193785,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193785,"iucn",0,NA,7175153.3,5938908.7,2645486.4,19.506,63.416,17.078,53.318,"IUCN",15.786,44.545,1.603,"Pufferfish","Pufferfish"
"Fis-63048","Marilyna pleurosticta",NA,1,193686,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193686,"iucn",0,NA,2202901.8,1713544.9,1307475.9,37.634,39.919,22.446,62.64,"IUCN",14.605,76.302,0.463,"Pufferfish","Pufferfish"
"Fis-2518","Megalops atlanticus","VU",NA,191823,"VU","Decreasing",NA,NA,"VU","iucn","BONEFISH_TARPONS",191823,"iucn",0.4,-0.5,9060610.8,5694067.2,7257906.5,41.656,22.031,36.312,65.407,"AM",16.019,78.453,1.959,"Bonefish/Tarpons","Bonefish/Tarpons"
"Fis-25992","Meiacanthus atrodorsalis",NA,NA,48342093,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342093,"iucn",0,0,15455520,8090915.4,11849104.4,28.857,23.552,47.59,55.061,"AM",16.553,68.283,3.198,"Blenniidae","Blenniidae"
"Fis-31635","Meiacanthus ditrema",NA,NA,48342295,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342295,"iucn",0,0,13380698.3,7922241.9,9422963.1,29.43,29.699,40.87,49.772,"AM",16.409,84.074,2.544,"Blenniidae","Blenniidae"
"Fis-25993","Meiacanthus grammistes",NA,NA,48342154,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342154,"iucn",0,0,13127069.8,7020322.1,10797079.8,35.465,17.95,46.584,66.395,"AM",16.39,65.021,2.914,"Blenniidae","Blenniidae"
