speciesid,reviewed,speccode,genus,species,fbname,occurcells,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version
ITS-551669,null,14904,Trachypenaeopsis,richtersii,Richter's sand shrimp,12,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,null,N.E.,2015-2
URM-Cn-6149,null,45504,Trachyphyllia,geoffroyi,null,46,Animalia,Cnidaria,Anthozoa,Scleractinia,Trachyphylliidae,133260,NT,2015-2
SLB-74851,null,5206,Trachypollia,nodulosa,blackberry drupe,28,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,null,N.E.,2015-2
ITS-551672,null,14907,Trachysalambria,brevisuturae,null,15,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,null,N.E.,2015-2
ITS-551673,null,14908,Trachysalambria,curvirostris,southern rough shrimp,260,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,null,N.E.,2015-2
W-Bch-443875,null,156130,Trapezia,bidentata,null,41,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
SLB-114137,null,103072,Trapezia,cymodoce,lilac coral crab,72,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Bch-210180,null,18385,Trapezia,digitalis,brown guard crab,37,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Bch-443878,null,156040,Trapezia,formosa,null,15,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Bch-210175,null,81170,Trapezia,guttata,null,23,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Bch-443882,null,156132,Trapezia,lutea,null,14,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Bch-210187,null,20691,Trapezia,rufopunctata,trapezia crab,30,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Bch-443885,null,152936,Trapezia,septata,null,27,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Bch-210186,null,20692,Trapezia,tigrina,red-spotted guard crab,64,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Msc-208481,null,103743,Trapezium,bicarinatum,null,17,Animalia,Mollusca,Bivalvia,Veneroida,Trapezidae,null,N.E.,2015-2
SLB-102532,null,93540,Trevathana,dentata,null,12,Animalia,Arthropoda,Maxillopoda,Sessilia,Pyrgomatidae,null,N.E.,2015-2
Hex-311,null,42187,Triactis,producta,null,55,Animalia,Cnidaria,Anthozoa,Actiniaria,Aliciidae,null,N.E.,2015-2
ITS-656284,null,28114,Trianguloscalpellum,regium,null,12,Animalia,Arthropoda,Maxillopoda,Pedunculata,Scalpellidae,null,N.E.,2015-2
ITS-Mam-180684,1,69579,Trichechus,manatus,West Indian manatee,81,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,22103,VU,2015-2
W-Pol-131574,null,39669,Trichobranchus,glacialis,null,159,Animalia,Annelida,Polychaeta,Canalipalpata,Trichobranchidae,null,N.E.,2015-2
SLB-190054,null,155784,Trichopagurus,trichophthalmus,null,11,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,null,N.E.,2015-2
W-Msc-207673,null,84545,Tridacna,crocea,crocus giant clam,30,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,22135,LR/lc,2015-2
W-Msc-382205,null,83868,Tridacna,derasa,smooth giant clam,22,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,22136,VU,2015-2
W-Msc-207670,null,83869,Tridacna,gigas,giant clam,35,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,22137,VU,2015-2
W-Msc-207675,null,83870,Tridacna,maxima,elongate giant clam,52,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,22138,LR/cd,2015-2
W-Msc-207674,null,83871,Tridacna,squamosa,fluted giant clam,45,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,22140,LR/cd,2015-2
URM-2-2533,null,54226,Trididemnum,cyclops,null,14,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,null,N.E.,2015-2
URM-2-2535,null,54228,Trididemnum,discrepans,null,17,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,null,N.E.,2015-2
URM-2-2553,null,54246,Trididemnum,paracyclops,null,10,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,null,N.E.,2015-2
URM-2-2563,null,54254,Trididemnum,savignii,null,16,Animalia,Chordata,Ascidiacea,Enterogona,Didemnidae,null,N.E.,2015-2
ITS-683744,null,131437,Triebelina,sertata,mussel shrimp,19,Animalia,Arthropoda,Ostracoda,Podocopida,Bairdiidae,null,N.E.,2015-2
SLB-156167,null,130384,Trilasmis,eburnea,null,13,Animalia,Arthropoda,Maxillopoda,Pedunculata,Poecilasmatidae,null,N.E.,2015-2
W-For-112772,null,141756,Triloculina,trigonula,null,21,Protozoa,Foraminifera,Polythalamea,Miliolida,Miliolidae,null,N.E.,2015-2
W-Ech-212453,null,86771,Tripneustes,gratilla,striped sea urchin,49,Animalia,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,null,N.E.,2015-2
W-Msc-504474,null,83888,Trisidos,semitorta,half-propellor ark,18,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-504475,null,83890,Trisidos,tortuosa,propellor ark,21,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-141737,null,661,Tritonia,nilsodhneri,null,31,Animalia,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,null,N.E.,2015-2
W-Msc-420198,null,2430,Tritonoharpa,lanceolata,arrow dwarf triton,20,Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,null,N.E.,2015-2
W-Msc-214556,null,105644,Trivia,oryza,null,85,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Triviidae,null,N.E.,2015-2
W-Msc-214555,null,105645,Trivia,pellucidula,null,17,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Triviidae,null,N.E.,2015-2
W-Bch-422067,null,20677,Trizocarcinus,tacitus,null,12,Animalia,Arthropoda,Malacostraca,Decapoda,Goneplacidae,null,N.E.,2015-2
URM-Cn-5280,null,46438,Trochocyathus,cooperi,null,11,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,null,N.E.,2015-2
SLB-92888,null,86805,Trochus,hanleyanus,lined top,16,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,null,N.E.,2015-2
SLB-92876,null,86798,Trochus,maculatus,maculated top,26,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,null,N.E.,2015-2
SLB-92879,null,86799,Trochus,niloticus,commercial top,45,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,null,N.E.,2015-2
ITS-552889,null,14764,Trypaea,australiensis,Australian ghost shrimp,54,Animalia,Arthropoda,Malacostraca,Decapoda,Callianassidae,null,N.E.,2015-2
ITS-89727,null,32321,Trypetesa,lampas,null,51,Animalia,Arthropoda,Maxillopoda,Apygophora,Trypetesidae,null,N.E.,2015-2
SLB-187630,null,154562,Tryphosites,chevreuxi,null,22,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,null,N.E.,2015-2
URM-Cn-5459,null,46625,Tubastraea,coccinea,orange cup coral,30,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,null,N.E.,2015-2
URM-Cn-5461,null,46627,Tubastraea,faulkneri,sun coral,10,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,null,N.E.,2015-2
W-Prl-265145,null,61108,Tubiluchus,corallicola,null,13,Animalia,Priapulida,Priapulomorpha,Not assigned,Tubiluchidae,null,N.E.,2015-2
W-Oct-207409,null,43605,Tubipora,musica,organpipe coral,53,Animalia,Cnidaria,Anthozoa,Alcyonacea,Tubiporidae,133065,NT,2015-2
W-Bry-111760,null,51867,Tubulipora,liliacea,null,75,Animalia,Bryozoa,Gymnolaemata,Cyclostomata,Tubuliporidae,null,N.E.,2015-2
W-Msc-504547,null,83987,Tucetona,pectunculus,scalloplike bittersweet shell,22,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,null,N.E.,2015-2
W-Bch-440119,null,21109,Tumidodromia,dormia,common sponge crab,27,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,null,N.E.,2015-2
W-Gtr-114692,null,59771,Turbanella,cornuta,null,15,Animalia,Gastrotricha,Not assigned,Macrodasyoidea,Turbanellidae,null,N.E.,2015-2
URM-Cn-5465,null,46631,Turbinaria,bifrons,null,14,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,132957,VU,2015-2
SLB-146083,null,124850,Turbinaria,conoides,Sea bell,61,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,null,N.E.,2015-2
URM-Cn-5468,null,46634,Turbinaria,frondens,yellow cup coral,38,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,133146,LC,2015-2
URM-Cn-5471,null,46638,Turbinaria,mesenterina,null,47,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,133633,VU,2015-2
SLB-144265,null,108938,Turbinaria,ornata,crowded sea bell,43,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,null,N.E.,2015-2
URM-Cn-5472,1,46639,Turbinaria,patula,disc coral,49,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,133177,VU,2015-2
URM-Cn-5473,null,46640,Turbinaria,peltata,null,48,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,133498,VU,2015-2
URM-Cn-5475,null,46642,Turbinaria,reniformis,yellow scroll coral,40,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,133697,VU,2015-2
URM-Cn-5476,null,46643,Turbinaria,stellulata,null,35,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,133403,VU,2015-2
SLB-131872,null,112926,Turbinaria,turbinata,null,11,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,null,N.E.,2015-2
W-Msc-420076,null,83564,Turbinella,angulata,West Indian chank,24,Animalia,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,null,N.E.,2015-2
W-Msc-216371,null,86807,Turbo,argyrostomus,silvermouth turban,46,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,null,N.E.,2015-2
SLB-92918,null,86825,Turbo,bruneus,brown Pacific turban,15,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,null,N.E.,2015-2
W-Msc-528088,null,3286,Turbo,canaliculatus,channelled turban,29,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,null,N.E.,2015-2
W-Msc-528089,null,3284,Turbo,castanea,chestnut turban,30,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,null,N.E.,2015-2
SLB-92895,null,86808,Turbo,chrysostomus,goldmouth turban,28,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,null,N.E.,2015-2
W-Msc-534210,null,86826,Turbo,cinereus,smooth moon turban,24,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,null,N.E.,2015-2
W-Msc-216366,null,86827,Turbo,coronatus,coronate moon turban,20,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,null,N.E.,2015-2
SLB-92897,null,86809,Turbo,marmoratus,green turban,22,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,null,N.E.,2015-2
W-Msc-216382,null,3285,Turbo,petholatus,tapestry turban,41,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,null,N.E.,2015-2
W-Msc-413432,null,86817,Turbo,setosus,rough turban,39,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,null,N.E.,2015-2
W-Msc-160082,null,6120,Turbonilla,interrupta,null,10,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,null,N.E.,2015-2
W-Msc-420497,null,2456,Turbonilla,pupoides,null,10,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,null,N.E.,2015-2
SLB-93619,null,87071,Turricula,javana,Javanese turrid,21,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,null,N.E.,2015-2
W-Msc-435126,null,87072,Turris,babylonia,Babylonia turrid,30,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,null,N.E.,2015-2
W-Msc-141872,null,3963,Turritella,communis,null,274,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Turritellidae,null,N.E.,2015-2
W-Msc-215162,null,86864,Turritella,duplicata,duplicate turret,16,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Turritellidae,null,N.E.,2015-2
W-Msc-419542,null,3962,Turritella,exoleta,eastern turretsnail,14,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Turritellidae,null,N.E.,2015-2
W-Msc-215163,null,86863,Turritella,terebra,screw turret,83,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Turritellidae,null,N.E.,2015-2
SLB-184426,null,4891,Turritriton,labiosus,lip triton,40,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Ranellidae,null,N.E.,2015-2
ITS-Mam-612596,1,70935,Tursiops,aduncus,Indian Ocean bottlenose dolphin,136,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,41714,DD,2015-2
ITS-Mam-180426,1,69376,Tursiops,truncatus,bottlenose dolphin,2155,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,22563,LC,2015-2
SLB-93364,null,86965,Tutufa,bubo,giant frog shell,55,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Bursidae,null,N.E.,2015-2
SLB-93367,1,86966,Tutufa,rubeta,reddish frog shell,56,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Bursidae,null,N.E.,2015-2
W-Bch-211048,null,21457,Tweedieia,laysani,null,15,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,null,N.E.,2015-2
SLB-142774,null,125500,Tydemania,expeditionis,Green sea beads,27,Plantae,Chlorophyta,Bryopsidophyceae,Bryopsidales,Udoteaceae,null,N.E.,2015-2
URM-2-2101,null,52637,Tylobranchion,speciosum,null,74,Animalia,Chordata,Ascidiacea,Enterogona,Diazonidae,null,N.E.,2015-2
W-Bch-207605,null,103029,Tylocarcinus,styx,null,42,Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,null,N.E.,2015-2
W-Tnd-478746,null,22934,Typhlotanais,aequiremis,null,32,Animalia,Arthropoda,Malacostraca,Tanaidacea,Nototanaidae,null,N.E.,2015-2
W-Tnd-820118,null,22968,Typhlotanais,pulcher,null,13,Animalia,Arthropoda,Malacostraca,Tanaidacea,Nototanaidae,null,N.E.,2015-2
W-Tnd-478771,null,22975,Typhlotanais,tenuicornis,null,13,Animalia,Arthropoda,Malacostraca,Tanaidacea,Nototanaidae,null,N.E.,2015-2
W-Pol-162819,null,39385,Typosyllis,hyalina,null,11,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,null,N.E.,2015-2
SLB-190052,null,155782,Uca,crassipes,null,21,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,null,N.E.,2015-2
SLB-10662,null,27225,Uca,rapax,mudflat fiddler,23,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,null,N.E.,2015-2
SLB-100900,null,92212,Uca,tetragonon,null,42,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,null,N.E.,2015-2
SLB-10668,null,27235,Uca,vocator,hairback fiddler,19,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,null,N.E.,2015-2
W-Bch-422170,null,27237,Ucides,cordatus,mangrove crab,35,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,null,N.E.,2015-2
SLB-142780,null,115671,Udotea,argentea,Large sea fan tail,48,Plantae,Chlorophyta,Bryopsidophyceae,Bryopsidales,Udoteaceae,null,N.E.,2015-2
SLB-147286,null,116739,Ulva,clathrata,Bright green nori,31,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,null,N.E.,2015-2
SLB-132722,null,114888,Ulva,intestinalis,hollow green nori,46,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,null,N.E.,2015-2
SLB-143238,null,122514,Ulva,lactuca,Sea lettuce,579,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,null,N.E.,2015-2
W-Msc-216355,null,86800,Umbonium,vestiarium,common button top,36,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,null,N.E.,2015-2
W-Msc-141879,null,8468,Umbraculum,umbraculum,Atlantic umbrella slug,21,Animalia,Mollusca,Gastropoda,Notaspidea,Umbraculidae,null,N.E.,2015-2
ITS-203649,null,9784,Upogebia,acanthura,null,11,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae,null,N.E.,2015-2
SLB-157940,null,130987,Upogebia,carinicauda,null,17,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae,null,N.E.,2015-2
ITS-98208,null,26122,Upogebia,pugettensis,blue mud shrimp,15,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae,null,N.E.,2015-2
ITS-553070,null,15115,Upogebia,wuhsienweni,Chinese mud lobster,13,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae,null,N.E.,2015-2
ITS-176974,null,74910,Uria,aalge,common murre,1916,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694841,LC,2015-2
ITS-176978,null,74911,Uria,lomvia,thick-billed murre,1734,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694847,LC,2015-2
SLB-181979,null,151933,Uristes,adarei,null,17,Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,null,N.E.,2015-2
SLB-181374,null,151588,Uristes,gigas,null,12,Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,null,N.E.,2015-2
SLB-181904,null,151886,Uristes,murrayi,null,21,Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,null,N.E.,2015-2
ITS-612780,null,19444,Urocaridella,antonbrunii,null,12,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,null,N.E.,2015-2
ITS-612778,null,19442,Urocaridella,urocaridella,null,19,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,null,N.E.,2015-2
W-Iso-256260,null,14474,Uromunna,nana,null,18,Animalia,Arthropoda,Malacostraca,Isopoda,Munnidae,null,N.E.,2015-2
SLB-128396,null,77929,Uroptychodes,albatrossae,null,16,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,null,N.E.,2015-2
SLB-130440,null,81452,Uroptychus,alcocki,null,16,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,null,N.E.,2015-2
SLB-117974,null,105622,Uroptychus,australis,null,23,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,null,N.E.,2015-2
SLB-117982,null,105629,Uroptychus,gracilimanus,null,35,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,null,N.E.,2015-2
SLB-130501,null,81491,Uroptychus,joloensis,null,12,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,null,N.E.,2015-2
SLB-130522,null,81506,Uroptychus,nigricapillis,null,32,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,null,N.E.,2015-2
SLB-174339,null,142315,Uroptychus,scandens,null,17,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,null,N.E.,2015-2
W-Msc-410410,null,57252,Uroteuthis,chinensis,mitre squid,13,Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,null,N.E.,2015-2
W-Msc-410411,null,57290,Uroteuthis,duvaucelii,Indian squid,33,Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,null,N.E.,2015-2
W-Msc-410415,null,57373,Uroteuthis,singhalensis,long barrel squid,12,Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,null,N.E.,2015-2
ITS-93978,null,24191,Urothoe,poseidonis,null,133,Animalia,Arthropoda,Malacostraca,Amphipoda,Urothoidae,null,N.E.,2015-2
SLB-56010,null,89365,Urticina,crassicornis,mottled anemone,61,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,null,N.E.,2015-2
W-Bch-444437,null,21469,Utinomiella,dimorpha,Kahe Point crab,12,Animalia,Arthropoda,Malacostraca,Decapoda,Cryptochiridae,null,N.E.,2015-2
SLB-132492,null,120112,Valonia,aegagropila,Green sea vesicles,82,Plantae,Chlorophyta,Ulvophyceae,Siphonocladales,Valoniaceae,null,N.E.,2015-2
SLB-142303,null,128219,Valonia,fastigiata,null,22,Plantae,Chlorophyta,Ulvophyceae,Siphonocladales,Valoniaceae,null,N.E.,2015-2
SLB-131726,null,119104,Valonia,utricularis,null,31,Plantae,Chlorophyta,Ulvophyceae,Siphonocladales,Valoniaceae,null,N.E.,2015-2
W-Msc-141887,null,58187,Vampyroteuthis,infernalis,vampire squid,213,Animalia,Mollusca,Cephalopoda,Vampyromorphida,Vampyroteuthidae,null,N.E.,2015-2
SLB-75585,null,1473,Varicopeza,crystallina,null,18,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Cerithiidae,null,N.E.,2015-2
W-Bch-207551,null,83977,Varuna,litterata,oceanic paddler crab,77,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,null,N.E.,2015-2
W-Msc-211101,null,87037,Vasum,ceramicum,Ceram vase,75,Animalia,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,null,N.E.,2015-2
W-Msc-420079,null,5599,Vasum,muricatum,Caribbean vase,14,Animalia,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,null,N.E.,2015-2
SLB-117117,null,87038,Vasum,turbinellum,top vase,41,Animalia,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,null,N.E.,2015-2
W-Cum-181890,null,104072,Vaunthompsonia,inermis,null,47,Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,null,N.E.,2015-2
W-Cum-181893,null,104075,Vaunthompsonia,meridionalis,null,18,Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,null,N.E.,2015-2
W-Msc-141936,null,48967,Venus,verrucosa,warty venus,75,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-381086,null,84540,Vepricardium,asiaticum,Asiatic cockle,16,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-381157,null,84541,Vepricardium,sinense,Chinese cockle,11,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-160074,null,3957,Vermicularia,spirata,West Indian wormsnail,12,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Turritellidae,null,N.E.,2015-2
ITS-656247,null,28077,Verruca,cookei,null,13,Animalia,Arthropoda,Maxillopoda,Sessilia,Verrucidae,null,N.E.,2015-2
SLB-27940,null,32245,Verruca,stroemia,null,221,Animalia,Arthropoda,Maxillopoda,Sessilia,Verrucidae,null,N.E.,2015-2
W-Msc-215762,null,87001,Vexilla,vexillum,vexillate jopas,46,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,null,N.E.,2015-2
W-Msc-413684,null,106288,Vexillum,aureolineatum,null,12,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,null,N.E.,2015-2
SLB-100788,null,92113,Vexillum,cadaverosum,null,26,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,null,N.E.,2015-2
SLB-100809,null,92136,Vexillum,costatum,null,13,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,null,N.E.,2015-2
W-Msc-712137,null,92141,Vexillum,exasperatum,roughened mitre,36,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,null,N.E.,2015-2
SLB-74442,null,4258,Vexillum,hendersoni,null,10,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,null,N.E.,2015-2
W-Msc-208340,null,92152,Vexillum,pacificum,null,10,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,null,N.E.,2015-2
W-Msc-596875,null,87050,Vexillum,rugosum,rugose miter,22,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,null,N.E.,2015-2
W-Msc-420086,null,5609,Vexillum,styria,dwarf deepsea miter,10,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,null,N.E.,2015-2
W-Msc-591540,null,87051,Vexillum,vulpecula,little-fox miter,20,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,null,N.E.,2015-2
W-Msc-141962,null,58219,Vitreledonella,richardi,glass octopod,328,Animalia,Mollusca,Cephalopoda,Octopoda,Vitreledonellidae,null,N.E.,2015-2
W-Msc-419686,null,3530,Vitrinella,helicoidea,helix vitrinella,10,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Vitrinellidae,null,N.E.,2015-2
W-Msc-394326,null,84391,Volachlamys,singaporina,Singapore scallop,15,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,null,N.E.,2015-2
W-Msc-431078,null,3917,Volva,volva,shuttlecock volva,26,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Ovulidae,null,N.E.,2015-2
W-Msc-420169,null,4651,Volvarina,albolineata,white-line marginella,13,Animalia,Mollusca,Gastropoda,Neogastropoda,Marginellidae,null,N.E.,2015-2
W-Msc-420551,null,7253,Volvulella,paupercula,spineless spindle-bubble,10,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,null,N.E.,2015-2
W-Msc-214942,null,101145,Vulsella,vulsella,null,19,Animalia,Mollusca,Bivalvia,Pterioida,Malleidae,null,N.E.,2015-2
SLB-71681,null,57672,Walvisteuthis,virilis,null,450,Animalia,Mollusca,Cephalopoda,Teuthida,Walvisteuthidae,null,N.E.,2015-2
