iucn_sid,sciname,spp_group,sciname_worrms,status,sciname_accepted,iucn_name_ver
192375,Conus alabaster,CONESNAILS,Conus alabaster,accepted,Conus alabaster,TRUE
192376,Conus habui,CONESNAILS,Conus habui,accepted,Conus habui,TRUE
192377,Conus speciosissimus,CONESNAILS,Conus speciosissimus,unaccepted,Conus magellanicus,FALSE
192378,Conus litoglyphus,CONESNAILS,Conus litoglyphus,accepted,Conus litoglyphus,TRUE
192379,Conus exquisitus,CONESNAILS,Conus exquisitus,unaccepted,Conus cardinalis,FALSE
192380,Conus floridulus,CONESNAILS,Conus floridulus,accepted,Conus floridulus,TRUE
192381,Conus antoniomonteiroi,CONESNAILS,Conus antoniomonteiroi,accepted,Conus antoniomonteiroi,TRUE
192382,Conus cyanostoma,CONESNAILS,Conus cyanostoma,accepted,Conus cyanostoma,TRUE
192383,Conus ammiralis,CONESNAILS,Conus ammiralis,accepted,Conus ammiralis,TRUE
192384,Conus tinianus,CONESNAILS,Conus tinianus,accepted,Conus tinianus,TRUE
192385,Conus alisi,CONESNAILS,Conus alisi,unaccepted,Conasprella alisi,FALSE
192386,Conus leopardus,CONESNAILS,Conus leopardus,accepted,Conus leopardus,TRUE
192386,Conus leopardus,CONESNAILS,Conus leopardus,unaccepted,Conus vexillum,FALSE
192387,Conus gratacapii,CONESNAILS,Conus gratacapii,accepted,Conus gratacapii,TRUE
192388,Conus duffyi,CONESNAILS,Conus duffyi,accepted,Conus duffyi,TRUE
192389,Conus traversianus,CONESNAILS,Conus traversianus,unaccepted,Conasprella traversiana,FALSE
192390,Conus ventricosus,CONESNAILS,Conus ventricosus,accepted,Conus ventricosus,TRUE
192391,Conus sieboldii,CONESNAILS,Conus sieboldii,unaccepted,Conasprella sieboldii,FALSE
192392,Conus mucronatus,CONESNAILS,Conus mucronatus,accepted,Conus mucronatus,TRUE
192393,Conus coccineus,CONESNAILS,Conus coccineus,accepted,Conus coccineus,TRUE
192394,Conus erythraeensis,CONESNAILS,Conus erythraeensis,accepted,Conus erythraeensis,TRUE
192395,Conus bairstowi,CONESNAILS,Conus bairstowi,accepted,Conus bairstowi,TRUE
192396,Conus zandbergeni,CONESNAILS,Conus zandbergeni,accepted,Conus zandbergeni,TRUE
192397,Conus pealii,CONESNAILS,Conus pealii,unaccepted,Conasprella jaspidea pealii,FALSE
192398,Conus ikedai,CONESNAILS,Conus ikedai,unaccepted,Profundiconus ikedai,FALSE
192399,Conus monachus,CONESNAILS,Conus monachus,accepted,Conus monachus,TRUE
192400,Conus baileyi,CONESNAILS,Conus baileyi,unaccepted,Conasprella baileyi,FALSE
192401,Conus pacei,CONESNAILS,Conus pacei,unaccepted,Conasprella pacei,FALSE
192402,Conus patricius,CONESNAILS,Conus patricius,accepted,Conus patricius,TRUE
192403,Conus cuneolus,CONESNAILS,Conus cuneolus,accepted,Conus cuneolus,TRUE
192404,Conus lightbourni,CONESNAILS,Conus lightbourni,accepted,Conus lightbourni,TRUE
192405,Conus mcbridei,CONESNAILS,Conus mcbridei,accepted,Conus mcbridei,TRUE
192406,Conus julii,CONESNAILS,Conus julii,accepted,Conus julii,TRUE
192407,Conus eximius,CONESNAILS,Conus eximius,accepted,Conus eximius,TRUE
192408,Conus monile,CONESNAILS,Conus monile,accepted,Conus monile,TRUE
192409,Conus regularis,CONESNAILS,Conus regularis,accepted,Conus regularis,TRUE
192410,Conus limpusi,CONESNAILS,Conus limpusi,accepted,Conus limpusi,TRUE
192411,Conus glaucus,CONESNAILS,Conus glaucus,accepted,Conus glaucus,TRUE
192412,Conus henckesi,CONESNAILS,Conus henckesi,unaccepted,Conasprella henckesi,FALSE
192413,Conus aureus,CONESNAILS,Conus aureus,accepted,Conus aureus,TRUE
192414,Conus estivali,CONESNAILS,Conus estivali,accepted,Conus estivali,TRUE
192415,Conus marchionatus,CONESNAILS,Conus marchionatus,accepted,Conus marchionatus,TRUE
192416,Conus corallinus,CONESNAILS,Conus corallinus,accepted,Conus corallinus,TRUE
192417,Conus artoptus,CONESNAILS,Conus artoptus,accepted,Conus artoptus,TRUE
192418,Conus chytreus,CONESNAILS,Conus chytreus,accepted,Conus chytreus,TRUE
192419,Conus frigidus,CONESNAILS,Conus frigidus,accepted,Conus frigidus,TRUE
192420,Conus biliosus,CONESNAILS,Conus biliosus,accepted,Conus biliosus,TRUE
192421,Conus biraghii,CONESNAILS,Conus biraghii,unaccepted,Conasprella biraghii,FALSE
192422,Conus oishii,CONESNAILS,Conus oishii,accepted,Conus oishii,TRUE
192423,Conus empressae,CONESNAILS,Conus empressae,accepted,Conus empressae,TRUE
192424,Conus obscurus,CONESNAILS,Conus obscurus,accepted,Conus obscurus,TRUE
192425,Conus flammeacolor,CONESNAILS,Conus flammeacolor,accepted,Conus flammeacolor,TRUE
192426,Conus kimioi,CONESNAILS,Conus kimioi,unaccepted,Conasprella kimioi,FALSE
192427,Conus mahogani,CONESNAILS,Conus mahogani,unaccepted,Conasprella mahogani,FALSE
192428,Conus rattus,CONESNAILS,Conus rattus,accepted,Conus rattus,TRUE
192429,Conus nielsenae,CONESNAILS,Conus nielsenae,accepted,Conus nielsenae,TRUE
192430,Conus violaceus,CONESNAILS,Conus violaceus,accepted,Conus violaceus,TRUE
192430,Conus violaceus,CONESNAILS,Conus violaceus,unaccepted,Conus viola,FALSE
192430,Conus violaceus,CONESNAILS,Conus violaceus,unaccepted,Conus glans,FALSE
192431,Conus striolatus,CONESNAILS,Conus striolatus,accepted,Conus striolatus,TRUE
192432,Conus auratinus,CONESNAILS,Conus auratinus,accepted,Conus auratinus,TRUE
192433,Conus cumingii,CONESNAILS,Conus cumingii,accepted,Conus cumingii,TRUE
192433,Conus cumingii,CONESNAILS,Conus cumingii,unaccepted,Conus virgatus,FALSE
192434,Conus nigromaculatus,CONESNAILS,Conus nigromaculatus,accepted,Conus nigromaculatus,TRUE
192435,Conus compressus,CONESNAILS,Conus compressus,accepted,Conus compressus,TRUE
192436,Conus magellanicus,CONESNAILS,Conus magellanicus,accepted,Conus magellanicus,TRUE
192437,Conus hennequini,CONESNAILS,Conus hennequini,accepted,Conus hennequini,TRUE
192438,Conus felitae,CONESNAILS,Conus felitae,accepted,Conus felitae,TRUE
192439,Conus schirrmeisteri,CONESNAILS,Conus schirrmeisteri,unaccepted,Conasprella iansa,FALSE
192440,Conus circumactus,CONESNAILS,Conus circumactus,accepted,Conus circumactus,TRUE
192441,Conus excelsus,CONESNAILS,Conus excelsus,accepted,Conus excelsus,TRUE
192442,Conus emersoni,CONESNAILS,Conus emersoni,unaccepted,Profundiconus emersoni,FALSE
192443,Conus exiguus,CONESNAILS,Conus exiguus,accepted,Conus exiguus,TRUE
192444,Conus villepinii,CONESNAILS,Conus villepinii,accepted,Conus villepinii,TRUE
192445,Conus leekremeri,CONESNAILS,Conus leekremeri,accepted,Conus leekremeri,TRUE
192446,Conus cingulatus,CONESNAILS,Conus cingulatus,accepted,Conus cingulatus,TRUE
192446,Conus cingulatus,CONESNAILS,Conus cingulatus,unaccepted,Conus adamsonii,FALSE
192447,Conus armadillo,CONESNAILS,Conus armadillo,accepted,Conus armadillo,TRUE
192448,Conus lynceus,CONESNAILS,Conus lynceus,accepted,Conus lynceus,TRUE
192449,Conus brunneus,CONESNAILS,Conus brunneus,accepted,Conus brunneus,TRUE
192450,Conus echo,CONESNAILS,Conus echo,accepted,Conus echo,TRUE
192451,Conus sugimotonis,CONESNAILS,Conus sugimotonis,accepted,Conus sugimotonis,TRUE
192452,Conus princeps,CONESNAILS,Conus princeps,accepted,Conus princeps,TRUE
192453,Conus anaglypticus,CONESNAILS,Conus anaglypticus,unaccepted,Conasprella anaglyptica,FALSE
192454,Conus hamamotoi,CONESNAILS,Conus hamamotoi,accepted,Conus hamamotoi,TRUE
192455,Conus venulatus,CONESNAILS,Conus venulatus,accepted,Conus venulatus,TRUE
192456,Conus vaubani,CONESNAILS,Conus vaubani,unaccepted,Profundiconus vaubani,FALSE
192457,Conus primus,CONESNAILS,Conus primus,accepted,Conus primus,TRUE
192458,Conus rizali,CONESNAILS,Conus rizali,accepted,Conus rizali,TRUE
192459,Conus splendidulus,CONESNAILS,Conus splendidulus,accepted,Conus splendidulus,TRUE
192460,Conus generalis,CONESNAILS,Conus generalis,accepted,Conus generalis,TRUE
192461,Conus claudiae,CONESNAILS,Conus claudiae,accepted,Conus claudiae,TRUE
192462,Conus giorossii,CONESNAILS,Conus giorossii,accepted,Conus giorossii,TRUE
192463,Conus sculpturatus,CONESNAILS,Conus sculpturatus,accepted,Conus sculpturatus,TRUE
192464,Conus magnottei,CONESNAILS,Conus magnottei,accepted,Conus magnottei,TRUE
192465,Conus tiki,CONESNAILS,Conus tiki,unaccepted,Conasprella tiki,FALSE
192466,Conus angioiorum,CONESNAILS,Conus angioiorum,accepted,Conus angioiorum,TRUE
192467,Conus gabrielae,CONESNAILS,Conus gabrielae,unaccepted,Conus negroides,FALSE
192468,Conus solangeae,CONESNAILS,Conus solangeae,accepted,Conus solangeae,TRUE
192469,Conus derrubado,CONESNAILS,Conus derrubado,accepted,Conus derrubado,TRUE
192470,Conus pica,CONESNAILS,Conus pica,accepted,Conus pica,TRUE
192471,Conus brunneofilaris,CONESNAILS,Conus brunneofilaris,accepted,Conus brunneofilaris,TRUE
192472,Conus miruchae,CONESNAILS,Conus miruchae,accepted,Conus miruchae,TRUE
192473,Conus sagei,CONESNAILS,Conus sagei,unaccepted,Conasprella sagei,FALSE
192474,Conus bayeri,CONESNAILS,Conus bayeri,accepted,Conus bayeri,TRUE
192475,Conus josephinae,CONESNAILS,Conus josephinae,accepted,Conus josephinae,TRUE
192476,Conus madagascariensis,CONESNAILS,Conus madagascariensis,accepted,Conus madagascariensis,TRUE
192477,Conus articulatus,CONESNAILS,Conus articulatus,unaccepted,Conasprella articulata,FALSE
192478,Conus parascalaris,CONESNAILS,Conus parascalaris,accepted,Conus parascalaris,TRUE
192479,Conus baeri,CONESNAILS,Conus baeri,accepted,Conus baeri,TRUE
192480,Conus kevani,CONESNAILS,Conus kevani,accepted,Conus kevani,TRUE
192481,Conus coromandelicus,CONESNAILS,Conus coromandelicus,unaccepted,Conasprella coromandelica,FALSE
192482,Conus axelrodi,CONESNAILS,Conus axelrodi,accepted,Conus axelrodi,TRUE
192483,Conus pauperculus,CONESNAILS,Conus pauperculus,accepted,Conus pauperculus,TRUE
192484,Conus inconstans,CONESNAILS,Conus inconstans,accepted,Conus inconstans,TRUE
192485,Conus navarroi,CONESNAILS,Conus navarroi,accepted,Conus navarroi,TRUE
192486,Conus roeckeli,CONESNAILS,Conus roeckeli,accepted,Conus roeckeli,TRUE
192487,Conus echinophilus,CONESNAILS,Conus echinophilus,accepted,Conus echinophilus,TRUE
192488,Conus largillierti,CONESNAILS,NA,error,NA,NA
192489,Conus bruuni,CONESNAILS,Conus bruuni,accepted,Conus bruuni,TRUE
192490,Conus wallangra,CONESNAILS,Conus wallangra,accepted,Conus wallangra,TRUE
192491,Conus escondidai,CONESNAILS,Conus escondidai,accepted,Conus escondidai,TRUE
192492,Conus xicoi,CONESNAILS,Conus xicoi,accepted,Conus xicoi,TRUE
192493,Conus lienardi,CONESNAILS,Conus lienardi,accepted,Conus lienardi,TRUE
192494,Conus filmeri,CONESNAILS,Conus filmeri,accepted,Conus filmeri,TRUE
192495,Conus trovaoi,CONESNAILS,Conus trovaoi,accepted,Conus trovaoi,TRUE
192496,Conus joliveti,CONESNAILS,Conus joliveti,unaccepted,Conasprella joliveti,FALSE
192497,Conus mercator,CONESNAILS,Conus mercator,accepted,Conus mercator,TRUE
192498,Conus howelli,CONESNAILS,Conus howelli,unaccepted,Conasprella howelli,FALSE
192499,Conus taslei,CONESNAILS,Conus taslei,accepted,Conus taslei,TRUE
192500,Conus borgesi,CONESNAILS,Conus borgesi,accepted,Conus borgesi,TRUE
192501,Conus tenuilineatus,CONESNAILS,Conus tenuilineatus,accepted,Conus tenuilineatus,TRUE
192502,Conus clerii,CONESNAILS,Conus clerii,accepted,Conus clerii,TRUE
192503,Conus thevenardensis,CONESNAILS,Conus thevenardensis,accepted,Conus thevenardensis,TRUE
192504,Conus collisus,CONESNAILS,Conus collisus,accepted,Conus collisus,TRUE
192505,Conus granum,CONESNAILS,Conus granum,accepted,Conus granum,TRUE
192506,Conus pulicarius,CONESNAILS,Conus pulicarius,accepted,Conus pulicarius,TRUE
192507,Conus capitaneus,CONESNAILS,Conus capitaneus,accepted,Conus capitaneus,TRUE
192508,Conus darkini,CONESNAILS,Conus darkini,accepted,Conus darkini,TRUE
192509,Conus kanakinus,CONESNAILS,Conus kanakinus,unaccepted,Profundiconus kanakinus,FALSE
192510,Conus proximus,CONESNAILS,Conus proximus,accepted,Conus proximus,TRUE
192511,Conus pseudorbignyi,CONESNAILS,Conus pseudorbignyi,unaccepted,Conasprella pseudorbignyi,FALSE
192512,Conus encaustus,CONESNAILS,Conus encaustus,accepted,Conus encaustus,TRUE
192513,Conus reductaspiralis,CONESNAILS,Conus reductaspiralis,accepted,Conus reductaspiralis,TRUE
192514,Conus tacomae,CONESNAILS,Conus tacomae,accepted,Conus tacomae,TRUE
192515,Conus papilliferus,CONESNAILS,Conus papilliferus,accepted,Conus papilliferus,TRUE
192516,Conus variegatus,CONESNAILS,Conus variegatus,accepted,Conus variegatus,TRUE
192517,Conus mozambicus,CONESNAILS,Conus mozambicus,accepted,Conus mozambicus,TRUE
192518,Conus dusaveli,CONESNAILS,Conus dusaveli,accepted,Conus dusaveli,TRUE
192519,Conus kremerorum,CONESNAILS,Conus kremerorum,accepted,Conus kremerorum,TRUE
192520,Conus richardsae,CONESNAILS,Conus richardsae,accepted,Conus richardsae,TRUE
192521,Conus retifer,CONESNAILS,Conus retifer,accepted,Conus retifer,TRUE
192522,Conus bruguieresi,CONESNAILS,Conus bruguieresi,unaccepted,Conus bruguieri,FALSE
192523,Conus atlanticoselvagem,CONESNAILS,Conus atlanticoselvagem,accepted,Conus atlanticoselvagem,TRUE
192524,Conus phuketensis,CONESNAILS,Conus phuketensis,unaccepted,Conus pretiosus,FALSE
192525,Conus spurius,CONESNAILS,Conus spurius,accepted,Conus spurius,TRUE
192525,Conus spurius,CONESNAILS,Conus spurius,unaccepted,Conus regius,FALSE
192527,Conus plinthis,CONESNAILS,Conus plinthis,accepted,Conus plinthis,TRUE
192528,Conus inscriptus,CONESNAILS,Conus inscriptus,accepted,Conus inscriptus,TRUE
192529,Conus victoriae,CONESNAILS,Conus victoriae,accepted,Conus victoriae,TRUE
192530,Conus teodorae,CONESNAILS,Conus teodorae,accepted,Conus teodorae,TRUE
192531,Conus danilai,CONESNAILS,Conus danilai,accepted,Conus danilai,TRUE
192532,Conus stearnsii,CONESNAILS,Conus stearnsii,unaccepted,Conasprella stearnsii,FALSE
192533,Conus gubernator,CONESNAILS,Conus gubernator,accepted,Conus gubernator,TRUE
192534,Conus pulcher,CONESNAILS,Conus pulcher,accepted,Conus pulcher,TRUE
192534,Conus pulcher,CONESNAILS,Conus pulcher,unaccepted,Conus proximus,FALSE
192535,Conus curassaviensis,CONESNAILS,Conus curassaviensis,accepted,Conus curassaviensis,TRUE
192536,Conus kinoshitai,CONESNAILS,Conus kinoshitai,accepted,Conus kinoshitai,TRUE
192537,Conus otohimeae,CONESNAILS,Conus otohimeae,unaccepted,Conasprella otohimeae,FALSE
192538,Conus ferrugineus,CONESNAILS,Conus ferrugineus,accepted,Conus ferrugineus,TRUE
192539,Conus dispar,CONESNAILS,Conus dispar,accepted,Conus dispar,TRUE
192540,Conus andremenezi,CONESNAILS,Conus andremenezi,accepted,Conus andremenezi,TRUE
192541,Conus immelmani,CONESNAILS,Conus immelmani,accepted,Conus immelmani,TRUE
192542,Conus dalli,CONESNAILS,Conus dalli,accepted,Conus dalli,TRUE
192544,Conus crotchii,CONESNAILS,Conus crotchii,accepted,Conus crotchii,TRUE
192545,Conus parvatus,CONESNAILS,Conus parvatus,accepted,Conus parvatus,TRUE
192546,Conus aemulus,CONESNAILS,Conus aemulus,accepted,Conus aemulus,TRUE
192547,Conus jickelii,CONESNAILS,Conus jickelii,accepted,Conus jickelii,TRUE
192548,Conus neoguttatus,CONESNAILS,Conus neoguttatus,unaccepted,Conus lineopunctatus,FALSE
192549,Conus magus,CONESNAILS,Conus magus,accepted,Conus magus,TRUE
192550,Conus rutilus,CONESNAILS,Conus rutilus,unaccepted,Conasprella rutila,FALSE
192551,Conus asiaticus,CONESNAILS,Conus asiaticus,accepted,Conus asiaticus,TRUE
192552,Conus moncuri,CONESNAILS,Conus moncuri,accepted,Conus moncuri,TRUE
192553,Conus mazei,CONESNAILS,Conus mazei,unaccepted,Conasprella mazei,FALSE
192554,Conus bozzettii,CONESNAILS,Conus bozzettii,unaccepted,Conasprella bozzettii,FALSE
192555,Conus venezuelanus,CONESNAILS,Conus venezuelanus,accepted,Conus venezuelanus,TRUE
192556,Conus belairensis,CONESNAILS,Conus belairensis,accepted,Conus belairensis,TRUE
192557,Conus pseudimperialis,CONESNAILS,Conus pseudimperialis,accepted,Conus pseudimperialis,TRUE
192558,Conus nobilis,CONESNAILS,Conus nobilis,accepted,Conus nobilis,TRUE
192559,Conus sculletti,CONESNAILS,Conus sculletti,accepted,Conus sculletti,TRUE
192560,Conus grangeri,CONESNAILS,Conus grangeri,accepted,Conus grangeri,TRUE
192561,Conus leobrerai,CONESNAILS,Conus leobrerai,accepted,Conus leobrerai,TRUE
192562,Conus flavidus,CONESNAILS,Conus flavidus,accepted,Conus flavidus,TRUE
192563,Conus aulicus,CONESNAILS,Conus aulicus,accepted,Conus aulicus,TRUE
192564,Conus moreleti,CONESNAILS,Conus moreleti,accepted,Conus moreleti,TRUE
192565,Conus pseudokimioi,CONESNAILS,Conus pseudokimioi,unaccepted,Conasprella pseudokimioi,FALSE
192566,Conus fergusoni,CONESNAILS,Conus fergusoni,accepted,Conus fergusoni,TRUE
192567,Conus mitratus,CONESNAILS,Conus mitratus,accepted,Conus mitratus,TRUE
192568,Conus abbreviatus,CONESNAILS,Conus abbreviatus,accepted,Conus abbreviatus,TRUE
192569,Conus chiapponorum,CONESNAILS,Conus chiapponorum,accepted,Conus chiapponorum,TRUE
192570,Conus rufimaculosus,CONESNAILS,Conus rufimaculosus,accepted,Conus rufimaculosus,TRUE
192571,Conus infinitus,CONESNAILS,Conus infinitus,accepted,Conus infinitus,TRUE
192572,Conus fontonae,CONESNAILS,Conus fontonae,accepted,Conus fontonae,TRUE
192573,Conus magnificus,CONESNAILS,Conus magnificus,accepted,Conus magnificus,TRUE
192574,Conus peli,CONESNAILS,Conus peli,accepted,Conus peli,TRUE
192575,Conus lamberti,CONESNAILS,Conus lamberti,accepted,Conus lamberti,TRUE
192576,Conus lucidus,CONESNAILS,Conus lucidus,unaccepted,Conasprella lucida,FALSE
192577,Conus pseudonivifer,CONESNAILS,Conus pseudonivifer,accepted,Conus pseudonivifer,TRUE
192578,Conus ermineus,CONESNAILS,Conus ermineus,accepted,Conus ermineus,TRUE
192579,Conus amadis,CONESNAILS,Conus amadis,accepted,Conus amadis,TRUE
192580,Conus chaldaeus,CONESNAILS,Conus chaldaeus,accepted,Conus chaldaeus,TRUE
192581,Conus bayani,CONESNAILS,Conus bayani,accepted,Conus bayani,TRUE
192582,Conus vittatus,CONESNAILS,Conus vittatus,accepted,Conus vittatus,TRUE
192583,Conus spirofilis,CONESNAILS,Conus spirofilis,unaccepted,Conasprella spirofilis,FALSE
192584,Conus diminutus,CONESNAILS,Conus diminutus,accepted,Conus diminutus,TRUE
192585,Conus vicweei,CONESNAILS,Conus vicweei,accepted,Conus vicweei,TRUE
192586,Conus terebra,CONESNAILS,Conus terebra,accepted,Conus terebra,TRUE
192587,Conus bandanus,CONESNAILS,Conus bandanus,accepted,Conus bandanus,TRUE
192588,Conus araneosus,CONESNAILS,Conus araneosus,unaccepted,Conus araneosus,TRUE
192588,Conus araneosus,CONESNAILS,Conus araneosus,accepted,Conus araneosus,TRUE
192589,Conus sazanka,CONESNAILS,Conus sazanka,accepted,Conus sazanka,TRUE
192590,Conus miliaris,CONESNAILS,Conus miliaris,accepted,Conus miliaris,TRUE
192591,Conus stupa,CONESNAILS,Conus stupa,accepted,Conus stupa,TRUE
192592,Conus laterculatus,CONESNAILS,Conus laterculatus,accepted,Conus laterculatus,TRUE
192593,Conus imperialis,CONESNAILS,Conus imperialis,accepted,Conus imperialis,TRUE
192594,Conus allaryi,CONESNAILS,Conus allaryi,accepted,Conus allaryi,TRUE
192595,Conus lemniscatus,CONESNAILS,Conus lemniscatus,accepted,Conus lemniscatus,TRUE
192596,Conus vulcanus,CONESNAILS,Conus vulcanus,accepted,Conus vulcanus,TRUE
192597,Conus boucheti,CONESNAILS,Conus boucheti,unaccepted,Conasprella boucheti,FALSE
192598,Conus julieandreae,CONESNAILS,Conus julieandreae,accepted,Conus julieandreae,TRUE
192599,Conus mindanus,CONESNAILS,Conus mindanus,unaccepted,Conasprella mindana,FALSE
192600,Conus roseorapum,CONESNAILS,Conus roseorapum,accepted,Conus roseorapum,TRUE
192601,Conus cocceus,CONESNAILS,Conus cocceus,accepted,Conus cocceus,TRUE
192602,Conus salreiensis,CONESNAILS,Conus salreiensis,accepted,Conus salreiensis,TRUE
192603,Conus furvus,CONESNAILS,Conus furvus,accepted,Conus furvus,TRUE
192604,Conus hyaena,CONESNAILS,Conus hyaena,accepted,Conus hyaena,TRUE
192605,Conus loroisii,CONESNAILS,Conus loroisii,unaccepted,Conus buxeus loroisii,FALSE
192606,Conus fijiensis,CONESNAILS,Conus fijiensis,unaccepted,Conasprella fijiensis,FALSE
192608,Conus genuanus,CONESNAILS,Conus genuanus,accepted,Conus genuanus,TRUE
192609,Conus tuticorinensis,CONESNAILS,Conus tuticorinensis,accepted,Conus tuticorinensis,TRUE
192610,Conus saragasae,CONESNAILS,Conus saragasae,accepted,Conus saragasae,TRUE
192611,Conus ebraeus,CONESNAILS,Conus ebraeus,accepted,Conus ebraeus,TRUE
192612,Conus armiger,CONESNAILS,Conus armiger,unaccepted,Conasprella armiger,FALSE
192613,Conus guinaicus,CONESNAILS,Conus guinaicus,accepted,Conus guinaicus,TRUE
192614,Conus suratensis,CONESNAILS,Conus suratensis,accepted,Conus suratensis,TRUE
192615,Conus eldredi,CONESNAILS,Conus eldredi,accepted,Conus eldredi,TRUE
192616,Conus vimineus,CONESNAILS,Conus vimineus,unaccepted,Conasprella viminea,FALSE
192617,Conus austroviola,CONESNAILS,Conus austroviola,accepted,Conus austroviola,TRUE
192618,Conus malacanus,CONESNAILS,Conus malacanus,accepted,Conus malacanus,TRUE
192619,Conus suduirauti,CONESNAILS,Conus suduirauti,accepted,Conus suduirauti,TRUE
192620,Conus taeniatus,CONESNAILS,Conus taeniatus,accepted,Conus taeniatus,TRUE
192621,Conus jucundus,CONESNAILS,Conus jucundus,accepted,Conus jucundus,TRUE
192622,Conus worki,CONESNAILS,Conus worki,accepted,Conus worki,TRUE
192623,Conus kintoki,CONESNAILS,Conus kintoki,accepted,Conus kintoki,TRUE
192623,Conus kintoki,CONESNAILS,Conus kintoki,unaccepted,Conus kintoki,TRUE
192624,Conus granulatus,CONESNAILS,Conus granulatus,accepted,Conus granulatus,TRUE
192625,Conus sertacinctus,CONESNAILS,Conus sertacinctus,accepted,Conus sertacinctus,TRUE
192626,Conus mordeirae,CONESNAILS,Conus mordeirae,accepted,Conus mordeirae,TRUE
192627,Conus flavescens,CONESNAILS,Conus flavescens,accepted,Conus flavescens,TRUE
192628,Conus garciai,CONESNAILS,Conus garciai,accepted,Conus garciai,TRUE
192629,Conus attenuatus,CONESNAILS,Conus attenuatus,accepted,Conus attenuatus,TRUE
192630,Conus delessertii,CONESNAILS,Conus delessertii,unaccepted,Conasprella delessertii,FALSE
192631,Conus damottai,CONESNAILS,Conus damottai,accepted,Conus damottai,TRUE
192632,Conus kuiperi,CONESNAILS,Conus kuiperi,accepted,Conus kuiperi,TRUE
192633,Conus mus,CONESNAILS,Conus mus,accepted,Conus mus,TRUE
192634,Conus miles,CONESNAILS,Conus miles,accepted,Conus miles,TRUE
192635,Conus hirasei,CONESNAILS,Conus hirasei,accepted,Conus hirasei,TRUE
192636,Conus coronatus,CONESNAILS,Conus coronatus,accepted,Conus coronatus,TRUE
192636,Conus coronatus,CONESNAILS,Conus coronatus,unaccepted,Mitromorpha coronata,FALSE
192637,Conus jaspideus,CONESNAILS,Conus jaspideus,unaccepted,Conus algoensis,FALSE
192637,Conus jaspideus,CONESNAILS,Conus jaspideus,unaccepted,Conasprella jaspidea,FALSE
192638,Conus loyaltiensis,CONESNAILS,Conus loyaltiensis,unaccepted,Profundiconus loyaltiensis,FALSE
192640,Conus boholensis,CONESNAILS,Conus boholensis,unaccepted,Conasprella boholensis,FALSE
192641,Conus orbignyi,CONESNAILS,Conus orbignyi,unaccepted,Conasprella orbignyi,FALSE
192642,Conus gloriamaris,CONESNAILS,Conus gloriamaris,accepted,Conus gloriamaris,TRUE
192642,Conus gloriamaris,CONESNAILS,Conus gloriamaris,unaccepted,Conus textile,FALSE
192643,Conus kirkandersi,CONESNAILS,Conus kirkandersi,accepted,Conus kirkandersi,TRUE
192644,Conus dayriti,CONESNAILS,Conus dayriti,accepted,Conus dayriti,TRUE
192645,Conus tribblei,CONESNAILS,Conus tribblei,accepted,Conus tribblei,TRUE
192647,Conus spectrum,CONESNAILS,Conus spectrum,accepted,Conus spectrum,TRUE
192648,Conus tenuistriatus,CONESNAILS,Conus tenuistriatus,accepted,Conus tenuistriatus,TRUE
192649,Conus rolani,CONESNAILS,Conus rolani,accepted,Conus rolani,TRUE
192650,Conus pseudoaurantius,CONESNAILS,NA,error,NA,NA
192651,Conus tabidus,CONESNAILS,Conus tabidus,accepted,Conus tabidus,TRUE
192652,Conus hamanni,CONESNAILS,Conus hamanni,accepted,Conus hamanni,TRUE
192653,Conus roberti,CONESNAILS,Conus roberti,unaccepted,Conasprella roberti,FALSE
192654,Conus radiatus,CONESNAILS,Conus radiatus,accepted,Conus radiatus,TRUE
192655,Conus olgae,CONESNAILS,Conus olgae,unaccepted,Conus havanensis,FALSE
192656,Conus luteus,CONESNAILS,Conus luteus,accepted,Conus luteus,TRUE
192657,Conus lindae,CONESNAILS,Conus lindae,accepted,Conus lindae,TRUE
192658,Conus richardbinghami,CONESNAILS,Conus richardbinghami,accepted,Conus richardbinghami,TRUE
192659,Conus tisii,CONESNAILS,Conus tisii,accepted,Conus tisii,TRUE
192660,Conus subulatus,CONESNAILS,Conus subulatus,nomen dubium,Conus subulatus,TRUE
192661,Conus lenhilli,CONESNAILS,Conus lenhilli,unaccepted,Conasprella lenhilli,FALSE
192662,Conus dieteri,CONESNAILS,Conus dieteri,unaccepted,Conasprella dieteri,FALSE
192663,Conus clarus,CONESNAILS,Conus clarus,accepted,Conus clarus,TRUE
192664,Conus episcopatus,CONESNAILS,Conus episcopatus,accepted,Conus episcopatus,TRUE
192665,Conus judaeus,CONESNAILS,Conus judaeus,accepted,Conus judaeus,TRUE
192666,Conus stupella,CONESNAILS,Conus stupella,accepted,Conus stupella,TRUE
192667,Conus raoulensis,CONESNAILS,Conus raoulensis,unaccepted,Conasprella raoulensis,FALSE
192668,Conus perplexus,CONESNAILS,Conus perplexus,unaccepted,Conasprella perplexa,FALSE
192669,Conus flavusalbus,CONESNAILS,Conus flavusalbus,accepted,Conus flavusalbus,TRUE
192670,Conus nigropunctatus,CONESNAILS,Conus nigropunctatus,accepted,Conus nigropunctatus,TRUE
192671,Conus insculptus,CONESNAILS,Conus insculptus,unaccepted,Conasprella insculpta,FALSE
192672,Conus tuberculosus,CONESNAILS,Conus tuberculosus,unaccepted,Profundiconus tuberculosus,FALSE
