"","submitted_name","data_source_title","score","matched_name2","match"
"227","Agaricia lamarcki","NCBI",0.988,"Agaricia lamarcki",TRUE
"228","Agaricia tenuifolia","NCBI",0.988,"Agaricia tenuifolia",TRUE
"229","Agaricia undata","NCBI",0.988,"Agaricia undata",TRUE
"230","Aglaia cucullata","NCBI",0.988,"Aglaia cucullata",TRUE
"231","Aidablennius sphynx","NCBI",0.988,"Aidablennius sphynx",TRUE
"232","Aipysurus apraefrontalis","NCBI",0.988,"Aipysurus apraefrontalis",TRUE
"233","Aipysurus duboisii","NCBI",0.988,"Aipysurus duboisii",TRUE
"234","Aipysurus eydouxii","NCBI",0.988,"Aipysurus eydouxii",TRUE
"235","Aipysurus foliosquama","NCBI",0.988,"Aipysurus foliosquama",TRUE
"236","Aipysurus fuscus","NCBI",0.988,"Aipysurus fuscus",TRUE
"237","Aipysurus laevis","NCBI",0.988,"Aipysurus laevis",TRUE
"238","Aipysurus tenuis","EOL",0.988,"Aipysurus tenuis",TRUE
"239","Albula argentea","EOL",0.988,"Albula argentea",TRUE
"240","Albula esuncula","NCBI",0.988,"Albula esuncula",TRUE
"241","Albula glossodonta","NCBI",0.988,"Albula glossodonta",TRUE
"242","Albula koreana","NCBI",0.988,"Albula koreana",TRUE
"243","Albula nemoptera","NCBI",0.988,"Albula nemoptera",TRUE
"244","Albula oligolepis","Catalogue of Life",0.988,"Albula oligolepis",TRUE
"245","Albula virgata","uBio NameBank",0.988,"Albula virgata",TRUE
"246","Albula vulpes","NCBI",0.988,"Albula vulpes",TRUE
"247","Alloblennius anuchalis","Freebase",0.988,"Alloblennius anuchalis",TRUE
"248","Alloblennius frondiculus","Catalogue of Life",0.988,"Alloblennius frondiculus",TRUE
"249","Alloblennius jugularis","Freebase",0.988,"Alloblennius jugularis",TRUE
"250","Alloblennius parvus","Freebase",0.988,"Alloblennius parvus",TRUE
"251","Alloblennius pictus","NCBI",0.988,"Alloblennius pictus",TRUE
"252","Allopatides corrugatus","Catalogue of Life",0.988,"Allopatides corrugatus",TRUE
"253","Allopatides dendroeides","Interim Register of Marine and Nonmarine Genera",0.988,"Allopatides dendroeides",TRUE
"254","Allothunnus fallai","NCBI",0.988,"Allothunnus fallai",TRUE
"255","Alphestes afer","NCBI",0.988,"Alphestes afer",TRUE
"256","Alphestes immaculatus","NCBI",0.988,"Alphestes immaculatus",TRUE
"257","Alphestes multiguttatus","NCBI",0.988,"Alphestes multiguttatus",TRUE
"258","Alticus anjouanae","EOL",0.988,"Alticus anjouanae",TRUE
"259","Alticus arnoldorum","NCBI",0.988,"Alticus arnoldorum",TRUE
"260","Alticus kirkii","NCBI",0.988,"Alticus kirkii",TRUE
"261","Alticus magnusi","EOL",0.988,"Alticus magnusi",TRUE
"262","Alticus monochrus","EOL",0.988,"Alticus monochrus",TRUE
"263","Alticus montanoi","EOL",0.988,"Alticus montanoi",TRUE
"264","Alticus orientalis","EOL",0.988,"Alticus orientalis",TRUE
"265","Alticus saliens","NCBI",0.988,"Alticus saliens",TRUE
"266","Alticus sertatus","EOL",0.988,"Alticus sertatus",TRUE
"267","Alticus simplicirrus","EOL",0.988,"Alticus simplicirrus",TRUE
"268","Alveopora allingi","NCBI",0.988,"Alveopora allingi",TRUE
"269","Alveopora daedalea","Union 4",0.988,"Alveopora daedalea",TRUE
"270","Alveopora excelsa","NCBI",0.988,"Alveopora excelsa",TRUE
"271","Alveopora fenestrata","Union 4",0.988,"Alveopora fenestrata",TRUE
"272","Alveopora japonica","NCBI",0.988,"Alveopora japonica",TRUE
"273","Alveopora marionensis","Union 4",0.988,"Alveopora marionensis",TRUE
"274","Alveopora spongiosa","NCBI",0.988,"Alveopora spongiosa",TRUE
"275","Amblyrhynchotes honckenii","NCBI",0.988,"Amblyrhynchotes honckenii",TRUE
"276","Ammolabrus dicrus","EOL",0.988,"Ammolabrus dicrus",TRUE
"277","Amphibolis antarctica","NCBI",0.988,"Amphibolis antarctica",TRUE
"278","Amphibolis griffithii","NCBI",0.988,"Amphibolis griffithii",TRUE
"279","Amphichaetodon howensis","NCBI",0.988,"Amphichaetodon howensis",TRUE
"280","Amphichaetodon melbae","NCBI",0.988,"Amphichaetodon melbae",TRUE
"281","Amphigymnas bahamensis","EOL",0.988,"Amphigymnas bahamensis",TRUE
"282","Amphigymnas multipes","EOL",0.988,"Amphigymnas multipes",TRUE
"283","Amphiprion sandaracinos","NCBI",0.988,"Amphiprion sandaracinos",TRUE
"284","Anacropora puertogalerae","Union 4",0.988,"Anacropora puertogalerae",TRUE
"285","Anacropora reticulata","Union 4",0.988,"Anacropora reticulata",TRUE
"286","Anacropora spinosa","Union 4",0.988,"Anacropora spinosa",TRUE
"287","Anampses caeruleopunctatus","NCBI",0.988,"Anampses caeruleopunctatus",TRUE
"288","Anampses chrysocephalus","NCBI",0.988,"Anampses chrysocephalus",TRUE
"289","Anampses cuvier","NCBI",0.988,"Anampses cuvier",TRUE
"290","Anampses elegans","NCBI",0.988,"Anampses elegans",TRUE
"291","Anampses femininus","NCBI",0.988,"Anampses femininus",TRUE
"292","Anampses geographicus","NCBI",0.988,"Anampses geographicus",TRUE
"293","Anampses lennardi","NCBI",0.988,"Anampses lennardi",TRUE
"294","Anampses lineatus","NCBI",0.988,"Anampses lineatus",TRUE
"295","Anampses melanurus","NCBI",0.988,"Anampses melanurus",TRUE
"296","Anampses meleagrides","NCBI",0.988,"Anampses meleagrides",TRUE
"297","Anampses neoguinaicus","NCBI",0.988,"Anampses neoguinaicus",TRUE
"298","Anampses twistii","NCBI",0.988,"Anampses twistii",TRUE
"299","Anampses viridis","EOL",0.988,"Anampses viridis",TRUE
"300","Anchichoerops natalensis","NCBI",0.988,"Anchichoerops natalensis",TRUE
"301","Andamia amphibius","Freebase",0.988,"Andamia amphibius",TRUE
"302","Andamia cyclocheilus","EOL",0.988,"Andamia cyclocheilus",TRUE
"303","Andamia expansa","EOL",0.988,"Andamia expansa",TRUE
"304","Andamia heteroptera","Freebase",0.988,"Andamia heteroptera",TRUE
"305","Andamia pacifica","EOL",0.988,"Andamia pacifica",TRUE
"306","Andamia reyi","NCBI",0.988,"Andamia reyi",TRUE
"307","Andamia tetradactylus","NCBI",0.988,"Andamia tetradactylus",TRUE
"308","Anomastraea irregularis","EOL",0.988,"Anomastraea irregularis",TRUE
"309","Antarctus mawsoni","NCBI",0.988,"Antarctus mawsoni",TRUE
"310","Antennablennius adenensis","Freebase",0.988,"Antennablennius adenensis",TRUE
"311","Antennablennius australis","NCBI",0.988,"Antennablennius australis",TRUE
"312","Antennablennius bifilum","NCBI",0.988,"Antennablennius bifilum",TRUE
"313","Antennablennius ceylonensis","Freebase",0.988,"Antennablennius ceylonensis",TRUE
"314","Antennablennius hypenetes","Freebase",0.988,"Antennablennius hypenetes",TRUE
"315","Antennablennius sexfasciatus","Index to Organism Names",0.988,"Antennablennius sexfasciatus",TRUE
"316","Antennablennius simonyi","Freebase",0.988,"Antennablennius simonyi",TRUE
"317","Antennablennius variopunctatus","Freebase",0.988,"Antennablennius variopunctatus",TRUE
"318","Antennablennius velifer","Index to Organism Names",0.988,"Antennablennius velifer",TRUE
"319","Antipodarctus aoteanus","NCBI",0.988,"Antipodarctus aoteanus",TRUE
"320","Anyperodon leucogrammicus","Wikispecies",0.988,"Anyperodon leucogrammicus",TRUE
"321","Aonyx capensis","NCBI",0.988,"Aonyx capensis",TRUE
"322","Aonyx cinereus","EOL",0.988,"Aonyx cinereus",TRUE
"323","Apolemichthys arcuatus","NCBI",0.988,"Apolemichthys arcuatus",TRUE
"324","Apolemichthys griffisi","NCBI",0.988,"Apolemichthys griffisi",TRUE
"325","Apolemichthys guezei","EOL",0.988,"Apolemichthys guezei",TRUE
"326","Apolemichthys kingi","NCBI",0.988,"Apolemichthys kingi",TRUE
"327","Apolemichthys trimaculatus","NCBI",0.988,"Apolemichthys trimaculatus",TRUE
"328","Apolemichthys xanthopunctatus","EOL",0.988,"Apolemichthys xanthopunctatus",TRUE
"329","Apolemichthys xanthotis","EOL",0.988,"Apolemichthys xanthotis",TRUE
"330","Apolemichthys xanthurus","NCBI",0.988,"Apolemichthys xanthurus",TRUE
"331","Apostichopus japonicus","NCBI",0.988,"Apostichopus japonicus",TRUE
"332","Apostichopus johnsoni","Catalogue of Life",0.988,"Apostichopus johnsoni",TRUE
"333","Apostichopus leukothele","EOL",0.988,"Apostichopus leukothele",TRUE
"334","Apostichopus multidentis","Catalogue of Life",0.988,"Apostichopus multidentis",TRUE
"335","Apostichopus nigripunctatus","Catalogue of Life",0.988,"Apostichopus nigripunctatus",TRUE
"336","Apostichopus nipponensis","Catalogue of Life",0.988,"Apostichopus nipponensis",TRUE
"337","Apostichopus parvimensis","EOL",0.988,"Apostichopus parvimensis",TRUE
"338","Archosargus pourtalesii","EOL",0.988,"Archosargus pourtalesii",TRUE
"339","Archosargus probatocephalus","NCBI",0.988,"Archosargus probatocephalus",TRUE
"340","Archosargus rhomboidalis","NCBI",0.988,"Archosargus rhomboidalis",TRUE
"341","Arctides antipodarum","NCBI",0.988,"Arctides antipodarum",TRUE
"342","Arctides guineensis","Freebase",0.988,"Arctides guineensis",TRUE
"343","Arctides regalis","NCBI",0.988,"Arctides regalis",TRUE
"344","Arctocephalus australis","NCBI",0.988,"Arctocephalus australis",TRUE
"345","Arctocephalus forsteri","NCBI",0.988,"Arctocephalus forsteri",TRUE
"346","Arctocephalus galapagoensis","NCBI",0.988,"Arctocephalus galapagoensis",TRUE
"347","Arctocephalus gazella","NCBI",0.988,"Arctocephalus gazella",TRUE
"348","Arctocephalus philippii","NCBI",0.988,"Arctocephalus philippii",TRUE
"349","Arctocephalus pusillus","NCBI",0.988,"Arctocephalus pusillus",TRUE
"350","Arctocephalus townsendi","NCBI",0.988,"Arctocephalus townsendi",TRUE
"351","Arctocephalus tropicalis","NCBI",0.988,"Arctocephalus tropicalis",TRUE
"352","Argiodia maculata","Catalogue of Life",0.988,"Argiodia maculata",TRUE
"353","Argyrops bleekeri","NCBI",0.988,"Argyrops bleekeri",TRUE
"354","Argyrops filamentosus","NCBI",0.988,"Argyrops filamentosus",TRUE
"355","Argyrops megalommatus","EOL",0.988,"Argyrops megalommatus",TRUE
"356","Argyrops spinifer","Freebase",0.995,"Argyrops",FALSE
