loiczid,n_spp
43978,1
43979,2
43980,1
43981,1
43982,1
43983,1
43984,1
43985,1
43986,1
43987,1
43988,2
43989,1
43990,1
43991,1
43992,1
43993,1
43994,1
43995,1
43996,1
43997,1
43998,1
43999,1
44000,1
44001,1
44002,1
44003,2
44004,2
44006,1
44007,1
44008,1
44009,1
44010,1
44565,1
44566,1
44567,1
44568,1
44569,1
44570,1
44571,1
44572,1
44573,1
44574,1
44575,1
44576,1
44577,1
44578,1
44579,1
44580,1
44581,1
44582,1
44583,1
44584,1
44585,1
44586,1
44587,1
44588,1
44589,1
44590,1
44591,1
44592,1
44600,1
44601,1
44606,1
44607,1
44608,1
44609,1
44610,1
44611,2
44612,1
44613,2
44614,1
44615,1
44616,1
44617,1
44620,1
44621,1
44622,1
44624,1
44625,1
44626,2
44627,2
44628,2
44629,2
44630,2
44631,2
44632,2
44633,2
44634,2
44635,2
44636,2
44637,2
44638,2
44639,2
44640,2
44641,2
44642,2
44643,2
44644,4
44645,4
44646,4
44647,1
44648,1
44676,1
44677,1
44678,1
44679,1
44680,1
44681,1
44682,1
44683,1
44684,1
44685,1
44687,1
44692,1
44693,1
44694,1
44695,1
44696,1
44697,2
44698,1
44699,1
44700,1
44701,1
44702,1
44703,1
44704,1
44705,1
44706,1
44707,1
44708,1
44709,1
44711,1
44712,1
44713,1
44714,1
44715,1
44716,1
44717,1
44718,1
44719,1
44720,1
44721,1
44722,1
44723,1
44724,1
44725,2
44726,1
44727,1
44728,1
44729,1
44730,1
44731,1
44733,1
45283,1
45284,1
45297,1
45298,1
45299,1
45300,1
45301,1
45302,1
45303,1
45304,1
45305,1
45306,1
45319,1
45320,1
45325,1
45326,1
45327,1
45328,1
45329,2
45330,2
45331,1
45332,1
45333,1
45334,1
45335,2
45336,1
45337,2
45342,1
45345,2
45346,2
45347,2
45348,2
45349,2
45350,2
45351,2
45352,2
45353,2
45354,2
45355,2
45356,2
45357,2
45358,2
45360,2
45361,2
45362,2
45363,2
45364,2
45365,2
45366,2
45367,2
45368,2
45369,4
45370,4
45397,1
45398,1
45399,1
45401,1
45402,1
45403,1
45404,1
45405,1
45406,1
45410,1
45411,1
45412,1
45413,1
45414,1
45415,1
45416,1
45417,2
45418,1
45419,1
45420,1
45421,1
45422,1
45423,1
45424,1
45425,1
45426,1
45427,1
45429,1
45430,1
45432,1
45433,1
45434,1
45435,1
45436,1
45437,1
45438,1
45439,1
45440,1
45441,1
45442,1
45443,1
45444,1
45446,1
45447,1
45448,1
45449,1
45450,1
45451,1
45452,1
45453,1
46002,1
46003,1
46004,1
46007,1
46010,1
46018,1
46019,1
46020,1
46021,1
46022,1
46023,1
46035,1
46036,1
46037,1
46038,1
46039,1
46045,1
46048,2
46049,1
46050,1
46051,1
46052,1
46053,2
46054,2
46055,2
46056,2
46057,2
46058,1
46059,1
46060,1
46062,1
46065,2
46066,2
46067,2
46068,2
46069,2
46070,2
46071,2
46072,2
46073,2
46074,2
46075,2
46076,2
46077,2
46078,2
46079,2
46080,2
46081,2
46082,2
46083,2
46084,2
46085,2
46086,2
46087,2
46088,2
46089,2
46090,2
46096,1
46098,1
46123,1
46124,1
46125,1
46126,1
46128,1
46129,1
46130,1
46131,1
46132,1
46133,1
46134,1
46135,1
46136,2
46140,1
46141,1
46142,1
46143,1
46144,1
46145,1
46146,1
46150,1
46152,1
46153,1
46154,1
46155,1
46156,1
46157,1
46158,1
46159,1
46160,1
46161,1
46162,1
46163,1
46164,1
46165,1
46166,1
46167,1
46168,1
46169,1
46170,1
46171,1
46172,1
46173,1
46174,1
46175,1
46720,1
46721,1
46722,1
46723,1
46724,1
46725,1
46727,1
46728,1
46731,1
46732,1
46754,1
46755,1
46756,1
46765,1
46766,1
46767,1
46768,1
46769,1
46770,1
46771,2
46772,2
46773,2
46774,2
46775,2
46776,1
46777,2
46778,2
46779,1
46780,2
46781,3
46782,4
46783,3
46784,2
46785,2
46786,2
46787,2
46788,2
46789,2
46790,2
46791,2
46792,2
46793,2
46794,2
46795,2
46796,2
46797,2
46798,2
46799,2
46800,2
46801,2
46802,2
46803,2
46804,2
46805,2
46806,2
46807,2
46808,2
46809,2
46810,2
46816,1
46818,1
46819,1
46820,1
46843,1
46844,1
46845,1
46847,1
46848,1
46849,1
46851,1
46852,1
46853,1
46854,1
46855,1
46856,1
46861,1
46862,1
46863,1
46864,1
46874,1
46875,1
46876,1
46877,1
46878,1
46879,1
46880,1
46881,1
46882,1
46883,1
46884,1
46885,1
46886,1
46887,1
46889,1
46890,1
46891,1
46892,1
46893,1
46894,1
46895,1
47438,1
47439,1
47440,1
47441,1
47442,1
47443,1
47444,1
47445,1
47451,1
47474,1
47475,1
47486,1
47487,2
47488,1
47489,1
47490,1
47491,2
47492,2
47493,1
47494,2
47495,2
47496,2
47497,2
47498,1
47499,1
47500,1
47501,3
47502,3
47503,2
47504,2
47505,2
47506,2
47507,2
47508,2
47509,2
47510,2
47511,2
47512,2
47513,2
47514,2
47515,2
47516,2
47517,2
47518,2
47519,2
47520,2
47521,2
47522,2
47523,2
47524,2
47525,2
47526,2
47527,2
47528,2
47529,2
47530,2
47535,1
47536,1
47541,1
47542,1
47561,1
47562,1
47563,1
47564,1
47565,1
47566,1
47567,1
47569,1
47570,1
47571,2
47572,2
47573,2
47574,1
47575,1
47576,1
47577,1
47578,1
47579,1
47580,1
47581,1
47582,1
47587,1
47588,1
47589,1
47591,1
47592,1
47593,1
47594,1
47595,1
47596,1
47597,1
47598,1
47599,1
47600,1
47601,1
47602,1
47603,1
47604,1
47605,1
47606,1
47607,1
47608,1
47609,1
47610,1
47611,1
47612,1
47613,1
47614,1
47615,1
47616,1
48157,1
48158,1
48164,1
48167,1
48192,1
48193,1
48206,2
48207,2
48208,1
48209,1
48210,2
48211,2
48212,2
48213,2
48214,2
48215,2
48216,2
48217,2
48218,2
48219,2
48220,2
48221,2
48222,2
48223,2
48224,2
48225,2
48226,2
48227,2
48228,2
48229,2
48230,2
48231,3
48232,3
48233,3
48234,3
48235,3
48236,3
48237,3
48238,3
48239,3
48240,3
48241,2
48242,2
48243,2
48244,2
48245,2
48246,2
48247,2
48248,2
48249,2
48250,2
48259,1
48260,1
48261,1
48278,1
48279,1
48280,1
48281,1
48283,1
48284,1
48285,1
48286,1
48287,1
48289,1
48290,1
48291,2
48292,2
48293,1
48294,2
48295,1
48296,1
48297,1
48298,1
48307,1
48308,1
48309,1
48310,1
48311,1
48312,1
48313,1
48314,1
48315,1
48316,1
48317,1
48318,1
48319,1
48320,1
48321,1
48322,1
48323,1
48324,1
48325,1
48326,1
48327,1
48328,1
48329,1
48331,1
48332,1
48333,1
48334,1
48335,1
48336,1
48337,1
48338,1
48875,1
48876,1
48877,1
48887,1
48888,1
48908,1
48912,1
48925,2
48926,2
48927,3
48928,1
48929,1
48930,2
48931,2
48932,2
48933,2
48934,2
48935,2
48936,2
48937,2
48938,2
48939,2
48940,2
48941,2
48942,2
48943,2
48944,2
48945,2
48946,2
48947,2
48948,2
48949,2
48950,2
48951,3
48952,3
48953,3
48954,3
48955,3
48956,3
48957,3
48958,3
48959,3
48960,3
48961,3
48962,3
48963,3
48964,3
48965,2
48966,2
48967,2
48968,2
48969,2
48970,2
48996,1
48997,1
48998,1
48999,1
49000,1
49001,1
49002,1
49003,1
49004,1
49005,2
49006,2
49007,1
49009,2
49010,2
49011,1
49012,1
49013,1
49014,1
49015,1
49031,1
49032,1
49033,1
49034,1
49035,1
49036,1
49037,1
49038,1
49039,1
49040,1
49041,1
49042,1
49043,1
49044,1
49045,1
49046,1
49047,1
49048,1
49049,1
49050,1
49051,2
49052,1
49053,1
49054,1
49055,1
49056,1
49057,1
49058,1
49059,1
49060,1
49061,1
49594,1
49595,1
49628,1
49632,2
49644,2
49645,2
49646,1
49647,1
49648,1
49649,2
49650,5
49651,8
49652,5
49653,3
49654,2
49655,2
49656,2
49657,2
49658,2
49659,2
49660,2
49661,2
49662,2
49663,2
49664,2
49665,2
49666,2
49667,2
49668,2
49669,2
49670,2
49671,3
49672,3
49673,3
49674,3
49675,3
49676,3
49677,3
49678,3
49679,3
49680,3
49681,3
49682,3
49683,3
49684,3
49685,2
49686,2
49687,2
49688,2
49689,2
49690,2
49712,1
49713,1
49714,1
49715,1
49716,1
49717,1
49718,1
49719,1
49720,1
49721,1
49722,1
49723,1
49725,2
49726,1
49727,2
49729,1
49730,1
49731,1
49732,1
49733,1
49738,1
49739,1
49740,1
49741,1
49742,1
49743,1
49753,1
49754,1
49755,1
49756,1
49757,1
49758,1
49759,2
49760,2
49761,2
49762,2
49763,2
49764,2
49765,2
49766,1
49767,1
49768,1
49769,1
49770,1
49771,1
49772,1
49773,2
49774,2
49775,2
49776,1
49777,1
49778,1
49779,1
49780,1
49781,1
50316,1
50317,1
50318,1
50328,1
50329,1
50330,1
50331,1
50349,1
50351,2
50352,2
50364,2
50365,3
50366,1
50367,1
50368,2
50369,2
50370,2
50371,7
50372,6
50373,5
50374,4
50375,4
50376,2
50377,2
50378,2
50379,2
50380,2
50381,2
50382,2
50383,2
50384,2
50385,2
50386,2
50387,2
50388,2
50389,2
50390,2
50391,3
50392,3
50393,3
50394,6
50395,4
50396,4
50397,4
50398,4
50399,3
50400,3
50401,3
50402,3
50403,3
50404,3
50405,2
50406,2
50407,2
50408,2
50409,2
50410,2
50431,1
50432,1
50433,1
50434,1
50435,1
50436,1
50437,1
50439,2
50440,2
50441,2
50442,2
50443,1
50444,1
50446,1
50447,1
50448,1
50449,1
50450,1
50451,1
50454,1
50455,1
50456,1
50457,1
50458,1
50459,1
50460,1
50461,1
50462,1
50463,1
50464,1
50466,1
50467,1
50468,1
50469,1
50470,1
50471,1
50472,1
50473,1
50474,2
50475,2
50476,2
50477,2
50478,2
50479,2
50480,2
50481,2
50482,2
50483,2
50484,2
50485,2
50486,2
50487,2
50488,2
50489,1
50490,1
50491,1
50492,1
50493,4
50494,4
50495,4
50496,3
50497,1
50498,1
50499,1
50500,1
50501,1
51049,1
51050,1
51051,1
51052,1
51053,1
51054,1
51055,1
51056,1
51057,1
51067,1
51068,1
51069,1
51072,1
51082,2
51083,2
51084,5
51085,3
51086,1
51087,2
51088,2
51089,2
51090,2
51091,2
51092,1
51093,6
51094,6
51095,8
51096,8
51097,8
51098,2
51099,2
51100,2
51101,2
51102,2
51103,2
51104,2
51105,2
51106,2
51107,2
51108,2
51109,2
51110,2
51111,2
51112,2
51113,5
51114,5
51115,4
51116,3
51117,6
51118,6
51119,6
51120,4
51121,6
51122,3
51123,3
51124,3
51125,2
51126,2
51127,2
51128,2
51129,2
51130,2
51147,1
51148,1
51149,1
51150,1
51151,1
51152,1
51155,1
51156,1
51158,1
51159,1
51160,1
51161,1
51162,1
51163,1
51164,1
51165,1
51166,1
51174,1
51179,1
51180,1
51181,2
51182,2
51183,2
51184,2
51185,2
51186,2
51187,2
51188,1
51189,1
51190,2
51191,2
51192,2
51193,1
51194,2
51195,2
51196,2
51197,2
51198,2
51199,2
51200,2
51201,2
51202,2
51203,2
51204,2
51205,2
51206,2
51207,2
51208,2
51209,1
51210,1
51211,1
51212,1
51213,2
51214,5
51215,4
51216,3
51217,2
51218,2
51219,2
51220,2
51221,1
51223,1
51766,1
51769,1
51770,1
51771,1
51772,1
51773,1
51774,1
51775,1
51776,1
51777,1
51778,1
51779,1
51780,1
51781,1
51786,1
51787,1
51788,1
51792,1
51800,2
51801,2
51802,2
51805,1
51806,2
51807,2
51808,2
51809,2
51810,2
51811,2
51812,2
51813,2
51814,2
51815,4
51816,5
51817,5
51818,3
51819,3
51820,2
51821,2
51822,2
51823,2
51824,2
51825,2
51826,2
51827,2
51828,2
51829,2
51830,2
51831,2
51832,2
51833,2
51834,2
51835,3
51836,3
51837,3
51838,3
51839,6
51840,6
51841,5
51842,3
51843,2
51844,2
51845,2
51846,2
51847,2
51848,2
51849,2
51850,2
51864,1
51865,1
51866,1
51867,1
51868,1
51869,1
51870,1
51871,1
51872,1
51873,1
51876,1
51877,1
51878,1
51879,1
51880,1
51881,1
51895,1
51896,1
51897,1
51898,2
51899,2
51900,1
51901,1
51902,1
51903,2
51904,2
51905,2
51906,2
51907,1
51908,1
51909,1
51910,1
51911,2
51912,2
51913,2
51914,2
51915,2
51916,1
51917,1
51918,2
51919,2
51920,2
51921,2
51922,2
51923,2
51924,2
51925,2
51926,2
51927,2
51928,2
51929,2
51930,1
51931,1
51932,1
51933,1
51934,5
51935,4
51936,3
51937,3
51938,3
51939,3
51940,4
51941,4
51942,4
51943,3
51944,2
52487,1
52490,1
52491,1
52492,1
52493,1
52494,1
52495,1
52496,1
52497,1
52498,1
52499,1
52500,1
52501,1
52502,2
52503,2
52504,2
52505,1
52506,1
52507,1
52512,1
52513,2
52520,3
52521,2
52522,1
52524,2
52525,2
52526,2
52527,2
52528,2
52529,2
52530,2
52531,2
52532,2
52533,2
52534,1
52536,2
52537,2
52538,2
52539,3
52540,3
52541,2
52542,2
52543,2
52544,2
52545,2
52546,2
52547,2
52548,2
52549,2
52550,2
52551,2
52552,2
52553,2
52554,2
52555,2
52556,2
52557,2
52558,2
52559,2
52560,5
52561,5
52562,3
52563,2
52564,2
52565,2
52566,2
52567,2
52568,2
52569,2
52570,2
52581,1
52583,1
52584,1
52585,1
52586,1
52587,1
52589,1
52590,1
52591,1
52592,1
52593,1
52594,1
52598,1
52611,1
52612,1
52613,1
52614,1
52615,1
52616,2
52617,1
52618,1
52619,1
52620,1
52621,1
52622,1
52623,1
52624,1
52625,1
52626,1
52627,2
52628,1
52629,1
52630,1
52631,1
52632,2
52633,2
52634,2
52635,1
52636,1
52637,1
52638,2
52639,2
52640,2
52641,2
52642,2
52643,2
52644,2
52645,2
52646,2
52647,2
52648,2
52649,3
52650,2
52651,1
52652,1
52653,1
52654,2
52655,5
52656,4
52657,4
52658,4
52659,4
52660,4
52661,2
52662,3
52663,2
52664,2
53206,1
53207,1
53209,1
53210,1
53211,1
53212,1
53213,1
53214,1
53215,1
53216,1
53217,1
53218,1
53219,1
53220,1
53221,1
53222,2
53223,2
53224,3
53225,2
53226,1
53232,2
53233,2
53237,3
53238,3
53239,3
53240,5
53241,5
53242,2
53243,2
53244,2
53245,2
53247,2
53248,2
53249,2
53250,2
53251,2
53252,2
53253,2
53254,2
53255,1
53256,2
53257,2
53258,2
53259,2
53260,2
53261,2
53262,7
53263,9
53264,5
53265,5
53266,7
53267,7
53268,2
53269,2
53270,2
53271,2
53272,2
53273,2
53274,2
53275,2
53276,2
53277,2
53278,2
53279,2
53280,3
53281,5
53282,5
53283,2
53284,2
53285,2
53286,2
53287,2
53288,2
53289,2
53290,2
53298,1
53299,1
53300,1
53301,1
53302,1
53303,1
53307,1
53308,1
53310,1
53318,1
53326,1
53327,1
53328,1
53329,2
53330,1
53331,1
53332,1
53333,1
53334,1
53335,2
53336,1
53337,1
53338,2
53339,2
53340,2
53341,2
53342,1
53343,2
53344,2
53345,1
53346,1
53347,1
53348,1
53349,1
53350,1
53351,1
53352,2
53353,2
53354,1
53355,1
53356,1
53357,1
53358,2
53359,2
53360,2
53361,2
53362,2
53363,2
53364,2
53365,2
53366,2
53367,2
53368,2
53369,2
53370,2
53371,2
53372,1
53373,1
53374,1
53375,1
53376,5
53377,5
53378,4
53379,2
53380,1
53381,3
53382,3
53383,4
53384,4
53385,2
53386,2
53927,1
53930,1
53931,1
53932,1
53933,1
53934,1
53935,1
53936,1
53937,1
53938,1
53939,1
53940,1
53941,1
53942,2
53943,2
53944,2
53945,1
53946,2
53947,1
53948,1
53952,2
53953,2
53957,2
53958,2
53959,3
53960,3
53961,2
53962,2
53963,2
53964,2
53968,2
53969,2
53970,2
53971,2
53972,2
53973,2
53974,2
53975,2
53976,2
53977,2
53978,2
53979,2
53980,2
53981,2
53982,5
53983,5
53984,4
53985,8
53986,7
53987,6
53988,8
53989,9
53990,5
53991,5
53992,3
53993,2
53994,2
53995,2
53996,2
53997,2
53998,2
53999,2
54000,5
54001,9
54002,3
54003,2
54004,2
54005,2
54006,3
54007,7
54008,8
54009,8
54010,8
54011,1
54012,1
54013,1
54014,1
54015,1
54016,1
54018,1
54027,1
54039,1
54042,1
54043,1
54044,1
54045,1
54046,1
54047,1
54048,1
54049,1
54050,2
54051,1
54052,1
54053,1
54054,1
54055,1
54056,1
54057,1
54058,2
54059,2
54060,2
54061,2
54062,2
54063,2
54064,2
54065,2
54066,2
54067,2
54068,1
54069,1
54070,1
54071,2
54072,2
54073,2
54074,2
54075,2
54076,2
54077,2
54078,2
54079,2
54080,2
54081,2
54082,2
54083,2
54084,2
54085,2
54086,2
54087,2
54088,2
54089,2
54090,2
54091,2
54092,2
54093,1
54094,1
54095,1
54096,1
54097,5
54098,5
54099,4
54100,1
54101,1
54102,3
54103,3
54104,4
54105,4
54106,2
54647,1
54650,1
54651,1
54652,1
54653,1
54654,1
54655,1
54656,1
54657,1
54658,1
54659,1
54660,1
54661,1
54662,2
54663,2
54664,2
54665,2
54666,1
54667,2
54668,2
54669,1
54673,2
54674,2
54677,3
54678,3
54679,2
54680,2
54681,1
54682,2
54683,2
54686,2
54688,2
54689,2
54690,2
54691,2
54692,2
54693,2
54694,2
54695,2
54696,2
54697,2
54698,2
54699,2
54700,2
54701,2
54702,2
54703,2
54704,2
54705,2
54706,3
54707,9
54708,9
54709,5
54710,5
54711,5
54712,9
54713,9
54714,9
54715,7
54716,9
54717,9
54718,9
54719,9
54720,4
54721,5
54722,6
54723,8
54724,8
54725,6
54726,7
54727,4
54728,6
54729,8
54730,9
54731,1
54732,1
54734,1
54759,2
54760,2
54761,1
54762,1
54763,1
54764,1
54765,1
54766,1
54767,1
54768,1
54769,1
54770,1
54771,1
54772,1
54773,1
54774,1
54775,1
54776,1
54777,1
54778,1
54779,1
54780,1
54781,1
54782,1
54783,2
54784,1
54785,1
54786,1
54787,1
54788,1
54789,2
54790,2
54791,2
54792,2
54793,2
54794,2
54795,2
54796,2
54797,2
54798,2
54799,2
54800,2
54801,2
54802,2
54803,2
54804,2
54805,2
54806,2
54807,2
54808,2
54809,2
54810,2
54811,2
54812,2
54813,1
54814,2
54815,1
54816,1
54817,1
54818,5
54819,4
54820,1
54821,1
54822,2
54823,2
54824,3
54825,4
54826,2
55362,1
55363,1
55364,1
55365,1
55367,1
55370,1
55371,1
55372,1
55373,1
55374,1
55375,1
55376,1
55377,1
55378,1
55379,1
55380,1
55381,2
55382,2
55383,2
55384,2
55385,2
55386,2
55387,1
55388,2
55389,1
55390,1
55391,1
55392,1
55393,2
55394,2
55396,2
55397,2
55398,4
55399,2
55400,1
55401,1
55402,1
55409,1
55410,2
55411,1
55412,2
55413,2
55414,2
55415,2
55416,2
55417,2
55418,2
55419,2
55420,2
55421,2
55422,2
55423,2
55424,2
55426,2
55427,2
55428,2
55429,2
55430,4
55431,5
55432,9
55433,6
55434,5
55435,9
55436,8
55437,7
55438,6
55439,8
55440,8
55441,5
55442,9
55443,9
55444,6
55445,4
55446,3
55447,5
55448,2
55449,2
55450,2
55476,1
55477,1
55478,1
55479,1
55480,1
55481,1
55482,1
55483,1
55484,1
55485,1
55486,1
55487,1
55488,1
55489,1
55490,1
55491,1
55492,1
55493,1
55494,1
55495,1
55496,1
55497,1
55498,1
55499,1
55500,1
55501,1
55502,1
55503,1
55504,1
55505,1
55506,1
55507,1
55508,1
55509,1
55510,1
55511,1
55512,1
55513,2
55514,2
55515,2
55516,2
55517,2
55518,1
55519,2
55520,2
55521,2
55522,2
55523,2
55524,2
55525,2
55526,2
55527,2
55528,2
55529,2
55530,2
55531,2
55532,2
55533,2
55534,2
55535,2
55536,1
55537,1
55538,1
55539,1
55540,1
55541,1
55542,2
55543,2
55544,2
55545,2
55546,4
55547,2
55549,2
56082,1
56085,1
56087,1
56088,1
56091,1
56092,1
56093,1
56094,1
56095,1
56096,1
56097,1
56098,1
56099,1
56100,1
56101,1
56102,2
56103,2
56104,2
56105,2
56106,2
56107,1
56108,2
56109,2
56110,2
56111,2
56112,2
56114,2
56115,2
56116,2
56117,1
56118,5
56119,2
56120,2
56121,1
56124,2
56130,2
56131,2
56132,1
56133,2
56134,2
56135,2
56136,2
56137,2
56138,2
56139,2
56140,2
56141,2
56142,2
56143,2
56144,2
56145,2
56146,2
56149,2
56150,2
56151,2
56152,2
56153,2
56154,2
56155,2
56156,2
56157,5
56158,4
56159,9
56160,6
56161,2
56162,2
56163,2
56164,2
56165,2
56166,2
56167,2
56168,2
56169,2
56170,2
56191,1
56192,1
56193,1
56194,1
56195,1
56196,1
56197,1
56198,1
56199,1
56200,1
56201,1
56202,1
56203,1
56204,1
56205,1
56206,1
56207,1
56208,1
56209,1
56210,1
56211,1
56212,1
56213,1
56214,1
56215,1
56216,1
56217,1
56218,1
56219,1
56220,1
56221,1
56222,1
56223,1
56224,1
56225,1
56226,1
56227,1
56228,1
56229,1
56230,1
56231,2
56232,2
56233,2
56234,2
56235,2
56236,1
56237,2
56238,2
56239,1
56240,2
56241,2
56242,2
56243,2
56244,2
56245,2
56246,2
56247,2
56248,2
56249,2
56250,2
56251,2
56252,2
56253,2
56254,2
56255,1
56256,2
56257,1
56258,1
56259,1
56261,1
56262,3
56263,3
56264,2
56265,3
56266,2
56267,3
56268,3
56269,2
56270,2
56271,1
56801,1
56802,1
56805,1
56808,1
56813,1
56814,1
56815,1
56816,1
56817,1
56818,1
56819,1
56820,1
56821,1
56822,1
56823,1
56824,2
56825,2
56826,2
56827,3
56828,3
56829,3
56830,3
56831,2
56832,2
56833,2
56834,2
56836,3
56837,5
56838,2
56839,2
56851,1
56853,1
56854,2
56855,2
56856,2
56857,2
56858,2
56859,2
56860,2
56861,2
56862,2
56863,2
56864,2
56865,2
56866,2
56867,2
56868,2
56869,2
56870,2
56871,2
56872,2
56875,2
56876,2
56877,2
56878,2
56879,2
56880,2
56888,2
56890,2
56909,1
56910,1
56911,1
56912,1
56913,1
56914,1
56915,1
56916,1
56917,1
56918,1
56919,1
56920,2
56921,1
56922,1
56923,1
56924,1
56925,1
56926,1
56927,1
56928,1
56929,1
56930,1
56931,1
56932,1
56933,1
56934,1
56935,1
56936,1
56937,1
56938,1
56939,1
56940,1
56941,1
56942,1
56943,2
56944,1
56945,1
56946,1
56947,1
56948,1
56949,1
56950,2
56951,1
56952,1
56953,1
56954,1
56955,2
56956,2
56957,2
56958,2
56959,1
56960,2
56961,2
56962,1
56963,2
56964,1
56965,2
56966,2
56967,2
56968,2
56969,2
56970,2
56971,2
56972,2
56973,2
56974,2
56975,1
56976,2
56977,2
56978,1
56979,1
56980,1
56981,1
56982,1
56984,3
56985,2
56986,2
56988,2
56989,2
56990,1
56991,1
56992,1
56993,1
57521,1
57522,1
57525,1
57528,1
57529,1
57533,1
57534,1
57535,1
57536,1
57537,1
57538,1
57539,1
57540,1
57541,2
57542,2
57543,2
57544,1
57545,2
57546,3
57547,3
57548,3
57549,3
57550,3
57551,3
57552,3
57553,2
57554,5
57555,4
57556,5
57557,2
57558,2
57563,2
57572,2
57574,2
57575,2
57576,2
57577,2
57578,2
57579,2
57580,2
57581,2
57582,2
57583,2
57584,2
57585,2
57586,2
57587,2
57588,2
57589,2
57590,2
57591,2
57592,2
57593,2
57594,2
57595,2
57596,2
57597,2
57598,2
57601,2
57602,2
57603,2
57604,2
57605,2
57606,2
57607,2
57608,2
57609,1
57610,2
57630,1
57631,1
57632,1
57633,1
57634,1
57635,1
57636,1
57637,1
57638,1
57639,1
57640,1
57641,1
57642,1
57643,1
57644,1
57645,1
57646,1
57647,1
57648,1
57649,1
57650,1
57651,1
57652,1
57653,1
57654,1
57655,1
57656,1
57657,1
57658,1
57659,1
57660,1
57661,1
57662,1
57663,1
57664,1
57665,1
57666,1
57667,1
57668,1
57669,1
57670,1
57671,1
57672,1
57673,1
57674,1
57675,1
57676,1
57677,1
57678,1
57679,2
57680,2
57681,2
57682,2
57683,2
57684,1
57685,1
57686,2
57687,2
57688,2
57689,2
57690,2
57691,2
57692,2
57693,2
57694,2
