am_sid,lim,sciname,reviewed
Fis-167283,e_lim,Ostorhinchus hartzfeldii,null
Fis-167284,e_lim,Ostorhinchus hoevenii,null
Fis-167285,e_lim,Ostorhinchus holotaenia,null
Fis-167286,e_lim,Ostorhinchus jenkinsi,null
Fis-167294,e_lim,Ostorhinchus monospilus,null
Fis-167299,e_lim,Ostorhinchus ocellicaudus,null
Fis-167301,e_lim,Ostorhinchus parvulus,null
Fis-167305,e_lim,Ostorhinchus properuptus,null
Fis-167306,e_lim,Ostorhinchus rueppellii,null
Fis-167309,e_lim,Ostorhinchus selas,null
Fis-167313,e_lim,Ostorhinchus wassinki,null
Fis-167318,e_lim,Ostorhinchus capricornis,null
Fis-167319,e_lim,Ostorhinchus doederleini,null
Fis-167320,e_lim,Ostorhinchus flavus,null
Fis-167321,e_lim,Pristicon rhodopterus,null
Fis-167322,e_lim,Pristicon rufus,null
Fis-167342,e_lim,Upeneus stenopsis,null
Fis-167541,e_lim,Phenacoscorpius longilineatus,null
Fis-167815,e_lim,Ostorhinchus bryx,null
Fis-168289,e_lim,Satyrichthys milleri,null
Fis-168292,e_lim,Satyrichthys moluccensis,null
Fis-168351,e_lim,Scalicus quadratorostratus,null
Fis-168369,e_lim,Satyrichthys laticeps,null
Fis-168423,e_lim,Pterygotrigla cajorarori,null
Fis-168618,e_lim,Gobiodon fuscoruber,null
Fis-168718,e_lim,Pristigenys refulgens,null
Fis-169476,e_lim,Taeniamia melasma,null
Fis-169479,e_lim,Taeniamia buruensis,null
Fis-169482,e_lim,Taeniamia leai,null
Fis-169487,e_lim,Taeniamia zosterophora,null
Fis-169562,e_lim,Notoraja alisae,null
Fis-169592,e_lim,Notoraja longiventralis,null
Fis-169602,e_lim,Amioides polyacanthus,null
Fis-170288,e_lim,Jaydia carinatus,null
Fis-170291,e_lim,Jaydia lineata,null
Fis-170292,e_lim,Fibramia thermalis,null
Fis-170296,e_lim,Jaydia ellioti,null
Fis-170298,e_lim,Jaydia poecilopterus,null
Fis-170316,e_lim,Yarica hyalosoma,null
Fis-170318,e_lim,Ostorhinchus limenus,null
Fis-170329,e_lim,Ostorhinchus norfolcensis,null
Fis-170331,e_lim,Ostorhinchus notatus,null
Fis-170340,e_lim,Ostorhinchus semilineatus,null
Fis-170382,e_lim,Lophiodes triradiatus,null
Fis-17253,e_lim,Favonigobius reichei,null
Fis-21563,e_lim,Rogadius asper,null
Fis-21566,e_lim,Onigocia spinosa,null
Fis-21568,e_lim,Onigocia macrolepis,null
Fis-21662,e_lim,Grammatorcynus bilineatus,null
Fis-21694,e_lim,Halichoeres timorensis,null
Fis-21727,e_lim,Labropsis manabei,null
Fis-21787,e_lim,Amblyeleotris diagonalis,null
Fis-21788,e_lim,Ctenogobiops crocineus,null
Fis-21801,e_lim,Pastinachus sephen,null
Fis-21884,e_lim,Pseudorhombus megalops,null
Fis-21899,e_lim,Engyprosopon maldivensis,null
Fis-22135,e_lim,Blenniella bilitonensis,null
Fis-22363,e_lim,Liocranium praepositum,null
Fis-22374,e_lim,Erisphex aniarus,null
Fis-22407,e_lim,Platycephalus caeruleopunctatus,null
Fis-22534,e_lim,Assiculus punctatus,null
Fis-22612,e_lim,Hypoplectrodes jamesoni,null
Fis-22853,e_lim,Exyrias puntang,null
Fis-22886,e_lim,Lactarius lactarius,null
Fis-22903,e_lim,Mene maculata,null
Fis-23006,e_lim,Apristurus platyrhynchus,null
Fis-23032,e_lim,Atrobucca nibe,null
Fis-23052,e_lim,Carcharhinus cautus,null
Fis-23055,e_lim,Carcharhinus fitzroyensis,null
Fis-23068,e_lim,Carcharhinus sealei,null
Fis-23070,e_lim,Carcharhinus sorrah,null
Fis-23105,e_lim,Deania quadrispinosa,null
Fis-23112,e_lim,Drepane punctata,null
Fis-23132,e_lim,Galeus eastmani,null
Fis-23243,e_lim,Rhizoprionodon taylori,null
Fis-23317,e_lim,Pantolabus radiatus,null
Fis-23384,e_lim,Atherinomorus duodecimalis,null
Fis-23411,e_lim,Ulua aurochs,null
Fis-23421,e_lim,Carangoides humerosus,null
Fis-23424,e_lim,Ulua mentalis,null
Fis-23489,e_lim,Engyprosopon grandisquama,null
Fis-23549,e_lim,Hirundichthys oxycephalus,null
Fis-23588,e_lim,Lethrinus conchyliatus,null
Fis-23591,e_lim,Lethrinus miniatus,null
Fis-23753,e_lim,Pseudorhombus triocellatus,null
Fis-23799,e_lim,Scomberoides tala,null
Fis-23841,e_lim,Strongylura leiura,null
Fis-23842,e_lim,Strongylura strongylura,null
Fis-23883,e_lim,Uraspis uraspis,1
Fis-24448,e_lim,Atelomycterus marmoratus,null
Fis-25057,e_lim,Banjos banjos,null
Fis-25065,e_lim,Istigobius spence,null
Fis-25069,e_lim,Stegastes apicalis,null
Fis-25073,e_lim,Stegastes gascoynei,null
Fis-25077,e_lim,Stegastes obreptus,null
Fis-25105,e_lim,Suezichthys gracilis,null
Fis-25110,e_lim,Congrogadus spinifer,null
Fis-25111,e_lim,Congrogadus subducens,null
Fis-25117,e_lim,Carangoides malabaricus,null
Fis-25120,e_lim,Pentaprion longimanus,null
Fis-25184,e_lim,Siganus vermiculatus,null
Fis-25185,e_lim,Triacanthus biaculeatus,null
Fis-25193,e_lim,Protonibea diacanthus,null
Fis-25201,e_lim,Siganus guttatus,null
Fis-25207,e_lim,Sebastiscus marmoratus,null
Fis-25215,e_lim,Siganus corallinus,null
Fis-25223,e_lim,Siganus stellatus,null
Fis-25224,e_lim,Siganus virgatus,null
Fis-25225,e_lim,Siganus lineatus,null
Fis-25243,e_lim,Rhynchorhamphus georgii,null
Fis-25325,e_lim,Cynoglossus puncticeps,null
Fis-25328,e_lim,Leiognathus brevirostris,null
Fis-25342,e_lim,Terapon theraps,null
Fis-25370,e_lim,Taenioides cirratus,null
Fis-25371,e_lim,Boleophthalmus boddarti,null
Fis-25435,e_lim,Talismania longifilis,null
Fis-25473,e_lim,Oligolepis acutipennis,null
Fis-25526,e_lim,Atherinomorus endrachtensis,null
Fis-25567,e_lim,Engyprosopon macrolepis,null
Fis-25600,e_lim,Gymnothorax pseudothyrsoideus,null
Fis-25610,e_lim,Sargocentron cornutum,null
Fis-25633,e_lim,Cynoglossus bilineatus,null
Fis-25650,e_lim,Chelmon rostratus,null
Fis-25676,e_lim,Johnius belangerii,null
Fis-25723,e_lim,Halichoeres scapularis,null
Fis-25734,e_lim,Thalassoma jansenii,1
Fis-25760,e_lim,Cheiloprion labiatus,null
Fis-25774,e_lim,Chrysiptera rex,null
Fis-25778,e_lim,Dischistodus melanotus,null
Fis-25780,e_lim,Neopomacentrus taeniurus,null
Fis-25781,e_lim,Neopomacentrus violascens,null
Fis-25809,e_lim,Sphaeramia nematoptera,1
Fis-25819,e_lim,Hoplolatilus fronticinctus,null
Fis-25838,e_lim,Inimicus didactylus,null
Fis-25902,e_lim,Hypogaleus hyugaensis,null
Fis-25916,e_lim,Cosmocampus darrosanus,null
Fis-25918,e_lim,Doryrhamphus janssi,null
Fis-25920,e_lim,Halicampus dunckeri,null
Fis-25922,e_lim,Halicampus nitidus,null
Fis-25927,e_lim,Trachyrhamphus bicoarctatus,null
Fis-25951,e_lim,Halicampus brocki,null
Fis-25964,e_lim,Rhinecanthus verrucosus,null
Fis-25993,e_lim,Meiacanthus grammistes,null
Fis-25997,e_lim,Petroscirtes breviceps,null
Fis-26087,e_lim,Apistus carinatus,null
Fis-26091,e_lim,Minous monodactylus,null
Fis-26092,e_lim,Synanceia horrida,null
Fis-26110,e_lim,Pagrus auratus,null
Fis-26112,e_lim,Choerodon schoenleinii,null
Fis-26135,e_lim,Mesopristes argenteus,null
Fis-26149,e_lim,Anarchias cantonensis,null
Fis-26160,e_lim,Pseudanthias tuka,null
Fis-26169,e_lim,Apolemichthys trimaculatus,1
Fis-26178,e_lim,Canthigaster compressa,null
Fis-26182,e_lim,Centropyge multispinis,null
Fis-26210,e_lim,Arothron reticularis,null
Fis-26218,e_lim,Dischistodus prosopotaenia,null
Fis-26221,e_lim,Genicanthus lamarck,null
Fis-26222,e_lim,Halichoeres miniatus,null
Fis-26224,e_lim,Stethojulis trilineata,null
Fis-26225,e_lim,Sargocentron rubrum,1
Fis-26227,e_lim,Plectorhinchus diagrammus,null
Fis-26233,e_lim,Grammatobothus polyophthalmus,null
Fis-26235,e_lim,Paramonacanthus filicauda,null
Fis-26236,e_lim,Trixiphichthys weberi,null
Fis-26237,e_lim,Upeneus sundaicus,null
Fis-26238,e_lim,Euristhmus lepturus,null
Fis-26255,e_lim,Amblygobius albimaculatus,null
Fis-26331,e_lim,Chrysiptera hemicyanea,null
Fis-26337,e_lim,Choerodon robustus,null
Fis-26340,e_lim,Naso minor,null
Fis-26417,e_lim,Arothron manilensis,1
Fis-26421,e_lim,Amblyeleotris wheeleri,null
Fis-26422,e_lim,Amblygobius decussatus,null
Fis-26424,e_lim,Amblygobius sphynx,null
Fis-26429,e_lim,Callogobius okinawae,null
Fis-26430,e_lim,Cryptocentrus cinctus,null
Fis-26442,e_lim,Valenciennea muralis,null
Fis-26479,e_lim,Scorpaenodes scaber,null
Fis-26485,e_lim,Pseudanthias rubrizonatus,null
Fis-26487,e_lim,Pseudochromis marshallensis,null
Fis-26491,e_lim,Apocryptodon madurensis,null
Fis-26508,e_lim,Epinephelus miliaris,null
Fis-26551,e_lim,Pseudanthias luzonensis,null
Fis-26559,e_lim,Scartelaos histophorus,null
Fis-26571,e_lim,Lophiodes naresi,null
Fis-26572,e_lim,Lophiodes mutilus,null
Fis-26598,e_lim,Mimoblennius atrocinctus,null
Fis-26603,e_lim,Hydrolagus deani,null
Fis-26623,e_lim,Crossorhombus valderostratus,null
Fis-26627,e_lim,Cynoglossus kopsii,null
Fis-26633,e_lim,Ariosoma mauritianum,null
Fis-26638,e_lim,Paraplagusia bilineata,null
Fis-26652,e_lim,Pomadasys furcatus,null
Fis-26660,e_lim,Bodianus leucosticticus,null
Fis-26663,e_lim,Bhanotia fasciolata,null
Fis-26668,e_lim,Hippichthys cyanospilos,null
Fis-26669,e_lim,Hippichthys penicillus,null
Fis-26679,e_lim,Leiognathus berbis,null
Fis-26697,e_lim,Johnius amblycephalus,null
Fis-26699,e_lim,Hemitaurichthys zoster,null
Fis-26727,e_lim,Ariosoma anagoides,null
Fis-26747,e_lim,Gymnothorax phasmatodes,null
Fis-26749,e_lim,Parachaetodon ocellatus,null
Fis-26751,e_lim,Bembrops platyrhynchus,null
Fis-26756,e_lim,Pomacanthus annularis,null
Fis-26760,e_lim,Callyodon harid,NA
Fis-26762,e_lim,Scarus falcipinnis,null
Fis-26763,e_lim,Scarus viridifucatus,null
Fis-26767,e_lim,Scorpaenopsis venosa,null
Fis-26779,e_lim,Terapon puta,null
Fis-26784,e_lim,Acreichthys radiatus,null
Fis-26787,e_lim,Paramonacanthus japonicus,null
Fis-26806,e_lim,Pteragogus flagellifer,null
Fis-26808,e_lim,Stethojulis albovittata,null
Fis-26811,e_lim,Oxyurichthys papuensis,null
Fis-26816,e_lim,Butis butis,null
Fis-26817,e_lim,Butis koilomatodon,null
Fis-26820,e_lim,Omobranchus elongatus,null
Fis-26844,e_lim,Antennarius hispidus,null
Fis-26845,e_lim,Parapercis pulchella,null
Fis-26855,e_lim,Acanthopagrus australis,null
Fis-26866,e_lim,Tetrosomus gibbosus,null
Fis-26889,e_lim,Lagocephalus spadiceus,null
Fis-26894,e_lim,Parapercis alboguttata,null
Fis-26895,e_lim,Pseudotriacanthus strigilifer,null
Fis-26896,e_lim,Rhynchostracion nasus,null
Fis-26903,e_lim,Narcine timlei,null
Fis-26905,e_lim,Neopomacentrus cyanomos,null
Fis-26907,e_lim,Psammoperca waigiensis,null
Fis-26917,e_lim,Ariosoma anago,null
Fis-26920,e_lim,Ephippus orbis,null
Fis-26933,e_lim,Hoplichthys gilberti,null
Fis-26934,e_lim,Hyporhamphus quoyi,null
Fis-26937,e_lim,Ostichthys japonicus,null
Fis-26945,e_lim,Pterygotrigla hemisticta,null
Fis-26948,e_lim,Satyrichthys rieffeli,null
Fis-26953,e_lim,Thamnaconus tessellatus,null
Fis-26963,e_lim,Plectorhinchus pictus,1
Fis-27004,e_lim,Tripodichthys blochii,null
Fis-27005,e_lim,Periophthalmodon schlosseri,null
Fis-27193,e_lim,Pseudorhombus jenynsii,null
Fis-27214,e_lim,Neolaeops microphthalmus,null
Fis-27344,e_lim,Chromis nitida,null
Fis-27541,e_lim,Pomadasys guoraca,null
Fis-27565,e_lim,Drombus triangularis,null
Fis-27589,e_lim,Dischistodus fasciatus,null
Fis-27595,e_lim,Sicyopterus lagocephalus,null
Fis-27605,e_lim,Hypseleotris cyprinoides,null
Fis-27612,e_lim,Ophiocara porocephala,null
Fis-27719,e_lim,Netuma thalassina,null
Fis-27720,e_lim,Neopomacentrus anabatoides,null
Fis-27726,e_lim,Neoglyphidodon polyacanthus,null
Fis-27746,e_lim,Chelmonops truncatus,null
Fis-27747,e_lim,Coradion melanopus,null
Fis-27748,e_lim,Pterois mombasae,null
Fis-27751,e_lim,Oxyurichthys ophthalmonema,null
Fis-27752,e_lim,Atrophacanthus japonicus,null
Fis-27759,e_lim,Sorsogona tuberculata,null
Fis-27763,e_lim,Apistops caloundra,null
Fis-27767,e_lim,Astronesthes chrysophekadion,null
Fis-27770,e_lim,Diaphus coeruleus,null
Fis-27772,e_lim,Halieutaea stellata,null
Fis-27773,e_lim,Cyttopsis cypho,null
Fis-27774,e_lim,Suggrundus macracanthus,null
Fis-27777,e_lim,Centrogenys vaigiensis,null
Fis-27791,e_lim,Setarches longimanus,null
Fis-27792,e_lim,Ebosia bleekeri,null
Fis-27801,e_lim,Ophichthus urolophus,null
Fis-27816,e_lim,Parupeneus chrysopleuron,null
Fis-27817,e_lim,Chaetodontoplus melanosoma,null
Fis-27830,e_lim,Sirembo jerdoni,null
Fis-27831,e_lim,Cottapistus cottoides,null
Fis-27834,e_lim,Inimicus sinensis,null
Fis-27837,e_lim,Johnius coitor,null
Fis-27838,e_lim,Choerodon zamboangae,null
Fis-27840,e_lim,Pseudomonacanthus peroni,null
Fis-27843,e_lim,Torquigener brevipinnis,null
Fis-27845,e_lim,Leptojulis cyanopleura,null
Fis-27846,e_lim,Plectranthias japonicus,null
Fis-27852,e_lim,Thamnaconus striatus,null
Fis-27875,e_lim,Aulotrachichthys latus,null
Fis-27901,e_lim,Oxyconger leptognathus,null
Fis-27902,e_lim,Euristhmus nudiceps,null
Fis-27908,e_lim,Teixeirichthys jordani,null
Fis-27911,e_lim,Halophryne diemensis,null
Fis-27912,e_lim,Erosa erosa,null
Fis-27922,e_lim,Pterygotrigla leptacanthus,null
Fis-27923,e_lim,Cymbacephalus nematophthalmus,null
Fis-27925,e_lim,Inegocia harrisii,null
Fis-27930,e_lim,Glaucosoma magnificum,null
Fis-27943,e_lim,Zabidius novemaculeatus,null
Fis-27944,e_lim,Chaetodontoplus conspicillatus,null
Fis-27945,e_lim,Chaetodontoplus duboulayi,null
Fis-27948,e_lim,Chaetodontoplus personifer,null
Fis-27957,e_lim,Chromis fumea,null
Fis-27963,e_lim,Choerodon cephalotes,null
Fis-27969,e_lim,Opistognathus latitabundus,null
Fis-28018,e_lim,Callionymus goodladi,null
Fis-28023,e_lim,Parupeneus forsskali,null
Fis-28024,e_lim,Zebrias craticula,null
Fis-28063,e_lim,Chaetodontoplus septentrionalis,null
Fis-28092,e_lim,Feroxodon multistriatus,null
Fis-28096,e_lim,Tragulichthys jaculiferus,null
Fis-28147,e_lim,Amblyeleotris gymnocephala,null
Fis-28153,e_lim,Halichoeres solorensis,null
Fis-28160,e_lim,Minous trachycephalus,null
Fis-28161,e_lim,Neomerinthe amplisquamiceps,null
Fis-28162,e_lim,Satyrichthys welchi,null
Fis-28163,e_lim,Siphamia roseigaster,null
Fis-28165,e_lim,Crossorhombus azureus,null
Fis-28166,e_lim,Kamoharaia megastoma,null
Fis-28169,e_lim,Torquigener whitleyi,null
Fis-28171,e_lim,Hymenocephalus longibarbis,null
Fis-28172,e_lim,Ratabulus diversidens,null
Fis-28180,e_lim,Congresox talabonoides,null
Fis-28193,e_lim,Tetraroge barbata,null
Fis-28194,e_lim,Tetraroge niger,null
Fis-28204,e_lim,Butis amboinensis,null
Fis-28208,e_lim,Glossogobius bicirrhosus,null
Fis-28214,e_lim,Pseudogobius javanicus,null
Fis-28215,e_lim,Redigobius balteatus,null
Fis-28228,e_lim,Chromis axillaris,null
Fis-28230,e_lim,Chromis cinerascens,null
Fis-28236,e_lim,Centriscus cristatus,null
Fis-28282,e_lim,Chrysiptera flavipinnis,null
Fis-28294,e_lim,Neoglyphidodon oxyodon,null
Fis-28314,e_lim,Inimicus caledonicus,null
Fis-28351,e_lim,Paraplotosus albilabris,null
Fis-28503,e_lim,Chromis opercularis,null
Fis-28517,e_lim,Neopomacentrus bankieri,null
Fis-28518,e_lim,Neopomacentrus filamentosus,null
Fis-28520,e_lim,Neopomacentrus nemurus,null
Fis-28523,e_lim,Parma unifasciata,null
Fis-28524,e_lim,Parma victoriae,null
Fis-28538,e_lim,Amphichaetodon howensis,null
Fis-28543,e_lim,Hoplobrotula armata,null
Fis-28546,e_lim,Arnoglossus polyspilus,null
Fis-28548,e_lim,Parabothus kiensis,null
Fis-28549,e_lim,Psettina iijimae,null
Fis-28551,e_lim,Owstonia pectinifer,null
Fis-28553,e_lim,Himantura undulata,null
Fis-28555,e_lim,Himantura granulata,null
Fis-28560,e_lim,Aetomylaeus maculatus,null
Fis-28567,e_lim,Valenciennea wardii,null
Fis-28574,e_lim,Synchiropus splendidus,null
Fis-28576,e_lim,Pseudochromis bitaeniatus,null
Fis-28579,e_lim,Labracinus cyclophthalmus,null
Fis-28581,e_lim,Parapercis xanthozona,null
Fis-28582,e_lim,Trichonotus setiger,null
Fis-28584,e_lim,Cryptocentrus fasciatus,null
Fis-28602,e_lim,Choerodon fasciatus,null
Fis-28606,e_lim,Pseudanthias bimaculatus,null
Fis-28618,e_lim,Canthigaster callisterna,null
Fis-28676,e_lim,Richardsonichthys leucogaster,null
Fis-28694,e_lim,Choerodon cyanodus,null
Fis-28707,e_lim,Torquigener tuberculiferus,null
Fis-28740,e_lim,Plectorhinchus cinctus,null
Fis-28752,e_lim,Coris longipes,NA
Fis-28769,e_lim,Upeneichthys lineatus,null
Fis-28787,e_lim,Himantura imbricata,null
Fis-28923,e_lim,Helcogramma gymnauchen,null
Fis-28967,e_lim,Petroscirtes lupus,null
Fis-28969,e_lim,Omobranchus anolius,null
Fis-28971,e_lim,Istiblennius meleagris,null
Fis-28973,e_lim,Diplogrammus goramensis,null
Fis-29051,e_lim,Histiophryne cryptacanthus,null
Fis-29099,e_lim,Pseudoplesiops annae,null
Fis-29117,e_lim,Bodianus macrourus,null
Fis-29151,e_lim,Repomucenus calcaratus,null
Fis-29161,e_lim,Strongylura urvillii,null
Fis-29174,e_lim,Brachaluteres jacksonianus,null
Fis-29207,e_lim,Gymnapogon annona,null
Fis-29218,e_lim,Amniataba caudavittata,null
Fis-29232,e_lim,Cociella hutchinsi,null
Fis-29235,e_lim,Pseudochromis wilsoni,null
Fis-29240,e_lim,Pseudanthias engelhardi,null
Fis-29257,e_lim,Poecilopsetta plinthus,null
Fis-29282,e_lim,Apristurus longicephalus,null
Fis-29325,e_lim,Centroscyllium kamoharai,null
Fis-29340,e_lim,Cirrhigaleus barbifer,1
Fis-29377,e_lim,Etmopterus brachyurus,null
Fis-29381,e_lim,Etmopterus lucifer,null
Fis-29436,e_lim,Loxodon macrorhinus,null
Fis-29483,e_lim,Priacanthus macracanthus,null
Fis-29757,e_lim,Caranx bucculentus,null
Fis-29767,e_lim,Carangoides talamparoides,null
Fis-30079,e_lim,Gymnocranius audleyi,null
Fis-30100,e_lim,Herklotsichthys lippa,null
Fis-30230,e_lim,Lethrinus erythropterus,1
Fis-30231,e_lim,Lethrinus genivittatus,null
Fis-30233,e_lim,Lethrinus laticaudis,null
Fis-30239,e_lim,Lethrinus semicinctus,null
Fis-30686,e_lim,Synagrops adeni,null
Fis-30914,e_lim,Stonogobiops xanthorhinica,null
Fis-30928,e_lim,Leptobrama muelleri,null
Fis-30929,e_lim,Rhinoprenes pentanemus,null
Fis-30940,e_lim,Ptereleotris grammica,null
Fis-30952,e_lim,Cirripectes perustus,null
Fis-30962,e_lim,Blennodesmus scapularis,null
Fis-30980,e_lim,Upeneus sulphureus,null
Fis-30983,e_lim,Saurida micropectoralis,null
Fis-31035,e_lim,Pegasus volitans,null
Fis-31039,e_lim,Siganus punctatissimus,null
Fis-31063,e_lim,Callionymus belcheri,null
Fis-31086,e_lim,Acanthurus grammoptilus,1
Fis-31107,e_lim,Saurida longimanus,null
Fis-31113,e_lim,Paracheilinus mccoskeri,null
Fis-31115,e_lim,Paracheilinus filamentosus,null
Fis-31167,e_lim,Spottobrotula amaculata,null
Fis-31238,e_lim,Coris pictoides,null
Fis-31253,e_lim,Ambassis interrupta,null
Fis-31389,e_lim,Upeneus tragula,1
Fis-31399,e_lim,Chaetodon oxycephalus,null
Fis-31404,e_lim,Cirrhilabrus temminckii,null
Fis-31425,e_lim,Scarus quoyi,null
Fis-31463,e_lim,Cheilinus undulatus,1
Fis-31494,e_lim,Pomacentrus nagasakiensis,null
Fis-31498,e_lim,Pomacentrus chrysurus,null
Fis-31500,e_lim,Pomacentrus grammorhynchus,null
Fis-31505,e_lim,Pomacentrus simsiang,null
Fis-31570,e_lim,Hemigaleus microstoma,null
Fis-31589,e_lim,Iago garricki,null
Fis-31611,e_lim,Corythoichthys ocellatus,null
Fis-31633,e_lim,Omox biporos,null
Fis-31637,e_lim,Petroscirtes variabilis,null
Fis-31822,e_lim,Uranoscopus japonicus,null
Fis-31856,e_lim,Chaetodon xanthurus,null
Fis-31858,e_lim,Centriscus scutatus,null
Fis-31859,e_lim,Chaetodon aureofasciatus,null
Fis-31896,e_lim,Choerodon monostigma,null
Fis-31898,e_lim,Parma polylepis,null
Fis-31900,e_lim,Pomacentrus nigromarginatus,null
Fis-31902,e_lim,Pseudochromis fuscus,null
Fis-31904,e_lim,Chaetodon rainfordi,null
Fis-31907,e_lim,Pseudorhombus spinosus,null
Fis-31910,e_lim,Chelmon marginalis,null
Fis-32084,e_lim,Pomacentrus alexanderae,null
Fis-32085,e_lim,Chromis ovatiformes,null
Fis-32086,e_lim,Halichoeres melanochir,null
Fis-32142,e_lim,Melanostigma vitiazi,null
Fis-32236,e_lim,Dentatherina merceri,null
Fis-32238,e_lim,Siokunichthys herrei,null
Fis-32239,e_lim,Siokunichthys breviceps,null
Fis-32245,e_lim,Ctenogobiops pomastictus,null
Fis-32249,e_lim,Eviota nigriventris,null
Fis-32250,e_lim,Gobiodon okinawae,null
Fis-32252,e_lim,Cryptocentrus octofasciatus,null
Fis-32255,e_lim,Signigobius biocellatus,null
Fis-32256,e_lim,Austrolethops wardi,null
Fis-32280,e_lim,Ateleopus japonicus,null
Fis-32284,e_lim,Gymnothorax monochrous,null
Fis-32364,e_lim,Liopropoma multilineatum,null
Fis-32369,e_lim,Pseudoplesiops typus,null
Fis-32381,e_lim,Periophthalmus gracilis,null
Fis-32385,e_lim,Periophthalmus minutus,null
Fis-32417,e_lim,Laiphognathus multimaculatus,null
Fis-32418,e_lim,Ecsenius lineatus,null
Fis-32426,e_lim,Hologymnosus rhodonotus,null
Fis-32427,e_lim,Cirrhilabrus katherinae,null
Fis-32433,e_lim,Chimaera phantasma,null
Fis-32435,e_lim,Alepocephalus bicolor,null
Fis-32439,e_lim,Malthopsis annulifera,null
Fis-32441,e_lim,Halicmetus reticulatus,null
Fis-32455,e_lim,Uranoscopus bicinctus,null
Fis-32456,e_lim,Halimochirurgus alcocki,null
Fis-32459,e_lim,Naso fageni,null
Fis-32463,e_lim,Eviota spilota,null
Fis-32469,e_lim,Psenopsis obscura,null
Fis-32485,e_lim,Coloconger scholesi,null
Fis-32505,e_lim,Halicampus grayi,null
Fis-32506,e_lim,Micrognathus natans,null
Fis-32511,e_lim,Gomphosus caeruleus,null
Fis-32535,e_lim,Anampses lineatus,null
Fis-32537,e_lim,Synchiropus stellatus,null
Fis-32538,e_lim,Chaetodon collare,null
Fis-32561,e_lim,Aesopia cornuta,null
Fis-32575,e_lim,Plotosus nkunga,null
Fis-32580,e_lim,Scarus scaber,null
Fis-32591,e_lim,Synodus hoshinonis,null
Fis-32609,e_lim,Rhinobatos schlegelii,null
Fis-32619,e_lim,Rudarius excelsus,null
Fis-32636,e_lim,Amphiprion akallopisos,null
Fis-32654,e_lim,Gymnocranius elongatus,null
Fis-32655,e_lim,Halicmetus ruber,null
Fis-32662,e_lim,Tetrabrachium ocellatum,null
Fis-32663,e_lim,Euclichthys polynemus,null
Fis-32665,e_lim,Hispidoberyx ambagiosus,null
Fis-32666,e_lim,Lophichthys boschmai,null
Fis-32670,e_lim,Argyrops bleekeri,null
Fis-32700,e_lim,Plotosus canius,null
Fis-32706,e_lim,Anacanthus barbatus,null
Fis-32707,e_lim,Halieutaea fumosa,null
Fis-32712,e_lim,Sirembo imberbis,null
Fis-32713,e_lim,Zebrias quagga,null
Fis-32718,e_lim,Cleidopus gloriamaris,null
Fis-32731,e_lim,Brachypleura novaezeelandiae,null
Fis-32733,e_lim,Chelidoperca hirundinacea,null
Fis-32735,e_lim,Dactylopus dactylopus,null
Fis-32749,e_lim,Psettina gigantea,null
Fis-32750,e_lim,Pseudorhombus argus,null
Fis-32751,e_lim,Pseudorhombus quinquocellatus,null
Fis-32759,e_lim,Synodus macrops,null
Fis-32761,e_lim,Uranoscopus oligolepis,null
Fis-32762,e_lim,Xiphocheilus typus,null
Fis-32766,e_lim,Solegnathus lettiensis,null
Fis-32814,e_lim,Bregmaceros mcclellandi,null
Fis-32858,e_lim,Rexichthys johnpaxtoni,null
Fis-32870,e_lim,Helcogramma fuscopinna,null
Fis-32871,e_lim,Helcogramma rhinoceros,null
Fis-32872,e_lim,Helcogramma springeri,null
Fis-32885,e_lim,Homostolus acer,null
Fis-32915,e_lim,Neamia octospina,null
Fis-33012,e_lim,Citharoides macrolepidotus,null
Fis-33013,e_lim,Lepidoblepharon ophthalmolepis,null
Fis-33250,e_lim,Amphiprion rubrocinctus,null
Fis-33259,e_lim,Ambassis urotaenia,null
Fis-33261,e_lim,Aploactis aspera,null
Fis-33262,e_lim,Erisphex pottii,null
Fis-33269,e_lim,Cynoglossus maculipinnis,null
Fis-33699,e_lim,Chaunax penicillatus,null
Fis-33712,e_lim,Ambassis dussumieri,null
Fis-33716,e_lim,Priacanthus fitchi,null
Fis-33751,e_lim,Eleotris melanosoma,null
Fis-33792,e_lim,Gymnothorax reticularis,null
Fis-33820,e_lim,Astronesthes martensii,null
Fis-33825,e_lim,Halicampus macrorhynchus,null
Fis-33831,e_lim,Parma oligolepis,null
Fis-33835,e_lim,Physiculus natalensis,null
Fis-33839,e_lim,Haliichthys taeniophorus,null
Fis-33841,e_lim,Pomacentrus australis,null
Fis-33843,e_lim,Stomias nebulosus,null
Fis-33846,e_lim,Diaphus signatus,null
Fis-33852,e_lim,Pomacentrus smithi,null
Fis-33853,e_lim,Pomacentrus taeniometopon,null
Fis-33854,e_lim,Pomacentrus wardi,null
Fis-33856,e_lim,Velifer hypselopterus,null
Fis-33861,e_lim,Triacanthodes ethiops,null
Fis-33862,e_lim,Tydemania navigatoris,null
Fis-33869,e_lim,Synodus tectus,null
Fis-33870,e_lim,Halieutaea indica,null
Fis-33883,e_lim,Opistognathus castelnaui,null
Fis-33889,e_lim,Callionymus japonicus,null
Fis-33892,e_lim,Lepidotrigla spiloptera,null
Fis-33901,e_lim,Polyipnus triphanos,null
Fis-33916,e_lim,Saurida wanieso,null
Fis-33920,e_lim,Chlorophthalmus albatrossis,null
