am_sid,n_tot,lim,long,ncells
Fis-10950,2735,w_lim,77.0,1
Fis-10984,125,w_lim,190.5,1
Fis-10993,330,w_lim,185.0,4
Fis-112193,2066,w_lim,77.0,1
Fis-112248,287,w_lim,185.0,6
Fis-112285,918,w_lim,80.5,1
Fis-112286,781,w_lim,112.5,1
Fis-112301,1373,w_lim,79.0,1
Fis-112315,20,w_lim,112.5,1
Fis-112318,78,w_lim,112.5,1
Fis-112415,30,w_lim,112.5,1
Fis-112419,29,w_lim,112.5,1
Fis-112457,3,w_lim,113.0,1
Fis-112472,8,w_lim,112.5,1
Fis-112522,550,w_lim,112.5,1
Fis-112788,7,w_lim,113.0,2
Fis-112822,1114,w_lim,109.5,5
Fis-113028,10,w_lim,190.0,1
Fis-113158,191,w_lim,197.5,2
Fis-113162,197,w_lim,197.5,2
Fis-113165,814,w_lim,185.0,1
Fis-113168,132,w_lim,107.5,1
Fis-113181,2758,w_lim,78.5,1
Fis-113182,1737,w_lim,103.0,4
Fis-113210,1049,w_lim,104.5,1
Fis-113235,522,w_lim,142.5,4
Fis-113245,1172,w_lim,103.0,1
Fis-113272,1349,w_lim,103.5,1
Fis-113283,1662,w_lim,103.5,1
Fis-113287,9,w_lim,190.5,1
Fis-113288,28,w_lim,197.0,2
Fis-113302,76,w_lim,187.0,2
Fis-113313,375,w_lim,185.0,5
Fis-113326,34,w_lim,190.5,1
Fis-113380,741,w_lim,103.0,1
Fis-113384,226,w_lim,185.0,4
Fis-113413,410,w_lim,185.0,6
Fis-113426,259,w_lim,197.5,2
Fis-113429,95,w_lim,197.0,2
Fis-113449,630,w_lim,118.0,1
Fis-113453,227,w_lim,185.5,2
Fis-113462,262,w_lim,197.5,2
Fis-113466,517,w_lim,100.5,1
Fis-113467,317,w_lim,185.0,6
Fis-113469,1347,w_lim,101.5,1
Fis-113473,108,w_lim,104.5,2
Fis-113495,290,w_lim,199.5,1
Fis-113497,345,w_lim,185.0,5
Fis-113503,98,w_lim,197.0,2
Fis-113504,249,w_lim,185.5,2
Fis-113505,108,w_lim,190.5,1
Fis-113513,326,w_lim,185.0,5
Fis-113542,85,w_lim,185.0,5
Fis-113545,73,w_lim,190.5,1
Fis-113553,235,w_lim,185.0,5
Fis-113558,78,w_lim,190.5,1
Fis-113599,992,w_lim,120.5,1
Fis-113601,137,w_lim,197.5,2
Fis-113607,51,w_lim,190.5,1
Fis-113613,67,w_lim,190.5,1
Fis-113620,169,w_lim,197.5,2
Fis-113623,1479,w_lim,99.0,4
Fis-113633,79,w_lim,190.5,1
Fis-113645,187,w_lim,185.0,1
Fis-113667,257,w_lim,185.0,5
Fis-113669,152,w_lim,197.5,2
Fis-113671,140,w_lim,197.5,2
Fis-113673,18,w_lim,197.0,2
Fis-113679,825,w_lim,111.0,2
Fis-113698,527,w_lim,129.5,4
Fis-113707,36,w_lim,190.5,1
Fis-113731,8,w_lim,112.5,1
Fis-113737,14,w_lim,112.5,1
Fis-113745,58,w_lim,190.5,1
Fis-113792,137,w_lim,112.5,2
Fis-113802,135,w_lim,185.5,2
Fis-113821,30,w_lim,197.0,2
Fis-113825,181,w_lim,197.5,2
Fis-113842,8,w_lim,197.0,2
Fis-113852,102,w_lim,185.0,3
Fis-113878,203,w_lim,197.5,2
Fis-113918,779,w_lim,129.0,1
Fis-113929,3355,w_lim,77.0,1
Fis-113987,325,w_lim,185.0,5
Fis-114007,1337,w_lim,96.0,1
Fis-114098,19021,w_lim,105.0,1
Fis-114110,1503,w_lim,78.0,1
Fis-114124,16947,w_lim,109.5,2
Fis-114147,3693,w_lim,137.5,2
Fis-114150,1647,w_lim,104.5,1
Fis-114155,548,w_lim,82.5,1
Fis-114156,19,w_lim,112.5,1
Fis-114172,220,w_lim,142.5,4
Fis-114174,1207,w_lim,121.0,6
Fis-114176,3,w_lim,112.5,1
Fis-114177,1212,w_lim,107.0,18
Fis-114179,2001,w_lim,99.0,1
Fis-114184,50,w_lim,96.0,1
Fis-114214,17,w_lim,112.5,1
Fis-114217,424,w_lim,112.5,1
Fis-114240,40,w_lim,112.5,1
Fis-114245,1648,w_lim,103.5,1
Fis-114247,768,w_lim,130.0,1
Fis-114255,1858,w_lim,77.0,1
Fis-114257,1465,w_lim,78.0,1
Fis-114576,454,w_lim,121.0,1
Fis-114584,3591,w_lim,109.0,5
Fis-114639,265,w_lim,136.0,1
Fis-114650,1347,w_lim,96.0,1
Fis-114698,8,w_lim,112.5,1
Fis-114720,41,w_lim,112.5,1
Fis-114721,2771,w_lim,79.5,5
Fis-115260,1470,w_lim,119.0,27
Fis-115417,449,w_lim,130.0,1
Fis-115419,278,w_lim,79.5,6
Fis-115500,858,w_lim,105.0,1
Fis-115521,570,w_lim,112.5,1
Fis-115614,750,w_lim,136.0,1
Fis-115627,1379,w_lim,103.0,5
Fis-115656,2645,w_lim,79.0,1
Fis-115669,888,w_lim,115.0,16
Fis-115821,564,w_lim,109.0,1
Fis-115865,12927,w_lim,185.0,25
Fis-11598,67,w_lim,112.0,1
Fis-116143,201,w_lim,197.5,2
Fis-116279,1736,w_lim,104.5,1
Fis-116293,42,w_lim,109.0,1
Fis-116314,159,w_lim,190.0,1
Fis-116597,58,w_lim,108.0,3
Fis-116691,17,w_lim,110.0,2
Fis-116901,2682,w_lim,185.0,1
Fis-116910,245,w_lim,199.0,1
Fis-116917,39,w_lim,109.5,1
Fis-116939,7,w_lim,110.0,1
Fis-117130,381,w_lim,185.0,2
Fis-117166,1924,w_lim,185.0,16
Fis-118267,785,w_lim,109.5,4
Fis-118500,235,w_lim,197.5,2
Fis-118503,22,w_lim,109.0,1
Fis-118509,2317,w_lim,100.5,1
Fis-11870,1714,w_lim,109.0,26
Fis-118742,5496,w_lim,185.0,32
Fis-119162,11,w_lim,190.0,1
Fis-119482,1555,w_lim,104.5,1
Fis-119508,93,w_lim,105.5,1
Fis-120072,24955,w_lim,99.0,2
Fis-120202,2893,w_lim,99.0,2
Fis-120888,9719,w_lim,114.0,37
Fis-120908,18905,w_lim,99.0,4
Fis-121230,44,w_lim,106.5,1
Fis-121315,1841,w_lim,79.5,3
Fis-121492,621,w_lim,102.5,1
Fis-121542,252,w_lim,199.5,1
Fis-121574,2131,w_lim,99.0,4
Fis-121644,1820,w_lim,103.0,3
Fis-121645,2239,w_lim,79.5,3
Fis-121729,2133,w_lim,104.0,5
Fis-121730,2932,w_lim,77.0,1
Fis-121781,2783,w_lim,77.0,1
Fis-122026,3096,w_lim,77.0,1
Fis-122288,239,w_lim,139.0,1
Fis-122963,1040,w_lim,121.0,1
Fis-123048,2068,w_lim,103.0,3
Fis-123102,2431,w_lim,103.0,3
Fis-123121,196,w_lim,197.5,2
Fis-123132,572,w_lim,199.5,1
Fis-123142,329,w_lim,185.0,1
Fis-123151,1435,w_lim,99.0,4
Fis-123152,2410,w_lim,103.0,3
Fis-123153,84,w_lim,185.0,6
Fis-123176,160,w_lim,185.0,6
Fis-123179,1857,w_lim,105.0,7
Fis-123550,26,w_lim,111.0,1
Fis-123600,347,w_lim,185.0,6
Fis-123652,75,w_lim,106.0,1
Fis-123670,71,w_lim,105.5,4
Fis-123736,28113,w_lim,112.0,77
Fis-123785,1637,w_lim,77.0,2
Fis-123824,2191,w_lim,100.5,1
Fis-123968,2166,w_lim,77.0,3
Fis-123975,9751,w_lim,185.0,35
Fis-124120,2379,w_lim,99.0,4
Fis-124123,871,w_lim,112.0,1
Fis-124132,2677,w_lim,77.0,2
Fis-124168,127,w_lim,190.5,1
Fis-124211,236,w_lim,197.5,2
Fis-124275,513,w_lim,185.0,2
Fis-124298,1988,w_lim,77.0,1
Fis-124322,943,w_lim,121.0,1
Fis-124324,2796,w_lim,78.0,1
Fis-124350,1509,w_lim,104.5,1
Fis-124377,1572,w_lim,185.0,24
Fis-124379,7569,w_lim,185.0,35
Fis-124392,515,w_lim,122.0,1
Fis-124394,177,w_lim,149.0,3
Fis-124396,421,w_lim,124.0,1
Fis-124406,348,w_lim,127.5,1
Fis-124410,2034,w_lim,80.0,1
Fis-124920,680,w_lim,77.0,1
Fis-124925,820,w_lim,129.0,3
Fis-124926,832,w_lim,96.0,1
Fis-125038,170,w_lim,80.0,1
Fis-125057,1413,w_lim,102.5,1
Fis-125488,129,w_lim,112.5,1
Fis-125622,710,w_lim,195.0,1
Fis-125642,246,w_lim,109.5,3
Fis-125665,59,w_lim,109.5,2
Fis-125695,42,w_lim,112.5,1
Fis-125703,929,w_lim,112.0,2
Fis-125704,20,w_lim,112.0,1
Fis-125705,14,w_lim,112.0,2
Fis-125708,311,w_lim,113.0,3
Fis-125709,1,w_lim,112.5,1
Fis-125713,598,w_lim,112.5,1
Fis-125714,14,w_lim,112.5,2
Fis-125728,1929,w_lim,103.5,1
Fis-125742,8,w_lim,190.5,1
Fis-125744,1728,w_lim,100.5,1
Fis-125747,1227,w_lim,108.5,2
Fis-125753,1922,w_lim,100.5,1
Fis-125765,1880,w_lim,103.5,1
Fis-125769,1599,w_lim,103.0,1
Fis-125770,156,w_lim,185.0,5
Fis-125773,536,w_lim,131.5,2
Fis-125775,1761,w_lim,100.5,1
Fis-125780,1390,w_lim,108.5,2
Fis-125781,1507,w_lim,115.0,8
Fis-125782,1646,w_lim,100.5,1
Fis-125783,33,w_lim,107.5,1
Fis-125786,20,w_lim,106.5,1
Fis-125787,840,w_lim,111.5,1
Fis-125788,1868,w_lim,99.0,4
Fis-125889,3404,w_lim,80.0,50
Fis-125897,14454,w_lim,77.0,13
Fis-125906,418,w_lim,96.0,1
Fis-125911,45,w_lim,110.0,2
Fis-126026,12,w_lim,189.0,1
Fis-126068,825,w_lim,121.5,1
Fis-126085,18670,w_lim,104.0,3
Fis-126086,1342,w_lim,116.0,22
Fis-126098,6166,w_lim,80.0,35
Fis-126109,1307,w_lim,103.0,6
Fis-126115,1618,w_lim,103.0,1
Fis-126125,1362,w_lim,185.0,24
Fis-126136,160,w_lim,98.0,1
Fis-126141,2151,w_lim,99.0,4
Fis-126144,579,w_lim,103.5,1
Fis-126237,345,w_lim,185.0,2
Fis-126268,8,w_lim,190.5,1
Fis-126275,182,w_lim,185.0,6
Fis-126611,1548,w_lim,105.0,1
Fis-126614,2311,w_lim,104.5,1
Fis-126618,1007,w_lim,108.5,2
Fis-126621,1348,w_lim,102.5,1
Fis-126623,1736,w_lim,79.5,1
Fis-126627,2412,w_lim,104.5,1
Fis-126630,1701,w_lim,105.0,2
Fis-126633,1089,w_lim,104.5,1
Fis-126636,1632,w_lim,79.5,1
Fis-126639,1376,w_lim,104.5,1
Fis-126642,1117,w_lim,105.0,1
Fis-126652,1212,w_lim,105.0,1
Fis-126657,982,w_lim,104.5,1
Fis-126675,1391,w_lim,104.5,1
Fis-126683,2223,w_lim,104.5,1
Fis-126684,2122,w_lim,105.0,1
Fis-126732,2220,w_lim,104.5,1
Fis-126740,1107,w_lim,109.0,6
Fis-126893,696,w_lim,105.0,1
Fis-126914,422,w_lim,108.5,1
Fis-126916,498,w_lim,120.0,1
Fis-126922,152,w_lim,112.5,1
Fis-126925,846,w_lim,96.0,1
Fis-126931,10,w_lim,190.0,1
Fis-126941,202,w_lim,185.0,9
Fis-126951,521,w_lim,109.0,1
Fis-126971,119,w_lim,148.0,1
Fis-126978,1510,w_lim,77.0,1
Fis-127016,26017,w_lim,109.0,7
Fis-127050,9,w_lim,190.5,1
Fis-127052,34,w_lim,190.0,1
Fis-127056,210,w_lim,185.0,3
Fis-127065,3421,w_lim,104.5,1
Fis-127067,1495,w_lim,104.5,1
Fis-127074,75,w_lim,148.0,1
Fis-127123,343,w_lim,79.5,2
Fis-127131,43,w_lim,112.5,1
Fis-127137,235,w_lim,197.5,2
Fis-127141,13,w_lim,112.5,1
Fis-127145,2341,w_lim,99.0,4
Fis-127148,1523,w_lim,104.5,1
Fis-127155,374,w_lim,113.0,3
Fis-127157,141,w_lim,112.5,2
Fis-127164,309,w_lim,112.5,2
Fis-127166,578,w_lim,129.5,2
Fis-127169,3,w_lim,112.0,1
Fis-127171,742,w_lim,129.0,4
Fis-127173,309,w_lim,135.0,4
Fis-127185,145,w_lim,112.5,2
Fis-127191,369,w_lim,142.0,1
Fis-127192,1015,w_lim,79.0,1
Fis-127204,93,w_lim,112.5,1
Fis-127206,2041,w_lim,108.0,8
Fis-127232,10,w_lim,112.5,1
Fis-127233,21,w_lim,112.5,1
Fis-127245,11964,w_lim,77.0,13
Fis-127248,1449,w_lim,120.5,1
Fis-127253,1309,w_lim,96.0,1
Fis-127274,13,w_lim,110.5,2
Fis-127324,1325,w_lim,80.0,24
Fis-127434,5415,w_lim,105.0,1
Fis-127439,5609,w_lim,104.5,1
Fis-127446,3135,w_lim,135.5,2
Fis-127447,14745,w_lim,77.0,13
Fis-127528,1324,w_lim,109.0,1
Fis-127548,123,w_lim,185.0,2
Fis-127558,1740,w_lim,78.0,1
Fis-127585,185,w_lim,109.0,1
Fis-127588,17,w_lim,189.0,1
Fis-127725,3973,w_lim,185.0,14
Fis-127984,66,w_lim,108.0,1
Fis-128033,1162,w_lim,96.0,1
Fis-128034,524,w_lim,98.5,1
Fis-128048,2692,w_lim,105.0,1
Fis-128050,2792,w_lim,104.5,1
Fis-128093,12173,w_lim,185.0,32
Fis-128094,5771,w_lim,185.0,17
Fis-128237,2638,w_lim,77.0,1
Fis-128241,73,w_lim,106.5,1
Fis-128246,718,w_lim,99.0,4
Fis-128254,3391,w_lim,78.5,1
Fis-128255,2350,w_lim,78.5,1
Fis-128262,10,w_lim,190.0,1
Fis-128265,734,w_lim,104.5,1
Fis-128267,2785,w_lim,79.0,1
Fis-128269,428,w_lim,79.5,5
Fis-130298,318,w_lim,185.0,1
Fis-130321,355,w_lim,185.0,6
Fis-130465,36,w_lim,109.0,1
Fis-130613,623,w_lim,105.0,8
Fis-130617,1768,w_lim,95.0,1
Fis-130620,839,w_lim,92.0,1
Fis-130667,8,w_lim,190.5,1
Fis-130671,3755,w_lim,109.0,4
Fis-130762,315,w_lim,79.5,3
Fis-130775,521,w_lim,103.5,1
Fis-130828,2647,w_lim,99.0,4
Fis-130841,741,w_lim,104.5,1
Fis-130921,1238,w_lim,103.5,1
Fis-130963,1484,w_lim,100.5,1
Fis-131073,1132,w_lim,99.0,4
Fis-131089,1,w_lim,112.5,1
Fis-131178,1268,w_lim,103.5,1
Fis-131191,2216,w_lim,77.0,1
Fis-131196,2207,w_lim,99.0,4
Fis-131212,8,w_lim,190.5,1
Fis-131316,242,w_lim,185.0,6
Fis-131323,240,w_lim,199.5,1
Fis-131406,946,w_lim,131.0,2
Fis-131407,654,w_lim,96.0,1
Fis-131440,78,w_lim,108.0,5
Fis-131441,14,w_lim,109.0,1
Fis-131442,29,w_lim,109.0,2
Fis-131445,122,w_lim,109.0,1
Fis-131543,89,w_lim,96.0,1
Fis-131602,26,w_lim,109.0,1
Fis-131608,72,w_lim,108.0,2
Fis-131619,52,w_lim,109.0,2
Fis-131621,178,w_lim,195.5,1
Fis-131701,63,w_lim,107.5,1
Fis-131706,59,w_lim,109.0,2
Fis-131708,126,w_lim,185.0,1
Fis-131710,44,w_lim,107.5,1
Fis-131715,31,w_lim,106.5,1
Fis-131817,491,w_lim,99.0,2
Fis-131819,1076,w_lim,99.0,4
Fis-131820,992,w_lim,99.0,3
Fis-131838,8,w_lim,110.5,2
Fis-131892,974,w_lim,109.0,2
Fis-131906,10,w_lim,190.0,1
Fis-131936,7145,w_lim,105.5,1
Fis-132037,2330,w_lim,104.5,1
Fis-132046,41,w_lim,109.5,4
Fis-132050,949,w_lim,109.0,4
Fis-132071,85,w_lim,106.5,1
Fis-132076,739,w_lim,185.0,13
Fis-132079,1761,w_lim,77.0,1
Fis-132081,1561,w_lim,104.5,1
Fis-132083,172,w_lim,96.0,1
Fis-132096,1744,w_lim,103.5,1
Fis-132105,1034,w_lim,103.5,1
Fis-132106,778,w_lim,117.5,2
Fis-132114,2147,w_lim,99.0,1
Fis-132130,243,w_lim,92.0,6
Fis-132152,4017,w_lim,77.0,5
Fis-132156,33,w_lim,185.0,1
Fis-132167,1850,w_lim,189.5,1
Fis-132197,573,w_lim,120.0,2
Fis-132198,494,w_lim,124.0,1
Fis-132210,1152,w_lim,108.5,1
Fis-132217,243,w_lim,128.0,1
Fis-132218,902,w_lim,104.5,1
Fis-132233,1118,w_lim,108.5,1
Fis-132317,173,w_lim,152.5,2
Fis-132339,65,w_lim,107.5,1
Fis-132340,1529,w_lim,103.5,1
Fis-132342,43,w_lim,107.5,1
Fis-132344,1510,w_lim,104.5,1
Fis-132395,297,w_lim,185.0,1
Fis-132433,426,w_lim,185.0,5
Fis-132442,575,w_lim,185.0,8
Fis-132477,14257,w_lim,185.0,79
Fis-132479,16702,w_lim,185.0,89
Fis-132487,13696,w_lim,185.0,64
Fis-132488,12830,w_lim,185.0,70
Fis-132490,10883,w_lim,185.0,24
Fis-132519,75,w_lim,106.5,1
Fis-132521,780,w_lim,103.5,1
Fis-132525,811,w_lim,103.0,11
Fis-132527,1859,w_lim,99.0,2
Fis-132563,9334,w_lim,105.0,1
Fis-132594,968,w_lim,103.5,1
Fis-132669,40,w_lim,190.5,1
Fis-132676,49,w_lim,106.5,1
Fis-132699,755,w_lim,105.0,1
Fis-132711,1350,w_lim,109.0,9
Fis-132758,2194,w_lim,105.0,1
Fis-132763,414,w_lim,185.0,6
Fis-132766,765,w_lim,87.5,1
Fis-132827,1218,w_lim,99.0,4
Fis-132866,158,w_lim,185.0,5
Fis-133350,1453,w_lim,110.0,6
Fis-133512,14517,w_lim,109.5,1
Fis-133521,599,w_lim,185.0,12
Fis-133549,110,w_lim,185.0,1
Fis-133568,11,w_lim,190.0,1
Fis-133573,6,w_lim,190.0,1
Fis-133590,911,w_lim,120.0,2
Fis-133592,369,w_lim,143.0,1
Fis-133679,5,w_lim,112.0,2
Fis-133789,60,w_lim,162.0,1
Fis-133825,168,w_lim,112.0,1
Fis-133901,3303,w_lim,79.0,1
Fis-133923,116,w_lim,108.0,2
Fis-133976,3,w_lim,112.5,1
Fis-134025,26218,w_lim,99.0,2
Fis-134026,1405,w_lim,103.5,3
Fis-134029,461,w_lim,195.5,1
Fis-134051,2588,w_lim,99.0,4
Fis-134062,87,w_lim,112.0,1
Fis-134077,2261,w_lim,72.0,9
Fis-134094,31,w_lim,105.5,4
Fis-134146,3056,w_lim,101.5,1
Fis-134163,24071,w_lim,104.5,1
Fis-134168,6627,w_lim,185.0,18
Fis-134171,298,w_lim,185.0,6
Fis-134188,1219,w_lim,109.5,3
Fis-134214,1488,w_lim,103.0,3
Fis-134259,1234,w_lim,103.0,1
Fis-134277,2059,w_lim,78.5,1
Fis-134281,1075,w_lim,103.5,1
Fis-134304,187,w_lim,79.5,3
Fis-134377,1717,w_lim,103.0,5
Fis-134402,842,w_lim,103.5,1
Fis-134450,944,w_lim,99.0,2
Fis-134463,386,w_lim,185.0,2
Fis-134472,15489,w_lim,185.0,89
Fis-134593,2860,w_lim,105.0,1
Fis-134599,159,w_lim,185.0,6
Fis-134684,1570,w_lim,104.5,1
Fis-13477,2603,w_lim,185.0,7
Fis-134783,35,w_lim,185.5,1
Fis-135029,111,w_lim,185.5,2
Fis-135071,160,w_lim,185.0,6
Fis-135708,118,w_lim,185.5,2
Fis-135734,3203,w_lim,77.0,1
Fis-135992,617,w_lim,129.0,1
Fis-136013,2376,w_lim,103.0,5
Fis-136209,4,w_lim,113.0,1
Fis-136332,268,w_lim,197.5,2
Fis-136340,154,w_lim,197.5,2
Fis-13659,1422,w_lim,104.5,1
Fis-13663,765,w_lim,105.0,4
Fis-136634,2448,w_lim,77.0,2
Fis-136640,161,w_lim,99.0,4
Fis-13668,20,w_lim,109.5,1
Fis-136682,115,w_lim,148.0,1
Fis-137300,1174,w_lim,103.5,1
Fis-137302,58,w_lim,106.5,1
Fis-137309,1909,w_lim,99.0,4
Fis-137370,2153,w_lim,79.0,1
Fis-137475,2010,w_lim,78.5,1
Fis-137489,1164,w_lim,100.5,1
Fis-137493,538,w_lim,103.5,1
Fis-137504,10,w_lim,112.5,1
Fis-137505,23,w_lim,112.0,2
Fis-137522,2138,w_lim,99.0,4
Fis-137727,8866,w_lim,104.5,1
Fis-137761,274,w_lim,197.5,2
Fis-137821,985,w_lim,100.5,1
Fis-138005,505,w_lim,136.0,1
Fis-138052,2305,w_lim,79.5,6
Fis-138063,154,w_lim,185.0,5
Fis-138074,392,w_lim,185.0,5
Fis-138078,663,w_lim,92.0,5
Fis-138097,2148,w_lim,104.5,1
Fis-138119,70,w_lim,77.0,1
Fis-138121,2295,w_lim,185.0,12
Fis-138122,1465,w_lim,197.5,2
Fis-138141,1900,w_lim,104.5,1
Fis-138189,803,w_lim,185.0,18
Fis-138277,54,w_lim,112.5,1
Fis-138312,1408,w_lim,71.0,2
Fis-138343,1858,w_lim,104.5,1
Fis-138350,64,w_lim,112.5,1
Fis-138390,2352,w_lim,93.0,7
Fis-138391,2487,w_lim,94.0,5
Fis-138393,2673,w_lim,95.0,7
Fis-138394,1966,w_lim,113.0,11
Fis-138395,2293,w_lim,92.0,6
Fis-138396,2459,w_lim,71.0,7
Fis-138426,2667,w_lim,105.0,1
Fis-138470,1027,w_lim,109.0,1
Fis-138523,198,w_lim,79.0,1
Fis-138530,49,w_lim,197.0,2
Fis-138548,42,w_lim,112.0,1
Fis-138560,158,w_lim,112.5,2
Fis-138579,254,w_lim,185.0,4
Fis-138631,282,w_lim,199.5,1
Fis-138701,24,w_lim,147.0,1
Fis-138739,1588,w_lim,105.0,1
Fis-138749,2666,w_lim,102.5,1
Fis-138779,1045,w_lim,111.0,1
Fis-138798,1754,w_lim,103.0,5
Fis-138801,1003,w_lim,100.5,1
Fis-138808,1571,w_lim,103.5,1
Fis-138811,778,w_lim,108.0,2
Fis-138812,2697,w_lim,99.0,4
Fis-138814,1798,w_lim,99.0,13
Fis-138816,1269,w_lim,100.5,1
Fis-138819,2249,w_lim,78.0,1
Fis-138820,2991,w_lim,78.0,1
Fis-138822,637,w_lim,99.0,4
Fis-138828,2190,w_lim,77.0,1
Fis-138844,2464,w_lim,77.0,1
Fis-138848,876,w_lim,103.5,1
Fis-138850,2192,w_lim,103.0,5
Fis-138852,41,w_lim,197.0,2
Fis-138856,9,w_lim,190.5,1
Fis-138971,151,w_lim,185.0,5
Fis-139086,627,w_lim,129.0,2
Fis-139216,317,w_lim,112.5,2
Fis-139317,12178,w_lim,185.0,32
Fis-13932,2402,w_lim,71.0,2
Fis-139342,69,w_lim,185.0,6
Fis-139428,16638,w_lim,185.0,86
Fis-139522,4860,w_lim,185.0,39
Fis-139531,6259,w_lim,185.0,15
Fis-139548,6701,w_lim,99.0,2
Fis-139556,595,w_lim,185.0,1
Fis-139599,16498,w_lim,185.0,90
Fis-139620,319,w_lim,185.0,2
Fis-139634,1446,w_lim,100.5,1
Fis-139645,1658,w_lim,104.5,1
Fis-139681,4779,w_lim,185.0,20
Fis-139713,29442,w_lim,109.5,5
Fis-139754,652,w_lim,137.0,1
Fis-139755,757,w_lim,130.0,1
Fis-139756,11,w_lim,108.5,4
Fis-139780,2382,w_lim,99.0,4
Fis-139798,137,w_lim,108.5,4
Fis-139820,132,w_lim,112.0,2
Fis-139869,1518,w_lim,99.0,4
Fis-139871,579,w_lim,99.0,4
Fis-140176,184,w_lim,185.0,2
Fis-140317,867,w_lim,122.0,3
Fis-140586,8844,w_lim,105.5,1
Fis-140639,2490,w_lim,80.0,35
Fis-140641,18,w_lim,111.0,1
Fis-140642,483,w_lim,117.5,1
Fis-140692,241,w_lim,104.5,1
Fis-140715,826,w_lim,129.0,5
Fis-140752,1426,w_lim,103.5,1
Fis-140914,284,w_lim,79.5,3
Fis-140932,27289,w_lim,103.5,1
Fis-141090,1634,w_lim,103.5,1
