am_sid,sciname,iucn_sid,area_total,area_am,area_iucn,area_overlap,sm_perc,sm_range,area_ratio,lg_area_pct
SLB-62731,Acanthastrea rotundoflora,133386,13730208.1,11423294.1,9224297.5,6917383.5622795,74.991,IUCN,80.75,57.672
SLB-93466,Acropora globiceps,133387,9368361.5,7178272.2,6939834.4,4749745.05447007,68.442,IUCN,96.678,36.24
URM-Cn-5543,Favia laxa,133392,14921616.7,11285903.2,12296410.2,8660696.66586809,76.739,AM,91.782,62.08
URM-Cn-6073,Porites porites,133395,3986525.9,2959806.1,2870785.1,1844065.35827286,64.236,IUCN,96.992,14.943
URM-Cn-4737,Acropora desalwii,133396,5591969.4,2970144,5278412.9,2656587.49937901,89.443,AM,56.27,26.649
URM-Cn-4994,Pavona varians,133398,18691198.3,16262006.6,15744300.2,13315108.4972491,84.571,IUCN,96.816,82.1
URM-Cn-5815,Eusmilia fastigiata,133400,2448197.8,2095556.8,2019191.9,1666550.85517283,82.536,IUCN,96.356,10.58
URM-Cn-4759,Acropora hoeksemai,133401,5253942.7,3506476.6,4503583.1,2756116.95036719,78.601,AM,77.86,22.737
URM-Cn-4833,Acropora squarrosa,133402,2564599.7,2171481.5,1932990.7,1539872.55363038,79.663,IUCN,89.017,10.963
URM-Cn-5476,Turbinaria stellulata,133403,14254517.8,6236825.8,13522148.4,5504456.50963842,88.257,AM,46.123,68.268
SLB-62382,Caulastrea tumida,133405,12553104.8,8732604.4,11093741.3,7273240.90742244,83.288,AM,78.716,56.008
URM-Cn-6137,Psammocora haimeana,133406,16607992.7,12366131.2,14689523.6,10447662.1516716,84.486,AM,84.183,74.161
URM-Cn-6130,Coscinaraea wellsi,133408,12701748.6,8052665.6,10700042.5,6050959.50362675,75.142,AM,75.258,54.02
URM-Cn-4948,Montipora verruculosus,133409,6156780.5,3728935.2,5535906,3108060.73071141,83.35,AM,67.359,27.949
URM-Cn-4978,Pachyseris speciosa,133410,16350622.9,13297048.4,13913926.6,10860352.150207,81.675,AM,95.566,70.246
URM-Cn-5816,Gyrosmilia interrupta,133412,2792224.2,2503111.2,1547106.7,1257993.76591984,81.313,IUCN,61.807,12.637
URM-Cn-5578,Goniastrea pectinata,133414,15110887.6,6185208.2,14445314.1,5519634.71182343,89.239,AM,42.818,72.929
URM-Cn-4859,Anacropora puertogalerae,133415,10008040.5,8155007.9,7564767,5711734.41853963,75.504,IUCN,92.762,41.171
URM-Cn-4886,Montipora circumvallata,133416,1115595.2,815971,921868.1,622243.780116209,76.258,AM,88.513,4.654
SLB-62381,Caulastrea furcata,133417,13520273,11768652.8,9378688.3,7627068.06748467,81.323,IUCN,79.692,59.415
URM-Cn-5871,Lobophyllia hemprichii,133419,16534752.1,12935541.9,14112424.4,10513214.2525172,81.274,AM,91.661,71.248
URM-Cn-4906,Montipora grisea,133420,14677463.1,11498560.9,11423801.2,8244898.97769867,72.173,IUCN,99.35,58.052
URM-Cn-4884,Montipora capricornis,133422,14216890.6,11910168.1,9014619.1,6707896.64691314,74.411,IUCN,75.688,60.13
SLB-117481,Fungia klunzingeri,133423,16870304.4,12905467.3,13054241.3,9089404.25505911,70.431,AM,98.86,65.906
SLB-117480,Fungia danai,133423,16870304.4,12905467.3,13054241.3,9089404.25505911,70.431,AM,98.86,65.906
URM-Cn-5764,Fungia horrida,133423,16870304.4,12905467.3,13054241.3,9089404.25505911,70.431,AM,98.86,65.906
URM-Cn-6122,Coscinaraea columna,133428,17459157.3,14492324,14773208.9,11806375.5950752,81.466,AM,98.099,74.584
URM-Cn-5526,Echinopora horrida,133429,10805101.5,5908504.9,9638104.6,4741507.95608511,80.249,AM,61.304,48.659
URM-Cn-4832,Acropora spicifera,133432,11803716.4,9737908.2,8623895.6,6558087.38242876,76.046,IUCN,88.56,49.163
URM-Cn-4889,Montipora crassituberculata,133433,12290217.6,9346950.2,10413261,7469993.70742331,79.919,AM,89.76,52.572
URM-Cn-5765,Fungia moluccensis,133437,12198956.6,6737668.6,10151209.9,4689921.95581185,69.607,AM,66.373,51.249
SLB-61834,Agaricia tenuifolia,133439,2433462.2,2285969.3,1028635.6,881142.666230752,85.661,IUCN,44.998,11.541
URM-Cn-5614,Platygyra pini,133440,14034880.5,6250828.4,13536906,5752853.77906557,92.033,AM,46.176,68.342
URM-Cn-5948,Oxypora lacera,133442,14921560.4,6595164.5,13900883.8,5574488.00657988,84.524,AM,47.444,70.18
URM-Cn-4879,Montipora australiensis,133443,13997655.7,11768082.1,9275449.9,7045876.32628932,75.963,IUCN,78.819,59.412
SLB-117477,Echinophyllia taylorae,133447,5319615.9,2780526.3,4879271.5,2340181.88310142,84.163,AM,56.987,24.633
URM-Cn-4943,Montipora turtlensis,133450,11022822,8316206.5,8838302,6131686.52486936,73.732,AM,94.093,44.621
URM-Cn-4891,Montipora danae,133451,16491461.4,13746971.7,13530300.5,10785810.8381158,79.716,IUCN,98.424,69.403
URM-Cn-5877,Mussa angulosa,133457,2208407.8,1639219.6,1990175.6,1420987.43581728,86.687,AM,82.366,10.048
URM-Cn-5823,Hydnophora microconos,133458,16221003.7,10115708.3,14726821.6,8621526.21744599,85.229,AM,68.689,74.35
SLB-93100,Montipora cocosensis,133460,11438816.2,10243661.7,5202042.2,4006887.7231324,77.025,IUCN,50.783,51.716
URM-Cn-5612,Platygyra daedalea,133468,17437506.8,13096659.1,15751307.1,11410459.3889551,87.125,AM,83.146,79.522
SLB-158790,Micromussa amakusensis,133470,12892500.6,10851304.7,8532607.3,6491411.44265539,76.078,IUCN,78.632,54.784
URM-Cn-5891,Symphyllia agaricia,133474,15882957.6,13214286,13419311.2,10750639.6297011,81.356,AM,98.472,67.749
URM-Cn-5821,Hydnophora exesa,133478,16137323.5,9876921.6,15179095.6,8918693.68465464,90.298,AM,65.069,76.633
URM-Cn-4762,Acropora hyacinthus,133479,16337612,12106214.7,13972957,9741559.6778044,80.467,AM,86.64,70.544
URM-Cn-4727,Acropora chesterfieldensis,133481,3784862.7,2923997.4,3038784.4,2177918.98945571,74.484,AM,96.223,15.342
SLB-158735,Anomastraea irregularis,133484,2879717.6,2299966.4,2384692.6,1804941.42771546,78.477,AM,96.447,12.039
SLB-93759,Astreopora randalli,133485,10317374.5,8633536.5,7248541.6,5564703.63957568,76.77,IUCN,83.958,43.587
SLB-62813,Pectinia africanus,133488,1256873.6,952105.1,1141511.3,836742.794020672,87.883,AM,83.407,5.763
URM-Cn-4892,Montipora delicatula,133489,5408963.9,3337233,4852646.8,2780915.86259684,83.33,AM,68.771,24.499
URM-Cn-6075,Porites rus,133492,18053345.9,16337735.7,13700282.2,11984672.0536356,87.478,IUCN,83.857,82.483
SLB-62496,Platygyra ryukyuensis,133493,12871347.4,6715320.1,11567898.4,5411871.01937796,80.59,AM,58.051,58.402
SLB-93535,Acropora papillare,133494,7004595,3871367.4,6480350.8,3347123.10197628,86.458,AM,59.74,32.717
SLB-117483,Galaxea horrescens,133495,11030654.9,8470952.2,9436391.2,6876688.51291717,81.18,AM,89.769,47.641
SLB-62380,Caulastrea echinulata,133497,9958284.7,8256264.9,7347447.7,5645427.90084149,76.835,IUCN,88.992,41.683
URM-Cn-5473,Turbinaria peltata,133498,15207804.7,9603620.7,13854932.4,8250748.31795041,85.913,AM,69.316,69.948
URM-Cn-4771,Acropora kosurini,133500,3894584.8,2645086.6,2442948.8,1193450.61639568,48.853,IUCN,92.358,13.354
URM-Cn-6142,Psammocora superficialis,133502,18277646.9,14883064.8,15198410.3,11803828.1192771,79.31,AM,97.925,76.731
URM-Cn-6055,Porites furcata,133504,2636931.7,2093122.7,2116473.7,1572664.6776499,75.135,AM,98.897,10.685
URM-Cn-5789,Podabacia motuporensis,133509,10048430.2,4815578.7,9432568.5,4199716.97153868,87.211,AM,51.053,47.621
URM-Cn-5916,Oculina patagonica,133511,1656195.4,1369547.6,1610130.2,1323482.34592883,96.636,AM,85.058,8.129
URM-Cn-4712,Acropora anthocercis,133513,15034006.5,11366419.6,11851458.6,8183871.68679703,72,AM,95.907,59.833
URM-Cn-5556,Favia truncatus,133516,13075202.4,10441379.8,10696879.5,8063057.01962352,77.222,AM,97.611,54.004
URM-Cn-5006,Stephanocoenia intersepta,133521,5846473.4,5557789.2,2129797,1841112.81107125,86.445,IUCN,38.321,28.059
URM-Cn-4959,Helioseris cucullata,133522,2805175.1,2339933.5,2110915.3,1645673.73784407,77.96,IUCN,90.213,11.813
URM-Cn-4920,Montipora monasteriata,133525,16859880.1,14549078.2,14364926.3,12054124.4092499,83.914,IUCN,98.734,73.452
URM-Cn-5859,Blastomussa merleti,133528,14926306.9,12635962.8,12368940.5,10078596.4686186,81.483,IUCN,97.887,63.794
SLB-117551,Stylophora subseriata,133530,14072782.4,12578054.3,8687371.5,7192643.42919548,82.794,IUCN,69.068,63.501
URM-Cn-4851,Acropora verweyi,133532,15007917.6,12636811,12298269.5,9927162.97757776,80.72,IUCN,97.321,63.798
URM-Cn-5986,Pocillopora zelli,133534,2776210.5,2159967.3,1853894,1237650.79555881,66.76,IUCN,85.83,10.905
URM-Cn-4950,Agaricia agaricites,133535,4209454.8,3665614.7,2646209.9,2102369.73289323,79.448,IUCN,72.19,18.506
SLB-62668,Sandalolitha africana,133538,15689047.1,10954124.4,14023555.6,9288632.88220888,84.796,AM,78.112,70.799
SLB-62658,Herpolitha limax,133538,15689047.1,10954124.4,14023555.6,9288632.88220888,84.796,AM,78.112,70.799
SLB-117484,Herpolitha weberi,133538,15689047.1,10954124.4,14023555.6,9288632.88220888,84.796,AM,78.112,70.799
SLB-158796,Porites brighami,133543,214535.8,152986,166888.7,105338.95390168,68.855,AM,91.67,0.843
SLB-62704,Paraclavarina triangularis,133545,8398052.6,5179362.3,6805879.6,3587189.33035653,69.259,AM,76.101,34.36
URM-Cn-4855,Acropora yongei,133547,14188834.5,10790659.6,11231818.5,7833643.63780254,72.597,AM,96.072,56.705
URM-Cn-5007,Stylocoeniella armata,133548,16244351.7,14020944.6,12505346.3,10281939.1777426,82.22,IUCN,89.19,70.786
URM-Cn-5865,Lobophyllia corymbosa,133551,16326282.6,13052558.8,13887116.9,10613393.0734919,81.313,AM,93.99,70.11
URM-Cn-4935,Montipora spumosa,133556,16118250.5,12713929.3,13492621.8,10088300.5347762,79.348,AM,94.229,68.119
SLB-158238,Acanthastrea brevis,133557,11609421.5,9611389.3,7932334.2,5934302.04449584,74.812,IUCN,82.531,48.524
URM-Cn-5577,Goniastrea palauensis,133560,14554974.5,11841030,12146464.2,9432519.68865614,79.66,AM,97.485,61.323
URM-Cn-4927,Montipora peltiformis,133563,15318519.5,13404608.1,12298742.4,10384830.9854411,84.438,IUCN,91.75,67.674
URM-Cn-5886,Scolymia australis,133566,9612932.5,5910677.2,7041849.8,3339594.46948456,56.501,AM,83.936,35.551
URM-Cn-5538,Favia favus,133569,17613983.3,15081507.3,15565802.2,13033326.10569,86.419,AM,96.889,78.585
URM-Cn-6140,Psammocora profundacella,133570,17588767.7,14380207.9,14797462.3,11588902.4844633,80.589,AM,97.18,74.706
URM-Cn-5609,Platygyra carnosus,133571,7302968.8,3813101.5,6321045.7,2831178.41126192,74.249,AM,60.324,31.912
SLB-158797,Porites pukoensis,133574,5883085.3,5877327.5,17244.5,11486.7693525917,66.611,IUCN,0.293,29.672
SLB-61985,Cladocora arbuscula,133575,3078064.3,2675740.9,2261897.3,1859573.90013721,82.213,IUCN,84.533,13.509
URM-Cn-4985,Pavona diffluens,133581,1720861.5,1321229.8,1619015,1219383.32007271,92.292,AM,81.607,8.174
SLB-62826,Oxypora crassispinosa,133582,7670306.7,1891394.3,7487924.8,1709012.43238073,90.357,AM,25.259,37.803
SLB-158799,Porites divaricata,133584,2526747.8,1666799.3,2012224.5,1152276.00719272,69.131,AM,82.834,10.159
URM-Cn-5794,Sandalolitha dentata,133587,10412415.5,5743950.1,9044038,4375572.70563282,76.177,AM,63.511,45.66
URM-Cn-6136,Psammocora explanulata,133589,14789468.1,11368502.2,11593202,8172236.10642358,71.885,AM,98.062,58.529
URM-Cn-6147,Siderastrea savignyana,133590,13006029.1,10971471.1,8011118.6,5976560.59571707,74.603,IUCN,73.018,55.391
URM-Cn-5864,Isophyllia sinuosa,133591,2163874.9,1220564.9,1991121.6,1047811.61559488,85.846,AM,61.3,10.052
W-Hyd-210730,Millepora platyphylla,133595,17607851.3,12507879.7,14293448.3,9193476.72779574,73.501,AM,87.508,72.162
URM-Cn-5746,Cantharellus doederleini,133597,2244708.6,1929694.9,874499.8,559486.011014962,63.978,IUCN,45.318,9.742
URM-Cn-4944,Montipora undata,133599,14871470.4,11763470.1,12271102.6,9163102.2301956,77.895,AM,95.863,61.952
URM-Cn-4713,Acropora arabensis,133604,2339896.3,2179691.5,548496.8,388292.067755304,70.792,IUCN,25.164,11.004
URM-Cn-5895,Symphyllia recta,133606,15099661.6,12407498.3,13134740.8,10442577.4803909,84.163,AM,94.463,66.312
URM-Cn-6020,Goniopora minor,133607,13774198.9,1920980.3,13712873.5,1859654.92689897,96.808,AM,14.009,69.231
URM-Cn-5972,Madracis senaria,133611,1958377.4,1178075.4,1804521.8,1024219.70132184,86.94,AM,65.285,9.11
URM-Cn-6077,Porites solida,133613,18828670.6,17259171,14618032.9,13048533.3012748,89.263,IUCN,84.697,87.135
SLB-62852,Seriatopora guttatus,133614,11492427.8,9929483.2,7197380.3,5634435.75074559,78.285,IUCN,72.485,50.13
URM-Cn-5868,Lobophyllia diminuta,133619,11559456.1,9224287.9,7243263.4,4908095.14873992,67.761,IUCN,78.524,46.57
URM-Cn-4849,Acropora valenciennesi,133621,15489816.4,11754977.1,13852441.6,10117602.2573729,86.071,AM,84.859,69.935
URM-Cn-4883,Montipora capitata,133622,12422460.1,11513320.7,6833784.2,5924644.72285127,86.696,IUCN,59.355,58.126
URM-Cn-5534,Erythrastrea flabellata,133631,1201914.9,1038768,604494.5,441347.566470351,73.011,IUCN,58.193,5.244
URM-Cn-5471,Turbinaria mesenterina,133633,16473086.4,10098760.1,15539205.9,9164879.6061735,90.753,AM,64.989,78.451
URM-Cn-5580,Goniastrea retiformis,133634,15107945.8,7835919.5,14149149.2,6877122.8530792,87.764,AM,55.381,71.433
URM-Cn-4964,Leptoseris gardineri,133636,12417714.3,10990461.6,8955304.2,7528051.49741771,84.062,IUCN,81.483,55.486
URM-Cn-5980,Pocillopora indiania,133637,1133688.9,926648.4,902941,695900.49346675,77.07,IUCN,97.442,4.678
URM-Cn-5546,Favia maritima,133638,11523698.8,5915638,10521516.4,4913455.61261211,83.059,AM,56.224,53.119
URM-Cn-4806,Acropora pichoni,133639,9673775.2,8485938.4,5708155.3,4520318.4821179,79.191,IUCN,67.266,42.842
URM-Cn-5848,Acanthastrea hemprichii,133642,13606076.9,10963518.4,10172057,7529498.52635739,74.021,IUCN,92.781,55.35
SLB-184819,Porites somaliensis,133645,8941386.6,8847786.2,601154.9,507554.514300677,84.43,IUCN,6.794,44.669
URM-Cn-4947,Montipora verrucosa,133646,19807493.7,19189071.3,14476160.6,13857738.241712,95.728,IUCN,75.44,96.878
URM-Cn-4809,Acropora polystoma,133647,13729106.3,9515981.6,11564999.7,7351875.05361317,77.258,AM,82.283,58.387
URM-Cn-5514,Cyphastrea microphthalma,133648,16079947.6,9626080.1,15034125.4,8580257.87073172,89.136,AM,64.028,75.901
SLB-93391,Acropora abrotanoides,133649,18008502.9,15927158.7,13564935,11483590.7729707,84.656,IUCN,85.169,80.41
URM-Cn-4734,Acropora danai,133649,18008502.9,15927158.7,13564935,11483590.7729707,84.656,IUCN,85.169,80.41
URM-Cn-5613,Platygyra lamellina,133651,14859012.1,5481043.2,14191429.3,4813460.33365085,87.82,AM,38.622,71.647
URM-Cn-5561,Favites chinensis,133654,14215077.8,7205978.2,13203169.7,6194070.03092356,85.957,AM,54.578,66.657
URM-Cn-5991,Stylophora kuehlmanni,133659,1060228.9,833725.5,835443.1,608939.807438449,73.038,AM,99.794,4.218
SLB-184810,Isopora cuneata,133660,13431987.2,10646700.1,10540561.3,7755274.22108779,73.576,IUCN,99.003,53.751
URM-Cn-5905,Galaxea fascicularis,133662,16018172.6,9580460.1,14721180.9,8283468.3159105,86.462,AM,65.079,74.321
URM-Cn-5581,Goniastrea thecata,133665,712688.7,286202.2,695483.6,268997.014978553,93.988,AM,41.152,3.511
URM-Cn-4785,Acropora millepora,133666,13332834.6,8398109.3,12325545.9,7390820.533314,88.006,AM,68.136,62.227
URM-Cn-6030,Goniopora stokesi,133668,14282350.2,5013228.4,13755223.1,4486101.3421697,89.485,AM,36.446,69.445
URM-Cn-5766,Fungia paumotensis,133673,14414534.6,10685983.4,12869999.1,9141447.95141225,85.546,AM,83.03,64.975
URM-Cn-4919,Montipora mollis,133674,16797355.7,14260712.7,13716951.9,11180308.9535284,81.507,IUCN,96.187,71.997
URM-Cn-6143,Psammocora vaughani,133676,4164869.3,3467875.1,1430785,733790.80413409,51.286,IUCN,41.258,17.508
URM-Cn-5428,Heteropsammia cochlea,133679,15383342.4,10826368.9,13586621.8,9029648.35640188,83.404,AM,79.684,68.593
URM-Cn-6038,Porites astreoides,133680,5381331,3486224.3,3567070.5,1671963.86932026,47.959,AM,97.734,18.009
SLB-93593,Acropora subulata,133682,14191752.2,9943811.7,12005544.2,7757603.73116467,78.014,AM,82.827,60.611
URM-Cn-5995,Stylophora pistillata,133685,16939572.1,13954228.3,14296446.7,11311102.9024217,81.059,AM,97.606,72.177
URM-Cn-4961,Leptoseris cailleti,133686,2079449.1,1271905.8,1997175.4,1189632.05991641,93.531,AM,63.685,10.083
URM-Cn-5513,Cyphastrea japonica,133690,6626627.8,1678089.5,6550280.3,1601741.97887063,95.45,AM,25.619,33.07
URM-Cn-5795,Sandalolitha robusta,133693,10974694.6,7309842.9,9505922.8,5841071.14589444,79.907,AM,76.898,47.992
URM-Cn-5475,Turbinaria reniformis,133697,15275691.5,6201364.1,14446844.9,5372517.54760088,86.634,AM,42.925,72.936
URM-Cn-4987,Pavona duerdeni,133702,18325888.4,13998903.6,15504733.7,11177748.9102472,79.847,AM,90.288,78.277
