"","X.1","X","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range"
"1111",1111,1111,"Fis-25993",48342154,"Meiacanthus grammistes",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",13294547.5284255,10868510.81539,35.4066985645933,18.4552289815448,46.1380724538619,39.6630934150077,"AM"
"1112",1112,1112,"Fis-25994",48342530,"Plagiotremus laudandus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",16400790.3242053,12828211.1288873,28.5740570377185,22.0791168353266,49.3468261269549,36.065954482118,"AM"
"1113",1113,1113,"Fis-25995",48342477,"Plagiotremus rhinorhynchos",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",28697957.2423628,24801573.3124411,32.4086674343138,13.6815660002094,53.9097665654768,41.2855047339645,"AM"
"1114",1114,1114,"Fis-25996",48342366,"Plagiotremus tapeinosoma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",29104044.3304161,24134595.0443511,29.7796002050231,17.6217324449001,52.5986673500769,38.5841413202284,"AM"
"1115",1115,1115,"Fis-25997",48342225,"Petroscirtes breviceps",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",18962780.6355218,15933935.1827534,34.798418972332,15.9683794466403,49.2332015810277,40.6688839615669,"AM"
"1116",1116,1116,"Fis-25999",187754,"Cymolutes lecluse",NA,NA,"WRASSES","LC","Unknown",8914410.3789595,633070.145145296,1.87667560321716,92.5268096514745,5.59651474530831,20.0716845878136,"IUCN"
"1117",1117,1117,"Fis-26097",193804,"Arothron nigropunctatus",NA,NA,"PUFFERFISH","LC","Unknown",24743178.4272524,20634106.5466348,31.6729437492407,16.9967197181387,51.3303365326206,39.4223499168305,"AM"
"1118",1118,1118,"Fis-26098",193662,"Arothron meleagris",NA,NA,"PUFFERFISH","LC","Stable",22645690.523891,13982236.0689405,14.7746795295361,38.0071362495044,47.2181842209594,21.8701095461659,"AM"
"1119",1119,1119,"Fis-26113",61338,"Epinephelus malabaricus",NA,NA,"GROUPERS","NT","Decreasing",23379509.2074863,20044552.1337,53.01901336074,14.4398766700925,32.5411099691675,44.0072510130092,"AM"
"1120",1120,1120,"Fis-26116",132825,"Cephalopholis aurantia",NA,NA,"GROUPERS","LC","Unknown",27558316.5177223,19143918.1922627,25.8961546817293,30.9580708233761,43.1457744948946,31.2943029666579,"AM"
"1121",1121,1121,"Fis-26117",39773,"Cephalopholis boenak",NA,NA,"GROUPERS","LC","Unknown",20909817.3477143,17563337.3039422,47.5586922079793,16.2321762926689,36.2091314993519,42.7111628508602,"AM"
"1122",1122,1122,"Fis-26118",132808,"Cephalopholis cyanostigma",NA,NA,"GROUPERS","LC","Unknown",12596190.9620316,10209331.7803084,47.2383720930233,19.1618217054264,33.5998062015504,41.5689618418248,"AM"
"1123",1123,1123,"Fis-26119",132743,"Cephalopholis formosa",NA,NA,"GROUPERS","LC","Unknown",12328092.0751408,8440590.3944178,34.5106696100074,31.9352465047829,33.5540838852097,34.1836734693878,"AM"
"1124",1124,1124,"Fis-26120",132759,"Cephalopholis hemistiktos",NA,NA,"GROUPERS","NT","Decreasing",1706845.13997355,1531720.24210905,59.7972972972973,9.96621621621622,30.2364864864865,46.1538461538462,"AM"
"1125",1125,1125,"Fis-26121",132737,"Cephalopholis leopardus",NA,NA,"GROUPERS","LC","Unknown",22998890.5663803,19786879.8535267,32.3921361657211,14.1047631613669,53.503100672912,41.0603779896304,"AM"
"1126",1126,1126,"Fis-26122",132789,"Cephalopholis microprion",NA,NA,"GROUPERS","LC","Unknown",12801426.6560601,10374095.6867302,41.5058375029783,19.1327138432213,39.3614486538003,40.6344763237695,"AM"
"1127",1127,1127,"Fis-26123",132732,"Cephalopholis miniata",NA,NA,"GROUPERS","LC","Decreasing",28542227.7755846,22898313.5286311,37.300755033557,20.2810402684564,42.4182046979866,39.3125552608311,"AM"
"1128",1128,1128,"Fis-26124",132805,"Cephalopholis polleni",NA,NA,"GROUPERS","LC","Unknown",12372593.0757243,6261132.69749043,21.3673119333497,49.791717716246,28.8409703504043,29.8527901403629,"IUCN"
"1129",1129,1129,"Fis-26125",132741,"Cephalopholis sexmaculata",NA,NA,"GROUPERS","LC","Decreasing",26443885.9105171,18985040.1802855,28.5046728971963,28.253932072031,43.2413950307727,33.4313594439246,"AM"
"1130",1130,1130,"Fis-26126",132757,"Cephalopholis sonnerati",NA,NA,"GROUPERS","LC","Stable",27162491.6274879,22005076.9430589,34.7176079734219,19.0697674418605,46.2126245847176,39.2267267267267,"AM"
"1131",1131,1131,"Fis-26127",132825,"Cephalopholis spiloparaea",NA,NA,"GROUPERS","LC","Unknown",23868170.8790964,19143918.1922627,26.8837561529724,19.7778619209895,53.3383819260381,36.5539728848464,"AM"
"1132",1132,1132,"Fis-26128",132783,"Cephalopholis urodeta",NA,NA,"GROUPERS","LC","Unknown",25684732.1007103,17880223.1738106,25.1083265019323,30.3899754069563,44.5016980911114,31.1492081941014,"AM"
"1133",1133,1133,"Fis-26129",39774,"Cromileptes altivelis",NA,NA,"GROUPERS","VU","Decreasing",16046104.6580363,14136225.78709,45.7901676398568,11.9043134300245,42.3055189301187,44.2482708409174,"AM"
"1134",1134,1134,"Fis-26136",44674,"Epinephelus coioides",NA,NA,"GROUPERS","NT","Decreasing",22243549.1325885,18589007.0396278,54.775959216528,16.9841695733834,28.2398712100885,43.2888040712468,"AM"
"1135",1135,1135,"Fis-26139",7858,"Epinephelus lanceolatus",NA,NA,"GROUPERS","VU","Decreasing",29668579.9873857,24991115.8308869,34.1333064434809,16.2549158011495,49.6117777553696,40.3841565258888,"AM"
"1136",1136,1136,"Fis-26140",7859,"Epinephelus marginatus",NA,NA,"GROUPERS","EN","Decreasing",9187287.70729224,6535276.63694517,45.4518950437318,27.4927113702624,27.0553935860058,38.5318833415719,"IUCN"
"1137",1137,1137,"Fis-26141",132804,"Epinephelus ongus",NA,NA,"GROUPERS","LC","Unknown",20566308.5304678,17599882.4426859,35.1113716295428,14.5222743259086,50.3663540445487,41.4317828116894,"AM"
"1138",1138,1138,"Fis-26142",61339,"Epinephelus polyphekadion",NA,NA,"GROUPERS","NT","Decreasing",27397809.3939113,22398781.8544144,30.5144236042558,18.6026105078425,50.8829658879017,38.3195592286501,"AM"
"1139",1139,1139,"Fis-26144",132799,"Epinephelus quoyanus",NA,NA,"GROUPERS","LC","Decreasing",15480070.7049093,14655528.021781,38.0390640108296,5.27944304776639,56.681492941404,46.7554076539101,"AM"
"1140",1140,1140,"Fis-26145",132830,"Epinephelus undulosus",NA,NA,"GROUPERS","LC","Stable",16030745.2822495,13253582.7132397,33.7868480725624,17.5547996976568,48.6583522297808,39.6892341842397,"AM"
"1141",1141,1141,"Fis-26162",165862,"Pomacanthus imperator",NA,NA,"ANGELFISH","LC","Stable",31920360.6808328,30371230.1909667,42.2193040052528,4.9995310008442,52.781164993903,47.2050340849502,"AM"
"1142",1142,1142,"Fis-26169",165835,"Apolemichthys trimaculatus",NA,NA,"ANGELFISH","LC","Stable",21727193.56544,16933797.1220667,33.6063298167685,22.2376457523598,44.1560244308717,37.5698324022346,"AM"
"1143",1143,1143,"Fis-26177",193656,"Canthigaster bennetti",NA,NA,"PUFFERFISH","LC","Unknown",26523348.5881959,23206640.978298,28.0598368087035,12.5453309156845,59.394832275612,40.8648291797326,"AM"
"1144",1144,1144,"Fis-26178",193669,"Canthigaster compressa",NA,NA,"PUFFERFISH","LC","Unknown",11381402.9281354,8140152.90581623,31.5480948574474,28.5904609645617,39.8614441779909,34.4086021505376,"AM"
"1145",1145,1145,"Fis-26179",193766,"Canthigaster janthinoptera",NA,NA,"PUFFERFISH","LC","Unknown",28122880.953999,23934197.7106961,28.7177298911884,14.9775976104118,56.3046724983998,39.6582203889216,"AM"
"1146",1146,1146,"Fis-26180",193796,"Canthigaster valentini",NA,NA,"PUFFERFISH","LC","Decreasing",28235401.0292933,22423818.9283106,29.8217695735201,20.6556333545512,49.5225970719287,37.1383273880301,"AM"
"1147",1147,1147,"Fis-26181",165901,"Centropyge tibicen",NA,NA,"ANGELFISH","LC","Stable",19151233.3206292,16349169.7454892,41.58959084496,14.7201755761091,43.6902335789309,42.4819855884708,"AM"
"1148",1148,1148,"Fis-26182",165876,"Centropyge multispinis",NA,NA,"ANGELFISH","LC","Stable",14245119.1325658,5564715.09241883,15.5893536121673,60.8153781157583,23.5952682720744,28.4612418048592,"IUCN"
"1149",1149,1149,"Fis-26189",165840,"Pomacanthus sexstriatus",NA,NA,"ANGELFISH","LC","Stable",18487932.8045869,14109995.0317399,41.0667539267016,23.8383507853403,35.0948952879581,38.7525088775668,"AM"
"1150",1150,1150,"Fis-26195",165885,"Pygoplites diacanthus",NA,NA,"ANGELFISH","LC","Stable",29998317.3730235,26112378.7650057,34.5814977973568,13.1557869443332,52.26271525831,42.0092434930674,"AM"
"1151",1151,1151,"Fis-26199",193775,"Canthigaster solandri",NA,NA,"PUFFERFISH","LC","Unknown",19801193.3692424,9990153.93370207,12.8988149498633,49.2859313278639,37.8152537222729,20.277048005732,"IUCN"
"1152",1152,1152,"Fis-26201",187554,"Bodianus bilunulatus",NA,NA,"WRASSES","LC","Unknown",16275157.7951866,8979515.46121859,25.8296460176991,44.7271386430678,29.443215339233,31.848147306206,"IUCN"
"1153",1153,1153,"Fis-26205",187446,"Thalassoma cupido",NA,NA,"WRASSES","LC","Unknown",2015734.8372224,1920696.47688715,18.6596583442838,5.12483574244415,76.215505913272,43.9628482972136,"AM"
"1154",1154,1154,"Fis-26210",193716,"Arothron reticularis",NA,NA,"PUFFERFISH","LC","Unknown",19354635.3488346,17451522.0066129,40.1304550396024,10.3742817207641,49.4952632396335,44.2769019876628,"AM"
"1155",1155,1155,"Fis-26212",187612,"Choerodon jordani",NA,NA,"WRASSES","LC","Unknown",13988550.852227,9436166.99016856,29.6825058597912,33.1344555721287,37.1830385680801,32.0893803271136,"AM"
"1156",1156,1156,"Fis-26219",172416,"Chelonodon patoca",NA,NA,"PUFFERFISH","LC","Unknown",20680828.7935923,15933749.7899609,36.0017371163868,23.6682107701216,40.3300521134916,37.6305038583749,"AM"
"1157",1157,1157,"Fis-26221",165888,"Genicanthus lamarck",NA,NA,"ANGELFISH","LC","Stable",16865589.2097309,11312826.990178,33.7146943153379,33.4823024669289,32.8030032177333,33.6365257713572,"IUCN"
"1158",1158,1158,"Fis-26222",187634,"Halichoeres miniatus",NA,NA,"WRASSES","LC","Unknown",12100560.4067899,9329096.55496098,29.6610169491525,23.5294117647059,46.8095712861416,35.8002406738869,"AM"
"1159",1159,1159,"Fis-26224",187689,"Stethojulis trilineata",NA,NA,"WRASSES","LC","Unknown",16982253.0768928,14240566.462849,28.8674526616649,16.2736691675598,54.8588781707753,39.0055515327058,"AM"
"1160",1160,1160,"Fis-26230",187563,"Stethojulis interrupta",NA,NA,"WRASSES","LC","Unknown",19370651.5001439,16116463.9043345,40.7837670384139,17.3482032218092,41.868029739777,41.2308174130911,"AM"
"1161",1161,1161,"Fis-26239",165868,"Centropyge nox",NA,NA,"ANGELFISH","LC","Stable",14624457.5469206,10426250.0054906,31.4941103533788,28.910932010746,39.5949576358752,34.2702945806161,"AM"
"1162",1162,1162,"Fis-26244",132778,"Epinephelus hexagonatus",NA,NA,"GROUPERS","LC","Stable",23246476.9406464,15824664.9740225,20.7720113607023,31.7325071004389,47.4954815388588,28.3474277660324,"AM"
"1163",1163,1163,"Fis-26245",132766,"Epinephelus macrospilos",NA,NA,"GROUPERS","LC","Unknown",23705752.301201,18900022.9384211,30.7496175420704,20.4742478327384,48.7761346251912,37.5116640746501,"AM"
"1164",1164,1164,"Fis-26247",187548,"Halichoeres nebulosus",NA,NA,"WRASSES","LC","Unknown",21940977.7372063,18059599.5399216,41.4410719168717,17.8424938474159,40.7164342357123,41.1429347088367,"AM"
"1165",1165,1165,"Fis-26248",154904,"Halichoeres ornatissimus",NA,NA,"WRASSES","LC","Unknown",9071942.23754578,633070.145145296,1.250411319513,92.6620598881211,6.08752879236591,14.5593869731801,"IUCN"
"1166",1166,1166,"Fis-26249",193705,"Canthigaster rivulata",NA,NA,"PUFFERFISH","LC","Unknown",20775166.1186099,3017232.70297161,8.84831460674157,85.0421348314607,6.10955056179775,37.1681415929204,"IUCN"
"1167",1167,1167,"Fis-26337",187747,"Choerodon robustus",NA,NA,"WRASSES","LC","Unknown",14990601.7020177,4151667.17921172,14.1291351135911,71.9808688720606,13.8899960143483,33.5224586288416,"IUCN"
"1168",1168,1168,"Fis-26339",177980,"Naso thynnoides",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",23534167.8729003,16500092.3663548,28.7900038250669,30.5877852862425,40.6222108886906,32.6536514822849,"AM"
"1169",1169,1169,"Fis-26340",177975,"Naso minor",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",13763847.0374598,7298503.36354442,24.004400440044,47.5027502750275,28.4928492849285,31.377624388841,"IUCN"
"1170",1170,1170,"Fis-26414",187679,"Coris picta",NA,NA,"WRASSES","LC","Stable",1190068.00695793,1190068.00695793,6.84931506849315,0,93.1506849315068,50,"AM"
"1171",1171,1171,"Fis-26417",193607,"Arothron manilensis",NA,NA,"PUFFERFISH","LC","Unknown",16664743.3485423,14320166.5816729,34.0467984763287,14.1665155087974,51.7866860148739,41.3891951488423,"AM"
"1172",1172,1172,"Fis-26418",193805,"Arothron immaculatus",NA,NA,"PUFFERFISH","LC","Unknown",19160472.2955559,13273051.7207965,30.9861349119801,31.0328711637327,37.9809939242873,33.3165829145729,"AM"
"1173",1173,1173,"Fis-26483",132776,"Plectropomus oligacanthus",NA,NA,"GROUPERS","NT","Decreasing",10944622.9515999,8061420.14330962,33.2495110366024,26.6554903604359,40.0949986029617,35.6928614277145,"AM"
"1174",1174,1174,"Fis-26494",132826,"Epinephelus bleekeri",NA,NA,"GROUPERS","NT","Decreasing",10811522.4167185,7826962.78874885,45.6145251396648,27.9329608938547,26.4525139664804,38.7609779254688,"IUCN"
"1175",1175,1175,"Fis-26498",61337,"Epinephelus daemelii",NA,NA,"GROUPERS","NT","Unknown",1343561.40382638,1145772.23248644,40.9005628517824,15.0093808630394,44.0900562851782,42.2480620155039,"AM"
"1176",1176,1176,"Fis-26499",132777,"Epinephelus diacanthus",NA,NA,"GROUPERS","NT","Decreasing",1391047.68148452,1262236.05809373,51.8046709129512,9.34182590233546,38.8535031847134,45.8646616541353,"AM"
"1177",1177,1177,"Fis-26503",132726,"Epinephelus flavocaeruleus",NA,NA,"GROUPERS","LC","Unknown",6317548.71176838,5836996.13477134,32.3333333333333,7.71428571428571,59.952380952381,44.6710526315789,"AM"
"1178",1178,1178,"Fis-26504",132829,"Epinephelus howlandi",NA,NA,"GROUPERS","LC","Unknown",11405453.7731861,8153652.04187395,20.3439153439153,28.4126984126984,51.2433862433862,29.4410413476263,"AM"
"1179",1179,1179,"Fis-26507",132748,"Epinephelus longispinis",NA,NA,"GROUPERS","LC","Unknown",10643690.3659335,4765658.20513129,16.0536070715711,54.9187339606501,29.0276589677787,26.259328358209,"IUCN"
"1180",1180,1180,"Fis-26508",132756,"Epinephelus miliaris",NA,NA,"GROUPERS","LC","Unknown",16561775.8356416,9396718.39944949,19.4008037997808,43.3321154548776,37.2670807453416,25.5043227665706,"IUCN"
"1181",1181,1181,"Fis-26509",132740,"Epinephelus multinotatus",NA,NA,"GROUPERS","LC","Decreasing",8249571.9247629,5267051.72396361,28.8086642599278,36.0649819494585,35.1263537906137,31.0626702997275,"IUCN"
"1182",1182,1182,"Fis-26510",132802,"Epinephelus poecilonotus",NA,NA,"GROUPERS","LC","Unknown",17162670.9592822,5029895.69286874,16.2614243835144,70.0638041041559,13.6747715123297,35.1997013811124,"IUCN"
"1183",1183,1183,"Fis-26511",132755,"Epinephelus radiatus",NA,NA,"GROUPERS","LC","Unknown",15748270.2569406,3405940.32560684,12.3691722169363,77.7354900095147,9.895337773549,35.7142857142857,"IUCN"
"1184",1184,1184,"Fis-26512",132731,"Epinephelus socialis",NA,NA,"GROUPERS","NT","Decreasing",7064534.82473832,5620734.47344654,9.96184824077999,20.3899957609156,69.6481559983044,24.7108307045216,"AM"
"1185",1185,1185,"Fis-26517",64412,"Plectropomus laevis",NA,NA,"GROUPERS","VU","Decreasing",21233374.1654523,18752005.2777147,25.6969010895712,11.8862317815197,62.416867128909,40.608228980322,"AM"
"1186",1186,1186,"Fis-26518",132790,"Triso dermopterus",NA,NA,"GROUPERS","LC","Unknown",3968140.17512425,1827876.18717112,22.7080394922426,51.6925246826516,25.5994358251058,31.9761668321748,"IUCN"
"1187",1187,1187,"Fis-26564",193650,"Colomesus psittacus",NA,NA,"PUFFERFISH","LC","Unknown",3852132.41124067,1991198.60541686,32.2852760736196,49.3865030674847,18.3282208588957,38.945420906568,"IUCN"
"1188",1188,1188,"Fis-26594",48342482,"Istiblennius dussumieri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",21331251.9197069,15338806.0823322,34.6063046799056,29.4264685460353,35.9672267740592,35.083767422216,"AM"
"1189",1189,1189,"Fis-26596",172487,"Omobranchus punctatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",28233327.8109358,27100784.5110333,36.4637374272102,4.20328215987295,59.3329804129169,47.2752230610844,"AM"
"1190",1190,1190,"Fis-26598",48342174,"Mimoblennius atrocinctus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11090383.7398379,1395259.17688207,5.45308740978348,86.9018978882652,7.64501470195135,29.3948126801153,"IUCN"
"1191",1191,1191,"Fis-26618",178005,"Zebrasoma gemmatum",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",28958686.6123331,28863851.4409736,3.25895173845355,0.332122470160872,96.4089257913856,47.5757575757576,"AM"
"1192",1192,1192,"Fis-26619",186106,"Acantholabrus palloni",NA,NA,"WRASSES","LC","Unknown",5942596.05610667,4506570.15256697,23.8991343620625,29.5822356040647,46.5186300338728,30.8852140077821,"AM"
"1193",1193,1193,"Fis-26624",185165,"Coryphoblennius galerita",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3652597.77979558,3204028.84834276,39.4974226804124,11.7268041237113,48.7757731958763,43.5369318181818,"AM"
"1194",1194,1194,"Fis-26631",48342317,"Ecsenius namiyei",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",9749376.24822762,7030702.03447201,30.1025163094129,27.8347312830071,42.06275240758,34.1919548341567,"AM"
"1195",1195,1195,"Fis-26660",187690,"Bodianus leucosticticus",NA,NA,"WRASSES","LC","Unknown",9740338.29586112,1214115.66113238,4.64263897373244,86.7440439828955,8.61331704337202,25.938566552901,"IUCN"
"1196",1196,1196,"Fis-26672",187781,"Bodianus perditio",NA,NA,"WRASSES","LC","Unknown",12287169.5182975,4172016.41503968,10.1311084624553,64.8629320619786,25.0059594755662,22.3802001053186,"IUCN"
"1197",1197,1197,"Fis-26673",187664,"Coris formosa",NA,NA,"WRASSES","LC","Unknown",5521114.60598182,3884354.59968951,23.9543726235741,29.9293862031505,46.1162411732754,30.7745987438939,"AM"
"1198",1198,1198,"Fis-26687",187711,"Thalassoma duperrey",NA,NA,"WRASSES","LC","Stable",737767.892443428,686464.650923599,16.2162162162162,6.94980694980695,76.8339768339768,41.1764705882353,"AM"
"1199",1199,1199,"Fis-26688",187601,"Thalassoma ballieui",NA,NA,"WRASSES","LC","Unknown",1090689.67650246,686464.650923599,13.6842105263158,36.5789473684211,49.7368421052632,21.3991769547325,"AM"
"1200",1200,1200,"Fis-26699",165719,"Hemitaurichthys zoster",NA,NA,"BUTTERFLYFISH","LC","Stable",15060720.0768625,5022690.9999955,11.6516516516517,66.7067067067067,21.6416416416416,25.924276169265,"IUCN"
"1201",1201,1201,"Fis-26709",187799,"Stethojulis balteata",NA,NA,"WRASSES","LC","Unknown",7147410.47624215,686464.650923599,1.62432319866722,89.9625156184923,8.41316118284048,13.9285714285714,"IUCN"
"1202",1202,1202,"Fis-26711",48342177,"Entomacrodus marmoratus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",638838.714375894,633070.145145296,12,0.888888888888889,87.1111111111111,48.2142857142857,"AM"
"1203",1203,1203,"Fis-26717",193675,"Canthigaster amboinensis",NA,NA,"PUFFERFISH","LC","Unknown",23759818.1745483,18537594.9647054,23.546511627907,21.9919110212336,54.4615773508595,34.0834248079034,"AM"
"1204",1204,1204,"Fis-26721",193663,"Canthigaster jactator",NA,NA,"PUFFERFISH","LC","Unknown",1292922.44579222,686464.650923599,9.2511013215859,46.9162995594714,43.8325991189427,14.8409893992933,"IUCN"
"1205",1205,1205,"Fis-26722",193749,"Canthigaster coronata",NA,NA,"PUFFERFISH","LC","Unknown",11525428.6058123,635590.601992447,1.57990157990158,94.2242942242942,4.1958041958042,21.4788732394366,"IUCN"
"1206",1206,1206,"Fis-26723",193733,"Canthigaster epilampra",NA,NA,"PUFFERFISH","LC","Unknown",15719692.903956,13016939.1535856,26.3238679969302,17.3254029163469,56.350729086723,37.6199616122841,"AM"
"1207",1207,1207,"Fis-26728",193671,"Arothron mappa",NA,NA,"PUFFERFISH","LC","Unknown",21752151.1600293,16873676.2214735,30.9652402714305,22.7115357983659,46.3232239302036,36.5837696335078,"AM"
"1208",1208,1208,"Fis-26749",165661,"Parachaetodon ocellatus",NA,NA,"BUTTERFLYFISH","LC","Stable",17433149.9069885,11993327.5951932,36.1383582860093,31.870590259852,31.9910514541387,34.699272967614,"AM"
"1209",1209,1209,"Fis-26756",165873,"Pomacanthus annularis",NA,NA,"ANGELFISH","LC","Stable",17302359.3684137,14147048.1135053,37.9050621825188,18.4795936241023,43.6153441933789,40.2006316180568,"AM"
"1210",1210,1210,"Fis-26757",165833,"Pomacanthus maculosus",NA,NA,"ANGELFISH","LC","Stable",3855197.8681698,3007838.16026999,39.4009216589862,21.7357910906298,38.863287250384,39.1902215431627,"AM"
"1211",1211,1211,"Fis-26760",190733,"Hipposcarus harid",NA,NA,"PARROTFISH","LC","Unknown",14197076.5940375,5576498.05972414,15.8453695836873,60.7264231096007,23.428207306712,28.747591522158,"IUCN"
"1212",1212,1212,"Fis-26761",190766,"Scarus caudofasciatus",NA,NA,"PARROTFISH","LC","Unknown",3029131.93025386,2526559.91088277,30.0395256916996,16.600790513834,53.3596837944664,39.1752577319588,"AM"
"1213",1213,1213,"Fis-26762",190722,"Scarus falcipinnis",NA,NA,"PARROTFISH","LC","Unknown",9784495.37373947,2357252.19963079,7.22222222222222,75.679012345679,17.0987654320988,22.8962818003914,"IUCN"
"1214",1214,1214,"Fis-26763",154971,"Scarus viridifucatus",NA,NA,"PARROTFISH","LC","Stable",12783708.6992628,5752117.08930928,17.9086822805772,55.2164655784244,26.8748521409983,28.5660377358491,"IUCN"
"1215",1215,1215,"Fis-26772",170216,"Crenidens crenidens",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",3524785.95607772,1904618.30351255,29.5095594347465,46.3840399002494,24.1064006650042,35.5,"IUCN"
"1216",1216,1216,"Fis-26774",170248,"Polyamblyodon germanum",NA,NA,"SEABREAMS_PORGIES","LC","Stable",636807.077809863,207372.829381641,16.9565217391304,66.0869565217391,16.9565217391304,33.3333333333333,"IUCN"
"1217",1217,1217,"Fis-26804",187779,"Thalassoma hebraicum",NA,NA,"WRASSES","LC","Unknown",3996598.12221095,3799703.21323877,31.6616766467066,4.94011976047904,63.3982035928144,46.3815789473684,"AM"
"1218",1218,1218,"Fis-26806",187684,"Pteragogus flagellifer",NA,NA,"WRASSES","LC","Unknown",20037493.3376131,14998592.4189173,31.259237363287,26.2193319538871,42.5214306828259,35.2265156562292,"AM"
"1219",1219,1219,"Fis-26807",187795,"Pteragogus taeniops",NA,NA,"WRASSES","LC","Unknown",2209982.10045994,1158799.7045626,21.8918918918919,47.4324324324324,30.6756756756757,29.4010889292196,"IUCN"
"1220",1220,1220,"Fis-26808",187632,"Stethojulis albovittata",NA,NA,"WRASSES","LC","Unknown",10547165.0541093,5278616.21135244,16.3068181818182,49.9431818181818,33.75,24.5719178082192,"IUCN"
"1221",1221,1221,"Fis-26809",155006,"Coris caudimacula",NA,NA,"WRASSES","LC","Unknown",13529546.9588404,5641223.30117375,16.4476565922032,58.4975908891809,25.0547525186159,28.3824640967498,"IUCN"
"1222",1222,1222,"Fis-26820",48342312,"Omobranchus elongatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",19577058.9637455,15277749.6247102,38.5076923076923,22.5230769230769,38.9692307692308,38.6862442040185,"AM"
"1223",1223,1223,"Fis-26821",46079226,"Antennablennius bifilum",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3779242.993289,2903555.18546852,31.25,23.046875,45.703125,36.5296803652968,"AM"
"1224",1224,1224,"Fis-26835",170222,"Diplodus bellottii",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",1102982.3203004,830654.825872094,39.2592592592593,26.1728395061728,34.5679012345679,37.5,"AM"
"1225",1225,1225,"Fis-26839",193717,"Lagocephalus inermis",NA,NA,"PUFFERFISH","LC","Unknown",24433172.2328615,17123787.0765583,46.2214199759326,31.2033694344164,22.575210589651,40.1862314291693,"IUCN"
"1226",1226,1226,"Fis-26842",193747,"Amblyrhynchotes honckenii",NA,NA,"PUFFERFISH","LC","Unknown",18086394.2354653,1328334.21393669,3.91213724547058,92.5124258457592,3.57543690877024,34.3178621659634,"IUCN"
"1227",1227,1227,"Fis-26843",193769,"Tylerius spinosissimus",NA,NA,"PUFFERFISH","LC","Unknown",21220652.7612296,13644288.0694437,18.4272138823853,37.5017215259606,44.071064591654,24.7823671050194,"AM"
"1228",1228,1228,"Fis-26853",47137515,"Calamus taurinus",NA,NA,"SEABREAMS_PORGIES","NT","Unknown",339057.517271342,241576.920137535,16.3636363636364,29.0909090909091,54.5454545454545,26.4705882352941,"AM"
"1229",1229,1229,"Fis-26854",59034974,"Evynnis cardinalis",NA,NA,"SEABREAMS_PORGIES","EN","Decreasing",2726057.25043111,1457297.2978437,38.5321100917431,45.973496432212,15.4943934760449,41.6299559471366,"IUCN"
"1230",1230,1230,"Fis-26855",170257,"Acanthopagrus australis",NA,NA,"SEABREAMS_PORGIES","LC","Stable",968038.778284597,546081.031935432,33.4277620396601,43.342776203966,23.2294617563739,37.1069182389937,"IUCN"
"1231",1231,1231,"Fis-26858",170214,"Diplodus noct",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",2648553.87481732,623130.675508745,16.7220376522702,76.0797342192691,7.19822812846069,41.1444141689373,"IUCN"
"1232",1232,1232,"Fis-26883",170165,"Rhabdosargus haffara",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",1868427.13176331,847802.646193695,33.1775700934579,53.8940809968847,12.9283489096573,41.8467583497053,"IUCN"
"1233",1233,1233,"Fis-26889",193622,"Lagocephalus spadiceus",NA,NA,"PUFFERFISH","LC","Decreasing",25037528.3367249,21482993.3806879,53.4010392064242,14.7968823807274,31.8020784128484,43.9157036029912,"AM"
"1234",1234,1234,"Fis-26898",132750,"Epinephelus labriformis",NA,NA,"GROUPERS","LC","Decreasing",1849134.77697773,1671924.15623234,37.4203821656051,9.39490445859873,53.1847133757962,44.4234404536862,"AM"
"1235",1235,1235,"Fis-26899",193612,"Takifugu rubripes",NA,NA,"PUFFERFISH","NT","Decreasing",2466353.39669136,2395654.25281491,41.519250780437,2.70551508844953,55.7752341311134,48.4223300970874,"AM"
"1236",1236,1236,"Fis-26901",14051,"Mycteroperca olfax",NA,NA,"GROUPERS","VU","Unknown",204096.367665339,176216.455071773,19.6969696969697,13.6363636363636,66.6666666666667,37.1428571428571,"AM"
