"","X.1","X","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range"
"25",25,25,"ITS-75349",192345,"Conus gladiator",NA,NA,"CONUS","LC","Unknown",1078128.79234493,1800791.08292232,30.9459459459459,18.6486486486486,50.4054054054054,62.3978201634877,"AM"
"26",26,26,"ITS-75352",192590,"Conus granulatus",NA,NA,"CONUS","LC","Unknown",1990217.71934134,17896245.2486692,7.10968775020016,3.73098478783026,89.1593274619696,65.5834564254062,"AM"
"27",27,27,"ITS-75352",192624,"Conus granulatus",NA,NA,"CONUS","LC","Unknown",1990217.71934134,17896245.2486692,7.10968775020016,3.73098478783026,89.1593274619696,65.5834564254062,"AM"
"28",28,28,"ITS-75356",192633,"Conus mus",NA,NA,"CONUS","LC","Unknown",1672891.21365075,3424133.65146992,41.659886086249,4.96338486574451,53.3767290480065,89.3542757417103,"AM"
"29",29,29,"ITS-75369",192696,"Conus purpurascens",NA,NA,"CONUS","LC",NA,1401339.39915348,1980381.92522736,30.7867730900798,24.1733181299886,45.0399087799316,56.0165975103734,"AM"
"30",30,30,"ITS-75376",192869,"Conus regius",NA,NA,"CONUS","LC","Unknown",2392024.6624439,4416333.52871429,37.2162485065711,11.3500597371565,51.4336917562724,76.629766297663,"AM"
"31",31,31,"ITS-75376",192452,"Conus regius",NA,NA,"CONUS","LC",NA,2392024.6624439,4416333.52871429,37.2162485065711,11.3500597371565,51.4336917562724,76.629766297663,"AM"
"32",32,32,"ITS-75400",192704,"Conus acutangulus",NA,NA,"CONUS","LC","Unknown",9260519.10307859,33095894.5708532,25.9687166725915,1.253110558123,72.7781727692855,95.3966699314398,"AM"
"33",33,33,"ITS-75402",192629,"Conus attenuatus",NA,NA,"CONUS","LC","Unknown",2058578.46512875,2888405.31622951,39.6680497925311,18.5892116182573,41.7427385892116,68.0911680911681,"AM"
"34",34,34,"ITS-75403",192693,"Conus cancellatus",NA,NA,"CONUS","LC","Unknown",3803641.531688,1709143.69481418,16.8594035301278,62.8727936701156,20.2678027997565,45.4098360655738,"IUCN"
"35",35,35,"ITS-75406",192599,"Conus mindanus",NA,NA,"CONUS","LC","Unknown",3174401.99581471,5261309.10294917,49.045899948427,7.2717895822589,43.6823104693141,87.0879120879121,"AM"
"36",36,36,"ITS-199949",169951,"Panulirus penicillatus",NA,NA,"LOBSTERS","LC","Unknown",11485846.4570943,29264245.5462371,31.0871432662022,5.48821227450606,63.4246444592918,84.9947807933194,"AM"
"37",37,37,"ITS-199950",169954,"Scyllarides haanii",NA,NA,"LOBSTERS","LC","Unknown",14367053.5202614,3080211.30419272,9.55909596146721,80.1037421267136,10.3371619118192,48.0446927374302,"IUCN"
"38",38,38,"SLB-184862",185035,"Bathyarctus rubens",NA,NA,"LOBSTERS","LC","Unknown",11601635.9258014,6791059.31520661,20.5278592375367,55.425219941349,24.0469208211144,46.0526315789474,"IUCN"
"39",39,39,"SLB-184916",185062,"Galearctus timidus",NA,NA,"LOBSTERS","LC","Unknown",9850493.29604784,5357551.18426771,18.4234234234234,56.5540540540541,25.0225225225225,42.4053913945049,"IUCN"
"40",40,40,"ITS-553055",169979,"Thenus orientalis",NA,NA,"LOBSTERS","LC","Unknown",11963158.8930007,3951951.17342953,16.1063502526917,70.6218413535487,13.2718083937596,54.8242333582648,"IUCN"
"41",41,41,"ITS-553058",170049,"Palinurellus wieneckii",NA,NA,"LOBSTERS","LC","Unknown",9582714.61770096,5649546.58833505,11.7880794701987,58.476821192053,29.7350993377483,28.3891547049442,"IUCN"
"42",42,42,"ITS-552914",169962,"Acanthacaris tenuimana",NA,NA,"LOBSTERS","LC","Unknown",13637659.5481801,32098513.7379761,15.3174842010232,19.1393319289798,65.543183869997,44.4541484716157,"AM"
"43",43,43,"ITS-552916",169985,"Nephropsis acanthura",NA,NA,"LOBSTERS","LC","Unknown",5618551.28091132,6989999.64000504,6.87003968253968,39.1369047619048,53.9930555555556,14.9326145552561,"AM"
"44",44,44,"ITS-552917",170044,"Nephropsis atlantica",NA,NA,"LOBSTERS","LC","Unknown",2032549.92039804,5037047.25239556,15.858287642345,20.4555040067482,63.6862083509068,43.6701509872242,"AM"
"45",45,45,"ITS-552919",170086,"Nephropsis ensirostris",NA,NA,"LOBSTERS","LC","Unknown",3535681.57400567,4644546.55686604,4.84943292921392,40.4380132968322,54.7125537739539,10.7081174438687,"AM"
"46",46,46,"ITS-552922",169974,"Nephropsis stewarti",NA,NA,"LOBSTERS","LC","Unknown",9776909.74414967,8373101.38896301,4.50496745460774,51.4902363823227,44.0047961630695,9.28672316384181,"IUCN"
"47",47,47,"ITS-552923",170032,"Nephropsis suhmi",NA,NA,"LOBSTERS","LC","Unknown",8151152.11754986,7250663.67610554,5.53013725880247,47.9013328028645,46.568529938333,10.61473844979,"IUCN"
"48",48,48,"ITS-552924",170092,"Nephropsis sulcata",NA,NA,"LOBSTERS","LC","Unknown",7251376.03044304,6161590.65229623,4.78555304740406,49.5259593679458,45.6884875846501,9.48121645796064,"IUCN"
"49",49,49,"ITS-552934",170050,"Metanephrops boschmai",NA,NA,"LOBSTERS","LC","Decreasing",211989.913633694,745586.232742428,12.1875,12.5,75.3125,49.3670886075949,"AM"
"50",50,50,"ITS-552935",169972,"Metanephrops challengeri",NA,NA,"LOBSTERS","LC","Unknown",741592.665802284,1212963.13217459,43.3898305084746,11.1864406779661,45.4237288135593,79.5031055900621,"AM"
"51",51,51,"ITS-552945",170064,"Metanephrops velutinus",NA,NA,"LOBSTERS","LC","Unknown",2710255.46670711,2193146.33911328,9.57654723127036,49.0553745928339,41.3680781758958,18.7979539641944,"IUCN"
"52",52,52,"ITS-552953",170072,"Jasus lalandii",NA,NA,"LOBSTERS","LC","Stable",181430.929054567,405096.039010623,35.5828220858896,6.13496932515337,58.2822085889571,85.2941176470588,"AM"
"53",53,53,"NZ-7290",170017,"Sagmariasus verreauxi",NA,NA,"LOBSTERS","LC","Unknown",548635.075337798,1006415.07331412,46.4037122969838,4.87238979118329,48.7238979118329,90.4977375565611,"AM"
"54",54,54,"ITS-552961",170070,"Linuparus sordidus",NA,NA,"LOBSTERS","LC","Unknown",807870.175192363,1567231.1032412,11.0354223433243,25.7493188010899,63.2152588555858,30,"AM"
"55",55,55,"ITS-552962",170054,"Linuparus trigonus",NA,NA,"LOBSTERS","LC","Unknown",8334790.51914454,2218572.89636304,16.2946428571429,74.1390306122449,9.56632653061224,63.0086313193588,"IUCN"
"56",56,56,"ITS-552965",169999,"Palinurus gilchristi",NA,NA,"LOBSTERS","LC","Increasing",393723.421393827,253240.317945374,35.3260869565217,45.6521739130435,19.0217391304348,65,"IUCN"
"57",57,57,"ITS-552966",170035,"Palinurus mauritanicus",NA,NA,"LOBSTERS","LC","Unknown",1405502.05728029,2009574.56976384,36.9290573372206,20.019436345967,43.0515063168124,64.8464163822526,"AM"
"58",58,58,"ITS-552973",170062,"Panulirus homarus",NA,NA,"LOBSTERS","LC","Unknown",14688263.8438578,17326573.5573956,41.7665867306155,23.4079403144151,34.8254729549694,64.0842191332788,"AM"
"59",59,59,"ITS-552976",170066,"Panulirus longipes",NA,NA,"LOBSTERS","LC","Unknown",15094720.241595,7200018.40733908,30.372191011236,57.935393258427,11.6924157303371,72.20367278798,"IUCN"
"60",60,60,"ITS-552977",169987,"Panulirus ornatus",NA,NA,"LOBSTERS","LC","Stable",14894148.7776025,8431757.52879485,41.9741865115434,48.8820214506453,9.14379203781131,82.1123755334282,"IUCN"
"61",61,61,"ITS-552979",169990,"Panulirus polyphagus",NA,NA,"LOBSTERS","LC","Unknown",7659637.00991805,3856322.74624412,37.5409239723536,53.9468897781011,8.51218624954529,81.5165876777251,"IUCN"
"62",62,62,"ITS-552984",170042,"Projasus parkeri",NA,NA,"LOBSTERS","LC","Unknown",1084741.52443268,902789.331010592,3.4106412005457,53.206002728513,43.3833560709413,7.28862973760933,"IUCN"
"63",63,63,"ITS-552985",170080,"Puerulus angulatus",NA,NA,"LOBSTERS","LC","Unknown",7246054.62928008,2081871.89474344,14.1651376146789,74.4954128440367,11.3394495412844,55.5395683453237,"IUCN"
"64",64,64,"ITS-552987",170011,"Puerulus sewelli",NA,NA,"LOBSTERS","LC","Unknown",1070387.77393356,1613641.64974229,44.6227929373997,13.0016051364366,42.3756019261637,77.4373259052925,"AM"
"65",65,65,"ITS-552997",170034,"Arctides antipodarum",NA,NA,"LOBSTERS","LC","Unknown",182758.248149024,874370.639630524,21.6049382716049,0.308641975308642,78.0864197530864,98.5915492957747,"AM"
"66",66,66,"ITS-553004",170002,"Scyllarides elisabethae",NA,NA,"LOBSTERS","LC","Unknown",297082.835730416,321366.798464013,54.2483660130719,19.6078431372549,26.1437908496732,73.4513274336283,"AM"
"67",67,67,"ITS-553008",169969,"Evibacus princeps",NA,NA,"LOBSTERS","LC","Unknown",783338.323861848,1319191.15629811,49.6842105263158,6.10526315789474,44.2105263157895,89.0566037735849,"AM"
"68",68,68,"ITS-553010",170026,"Ibacus brevipes",NA,NA,"LOBSTERS","LC","Unknown",4427948.67802635,2317451.5914144,17.4234424498416,59.3453009503696,23.2312565997888,42.8571428571429,"IUCN"
"69",69,69,"ITS-553013",170023,"Ibacus novemdentatus",NA,NA,"LOBSTERS","LC","Unknown",10805842.7995993,5064038.07549748,16.0387513455328,62.3250807319699,21.6361679224973,42.5714285714286,"IUCN"
"70",70,70,"ITS-553014",169984,"Ibacus peronii",NA,NA,"LOBSTERS","LC","Stable",896060.799123805,1226747.85473098,66.6003976143141,3.77733598409543,29.6222664015905,94.6327683615819,"AM"
"71",71,71,"SLB-184956",170004,"Remiarctus bertholdii",NA,NA,"LOBSTERS","LC","Unknown",7541349.28111699,6093684.95689868,48.5148514851485,33.4983498349835,17.986798679868,72.9528535980149,"IUCN"
"72",72,72,"ITS-97309",169958,"Nephropsis aculeata",NA,NA,"LOBSTERS","LC","Unknown",2680177.57023461,7776528.48470517,28.4609978917779,4.25158116654954,67.2874209416725,87.0032223415682,"AM"
"73",73,73,"ITS-97310",170082,"Nephropsis agassizii",NA,NA,"LOBSTERS","LC","Unknown",2956311.5182439,3841042.53987827,26.7536704730832,28.0043501903208,45.241979336596,48.857994041708,"AM"
"74",74,74,"ITS-97311",169986,"Nephropsis rosea",NA,NA,"LOBSTERS","LC","Unknown",2583262.03983383,5924940.29279626,12.0243531202435,21.9558599695586,66.0197869101979,35.3863381858903,"AM"
"75",75,75,"ITS-97312",169973,"Nephropsis neglecta",NA,NA,"LOBSTERS","LC","Unknown",1255300.16341671,2758200.26377052,12.9382303839733,22.4540901502504,64.6076794657763,36.5566037735849,"AM"
"76",76,76,"ITS-97314",170009,"Homarus americanus",NA,NA,"LOBSTERS","LC","Stable",1435925.72704903,1369690.25207272,69.6614583333333,17.3177083333333,13.0208333333333,84.251968503937,"IUCN"
"77",77,77,"ITS-97315",169955,"Homarus gammarus",NA,NA,"LOBSTERS","LC","Stable",3192549.65727237,4716932.82571054,64.0862944162436,4.56852791878173,31.3451776649746,93.3456561922366,"AM"
"78",78,78,"ITS-97317",169967,"Nephrops norvegicus",NA,NA,"LOBSTERS","LC","Stable",3949345.03163319,6147990.08147238,53.7844036697248,6.88073394495413,39.3348623853211,88.6578449905482,"AM"
"79",79,79,"ITS-97319",170000,"Acanthacaris caeca",NA,NA,"LOBSTERS","LC","Unknown",1832310.72995817,3484246.79304186,14.6540880503145,24.8427672955975,60.503144654088,37.1019108280255,"AM"
"80",80,80,"ITS-97323",170021,"Metanephrops binghami",NA,NA,"LOBSTERS","LC","Unknown",1598941.48498708,2027126.46088194,10.5026929982047,38.5098743267504,50.9874326750449,21.4285714285714,"AM"
"81",81,81,"ITS-97651",169988,"Panulirus guttatus",NA,NA,"LOBSTERS","LC","Unknown",1522949.58930129,2299718.70095693,41.7118093174431,15.0595882990249,43.228602383532,73.4732824427481,"AM"
"82",82,82,"SLB-184857",185077,"Bathyarctus faxoni",NA,NA,"LOBSTERS","LC","Unknown",2845927.21137273,2289677.78071182,14.9253731343284,48.7345879299156,36.340038935756,29.1139240506329,"IUCN"
"83",83,83,"ITS-97673",170088,"Scyllarides nodifer",NA,NA,"LOBSTERS","LC","Unknown",1261656.80848771,2046409.65277538,40.8066429418743,12.4555160142349,46.7378410438909,76.6146993318486,"AM"
"84",84,84,"ITS-97676",170075,"Scyllarides aequinoctialis",NA,NA,"LOBSTERS","LC","Unknown",3113499.01969526,5562009.34406961,53.6471805483704,1.75892395240559,44.593895499224,96.8253968253968,"AM"
"85",85,85,"ITS-97682",170071,"Parribacus antarcticus",NA,NA,"LOBSTERS","LC","Unknown",14647161.6092946,29051694.0226759,21.0828821324448,19.5251978342357,59.3919200333194,51.9179487179487,"AM"
"86",86,86,"ITS-97688",185026,"Polycheles typhlops",NA,NA,"LOBSTERS","LC","Stable",36957620.2846173,54081063.0818611,37.1481002627518,20.1276223047087,42.7242774325395,64.8583703487949,"AM"
"87",87,87,"ITS-97696",170015,"Palinurellus gundlachi",NA,NA,"LOBSTERS","LC","Unknown",1125685.56793885,1342940.95671117,26.8365817091454,30.8845577211394,42.2788605697151,46.4935064935065,"AM"
"88",88,88,"Hyd-210726",133144,"Millepora alcicornis",NA,NA,"CORAL3","LC","Stable",4021035.059783,3319134.37005015,23.7642585551331,47.0057034220532,29.2300380228137,44.8430493273543,"IUCN"
"89",89,89,"URM-Cn-3929",133065,"Tubipora musica",NA,NA,"CORAL3","NT","Unknown",11205784.4159545,26763383.4711821,34.2711540503238,5.55260643380401,60.1762395158722,86.0570514529459,"AM"
"90",90,90,"Hyd-287421",133042,"Millepora complanata",NA,NA,"CORAL3","LC","Stable",3622317.49963558,2556051.43914851,22.7756015668719,51.6508114157806,25.5735870173475,47.1064814814815,"IUCN"
"91",91,91,"Hyd-210730",133595,"Millepora platyphylla",NA,NA,"CORAL3","LC","Unknown",12543999.7260624,27304958.1437893,30.601200432943,10.8235757158319,58.575223851225,73.8717339667459,"AM"
"92",92,92,"SLB-158806",133118,"Porites sillimaniana",NA,NA,"CORAL2","VU","Unknown",10406794.9342743,12312504.0177661,32.6722153355764,28.4044625464849,38.9233221179387,53.4937663090751,"AM"
"93",93,93,"URM-Cn-4841",133020,"Acropora tenuis",NA,NA,"CORAL1","NT","Decreasing",12211163.3211345,26601339.8257009,36.0932391097985,6.78198502267693,57.1247758675245,84.1820418204182,"AM"
"94",94,94,"URM-Cn-6097",133446,"Astrangia poculata",NA,NA,"CORAL2","LC","Unknown",490984.58394229,2300357.4368204,11.5124153498871,9.25507900677201,79.2325056433409,55.4347826086957,"AM"
"95",95,95,"URM-Cn-5990",133390,"Seriatopora hystrix",NA,NA,"CORAL2","LC","Unknown",8770767.79843918,25682389.5995232,26.2843224092117,5.87909654561559,67.8365810451727,81.7211703958692,"AM"
"96",96,96,"URM-Cn-5995",133685,"Stylophora pistillata",NA,NA,"CORAL2","NT","Unknown",14045099.2251889,26889576.1641109,39.6848137535817,8.49365534179288,51.8215309046255,82.3704333050128,"AM"
"97",97,97,"URM-Cn-4833",133402,"Acropora squarrosa",NA,NA,"CORAL1","LC","Decreasing",2089976.12643157,3987904.8199531,33.5071707953064,12.9074315514993,53.5853976531943,72.1910112359551,"AM"
"98",98,98,"URM-Cn-4495",133193,"Heliopora coerulea",NA,NA,"CORAL3","VU","Decreasing",8540475.11870223,26537446.9544161,23.8095238095238,6.57545869127161,69.6150174992046,78.3595113438045,"AM"
"99",99,99,"SLB-184808",133182,"Isopora brueggemanni",NA,NA,"CORAL1","VU","Decreasing",10373932.0897392,15012595.7647173,34.76443158064,20.4052098408104,44.8303585785496,63.013698630137,"AM"
"100",100,100,"URM-Cn-6128",133077,"Coscinaraea mcneilli",NA,NA,"CORAL2","LC","Unknown",876135.349088706,1241437.90396901,58.7209302325581,6.78294573643411,34.4961240310078,89.6449704142012,"AM"
"101",101,101,"URM-Cn-6129",133323,"Coscinaraea monile",NA,NA,"CORAL2","LC","Unknown",8988245.39747367,15729291.5893046,34.3908421913328,14.358135731807,51.2510220768602,70.5467963770547,"AM"
"102",102,102,"URM-Cn-6130",133408,"Coscinaraea wellsi",NA,NA,"CORAL2","LC","Unknown",6792820.29257982,20786999.2439156,22.332174378176,7.64910403851297,70.018721583311,74.4870651204282,"AM"
"103",103,103,"URM-Cn-6134",133208,"Psammocora contigua",NA,NA,"CORAL2","NT","Unknown",12534467.5922423,28173097.5602532,38.0128270385829,4.53018426142726,57.4569886999898,89.3515195022733,"AM"
"104",104,104,"URM-Cn-6135",133043,"Psammocora digitata",NA,NA,"CORAL2","NT","Unknown",12257138.8568776,23897975.0159015,38.9773387565369,8.18128994770482,52.8413712957583,82.6515524889108,"AM"
"105",105,105,"URM-Cn-6136",133589,"Psammocora explanulata",NA,NA,"CORAL2","LC","Unknown",7348259.62308057,22535749.4227493,24.6343923348462,6.16490166414523,69.2007060010086,79.9836266884978,"AM"
"106",106,106,"URM-Cn-6137",133406,"Psammocora haimeana",NA,NA,"CORAL2","LC","Unknown",10908338.4532397,27741453.2130609,34.2470036477332,3.68942157373632,62.0635747785305,90.2747252747253,"AM"
"107",107,107,"URM-Cn-6138",133094,"Psammocora nierstraszi",NA,NA,"CORAL2","LC","Stable",9106061.76382183,23829761.8236706,29.127817774106,6.63283370706951,64.2393485188245,81.4521452145215,"AM"
"108",108,108,"URM-Cn-6139",133353,"Psammocora obtusangula",NA,NA,"CORAL2","NT","Unknown",11505475.8036441,15324280.5874378,31.3406333234685,25.1553714116603,43.5039952648713,55.4740701938188,"AM"
"109",109,109,"URM-Cn-6140",133570,"Psammocora profundacella",NA,NA,"CORAL2","LC","Unknown",12955683.7133134,27572894.8985936,35.7185869128864,7.95865114411883,56.3227619429948,81.7784926470588,"AM"
"110",110,110,"URM-Cn-6141",132860,"Psammocora stellata",NA,NA,"CORAL2","VU","Unknown",2370373.25598331,4582880.60111928,18.1632653061225,22.1938775510204,59.6428571428571,45.0063211125158,"AM"
"111",111,111,"URM-Cn-6142",133502,"Psammocora superficialis",NA,NA,"CORAL2","LC","Unknown",14778018.8448055,29240057.7359327,37.7374380087957,8.73959015626462,53.5229718349396,81.1958928930944,"AM"
"112",112,112,"URM-Cn-6146",133027,"Siderastrea radians",NA,NA,"CORAL2","LC","Stable",3566050.06999085,5206166.01599192,43.9942112879884,14.5682585624698,41.4375301495417,75.1235584843493,"AM"
"113",113,113,"URM-Cn-6147",133590,"Siderastrea savignyana",NA,NA,"CORAL2","LC","Unknown",11049845.5071093,15278394.2905268,30.8350856112947,24.2415139681586,44.9234004205467,55.9858194709572,"AM"
"114",114,114,"URM-Cn-6148",133389,"Siderastrea siderea",NA,NA,"CORAL2","LC","Stable",4075826.82141276,3587802.05796761,59.1183574879227,25.9661835748792,14.9154589371981,79.8531810766721,"IUCN"
"115",115,115,"URM-Cn-4849",133621,"Acropora valenciennesi",NA,NA,"CORAL1","LC","Decreasing",12407892.8315733,24698496.6409008,41.1312528682882,6.19550252409362,52.6732446076182,86.9090909090909,"AM"
"116",116,116,"SLB-61731",133293,"Acropora valida",NA,NA,"CORAL1","LC","Decreasing",14633015.4479511,28854872.1451093,36.5628821371461,9.63220769447841,53.8049101683755,79.1488495214824,"AM"
"117",117,117,"URM-Cn-4850",133025,"Acropora vaughani",NA,NA,"CORAL1","VU","Decreasing",10208293.1409568,22542926.1010936,37.3984771573604,5.44416243654822,57.1573604060914,87.292654028436,"AM"
"118",118,118,"URM-Cn-4851",133532,"Acropora verweyi",NA,NA,"CORAL1","VU","Decreasing",10861080.1204841,22347501.0388978,35.9249660619524,8.61409354560039,55.4609403924472,80.6594624549737,"AM"
"119",119,119,"URM-Cn-5931",132947,"Echinophyllia echinoporoides",NA,NA,"CORAL2","LC","Unknown",4867717.08839821,12366192.8522239,26.6116439884006,9.3018068257863,64.0865491858131,74.0993788819876,"AM"
"120",120,120,"URM-Cn-5934",133609,"Echinophyllia orpheensis",NA,NA,"CORAL2","LC","Unknown",6312522.02987927,18108370.9956415,27.6733533407045,5.25983256989417,67.0668140894014,84.0287769784173,"AM"
"121",121,121,"URM-Cn-5939",133559,"Mycedium elephantotus",NA,NA,"CORAL2","LC","Unknown",7466837.50612262,26561881.9866913,24.0985048372911,3.06728232189974,72.8342128408091,88.7090246863618,"AM"
"122",122,122,"URM-Cn-5947",133192,"Oxypora glabra",NA,NA,"CORAL2","LC","Unknown",3013632.23971348,15336286.7304632,16.9635941130906,2.03330751355538,81.003098373354,89.2966360856269,"AM"
"123",123,123,"URM-Cn-5948",133442,"Oxypora lacera",NA,NA,"CORAL2","LC","Unknown",9151697.21847939,25036069.6847965,30.677887940973,4.18492045192529,65.1371916071017,87.9960317460317,"AM"
"124",124,124,"URM-Cn-4830",133320,"Acropora solitaryensis",NA,NA,"CORAL1","VU","Decreasing",7158293.23708481,17527888.4709084,33.845399575094,5.18058506291878,60.9740153619873,86.7252931323283,"AM"
"125",125,125,"URM-Cn-5950",132956,"Pectinia alcicornis",NA,NA,"CORAL2","VU","Unknown",6433271.42133984,16673190.2351464,27.6642091152815,8.00938337801609,64.3264075067024,77.5481446688586,"AM"
"126",126,126,"URM-Cn-5953",132928,"Pectinia lactuca",NA,NA,"CORAL2","VU","Unknown",8194188.14681488,21724324.6555851,31.8012256861178,4.27657873701039,63.9221955768718,88.1462333825702,"AM"
"127",127,127,"URM-Cn-5954",133272,"Pectinia paeonia",NA,NA,"CORAL2","NT","Unknown",7573707.09239333,19981769.0088066,32.930029154519,3.61516034985423,63.4548104956268,90.1076984443558,"AM"
"128",128,128,"URM-Cn-5974",132958,"Pocillopora capitata",NA,NA,"CORAL2","LC","Unknown",3655364.96256691,6824441.07830076,8.08206403481505,29.3441094187131,62.5738265464719,21.5946843853821,"AM"
"129",129,129,"URM-Cn-5975",133222,"Pocillopora damicornis",NA,NA,"CORAL2","LC","Unknown",11437974.6905335,30133339.8402314,23.8877970341254,10.3358942290513,65.7763087368233,69.799008091882,"AM"
"130",130,130,"URM-Cn-5977",133099,"Pocillopora elegans",NA,NA,"CORAL2","VU","Unknown",9196078.62820758,14203325.6380213,26.0486371796964,23.6167781948751,50.3345846254284,52.448241866579,"AM"
"131",131,131,"URM-Cn-5978",133407,"Pocillopora eydouxi",NA,NA,"CORAL2","NT","Unknown",15654252.3190132,29149781.8822881,38.9937691806938,9.82981493536687,51.1764158839394,79.8666666666667,"AM"
"132",132,132,"URM-Cn-5981",133309,"Pocillopora inflata",NA,NA,"CORAL2","VU","Unknown",593710.217056095,620392.346140874,19.76401179941,38.9380530973451,41.2979351032448,33.6683417085427,"AM"
